o1,o2,>,=,<,scene,freq,typical
door-knob,stove-dial,215,0,65,kitchen,280,>
door-knob,switch,120,0,83,kitchen,203,">,<"
door-knob,toaster,117,0,46,kitchen,163,>
door-knob,towel,30,19,212,bathroom,261,<
door-knob,upper sash-pane,0,0,148,kitchen,148,<
door-knob,utensils canister,95,0,38,kitchen,133,>
door-knob,window-sash,0,45,98,kitchen,143,"=,<"
door-knob,work surface,1190,52,617,kitchen,1859,">,<"
door-muntin,basket,53,0,51,kitchen,104,">,<"
door-muntin,button panel-dial,244,0,0,kitchen,244,>
door-muntin,cabinet-front,42,140,95,kitchen,277,"=,<"
door-muntin,cabinet-side,65,75,56,kitchen,196,">,=,<"
door-muntin,cabinet-top,0,14,255,kitchen,269,<
door-muntin,cabinets-door,48,50,20,kitchen,118,">,="
door-muntin,cabinets-drawer,108,0,0,kitchen,108,>
door-muntin,outlet,124,0,0,kitchen,124,>
door-muntin,sink,95,0,12,kitchen,107,>
door-muntin,sink-faucet,102,0,12,kitchen,114,>
door-muntin,stove-burner,147,0,0,kitchen,147,>
door-muntin,work surface,188,0,13,kitchen,201,>
door-pane,button panel-dial,667,0,0,kitchen,667,>
door-pane,cabinet-front,134,301,186,kitchen,621,">,=,<"
door-pane,cabinet-side,142,197,123,kitchen,462,">,=,<"
door-pane,cabinets,53,37,44,kitchen,134,">,=,<"
door-pane,cabinets-drawer,189,0,0,kitchen,189,>
door-pane,dishwasher,130,10,14,kitchen,154,>
door-pane,fruit,170,0,0,kitchen,170,>
door-pane,jar,56,0,52,kitchen,108,">,<"
door-pane,kettle,144,0,0,kitchen,144,>
door-pane,kitchen island-door,43,55,42,kitchen,140,">,=,<"
door-pane,lower sash-pane,87,16,0,kitchen,103,>
door-pane,microwave,119,48,14,kitchen,181,>
door-pane,oven,129,18,24,kitchen,171,>
door-pane,oven-door,128,0,24,kitchen,152,>
door-pane,pendant lamp-shade,51,31,88,kitchen,170,">,<"
door-pane,range,162,0,0,kitchen,162,>
door-pane,range-button panel,109,0,0,kitchen,109,>
door-pane,range-oven,132,0,0,kitchen,132,>
door-pane,range-stove,155,0,0,kitchen,155,>
door-pane,sash-stile,68,87,0,kitchen,155,">,="
door-pane,screen,140,0,0,kitchen,140,>
door-pane,sink,236,0,26,kitchen,262,>
door-pane,sink-bowl,100,0,0,kitchen,100,>
door-pane,sink-faucet,258,0,24,kitchen,282,>
door-pane,stove-burner,256,0,0,kitchen,256,>
door-pane,stove-dial,107,0,0,kitchen,107,>
door-window,button panel-dial,36,0,189,kitchen,225,<
door-window,cabinet,103,168,386,kitchen,657,"=,<"
door-window,cabinet-drawer,70,30,93,kitchen,193,">,<"
door-window,ceiling,0,0,104,kitchen,104,<
door-window,ceiling recessed light,0,0,187,kitchen,187,<
door-window,ceiling recessed light-light source,0,0,128,kitchen,128,<
door-window,chest of drawers-drawer,59,28,25,kitchen,112,">,=,<"
door-window,door-handle,76,82,313,kitchen,471,<
door-window,door-knob,117,33,225,kitchen,375,">,<"
door-window,drawer-handle,123,30,72,kitchen,225,">,<"
door-window,outlet,43,10,66,kitchen,119,">,<"
door-window,oven-door,23,95,0,kitchen,118,=
door-window,work surface,49,0,101,kitchen,150,">,<"
drawer,cabinet-door,0,16,160,kitchen,176,<
drawer,door-handle,0,0,126,kitchen,126,<
drawer-handle,back-rail,34,17,55,kitchen,106,">,<"
drawer-handle,back-spindle,95,29,0,kitchen,124,>
drawer-handle,button panel-dial,79,36,780,kitchen,895,<
drawer-handle,button panel-screen,0,0,141,kitchen,141,<
drawer-handle,cabinet-front,0,93,295,kitchen,388,<
drawer-handle,cabinet-side,11,32,352,kitchen,395,<
drawer-handle,cabinets,0,25,93,kitchen,118,<
drawer-handle,cabinets-door,58,18,289,kitchen,365,<
drawer-handle,cabinets-drawer,123,121,143,kitchen,387,">,=,<"
drawer-handle,chair-stretcher,279,0,14,kitchen,293,>
drawer-handle,coffee maker,0,0,134,kitchen,134,<
drawer-handle,dishwasher,32,97,73,kitchen,202,"=,<"
drawer-handle,door-hinge,52,0,133,kitchen,185,<
drawer-handle,door-window,72,30,123,kitchen,225,">,<"
drawer-handle,extractor hood,0,0,291,kitchen,291,<
drawer-handle,kettle,0,0,106,kitchen,106,<
drawer-handle,kitchen island,0,70,39,kitchen,109,"=,<"
drawer-handle,kitchen island-drawer,62,49,52,kitchen,163,">,=,<"
drawer-handle,microwave,0,0,278,kitchen,278,<
drawer-handle,microwave-button panel,0,0,106,kitchen,106,<
drawer-handle,microwave-door,0,0,174,kitchen,174,<
drawer-handle,mug,0,0,147,kitchen,147,<
drawer-handle,oven,12,83,189,kitchen,284,"=,<"
drawer-handle,oven-button panel,0,10,125,kitchen,135,<
drawer-handle,oven-door,70,98,168,kitchen,336,">,=,<"
drawer-handle,pendant lamp-cord,0,0,190,kitchen,190,<
drawer-handle,pitcher,23,0,96,kitchen,119,<
drawer-handle,plates,10,0,94,kitchen,104,<
drawer-handle,range,0,90,147,kitchen,237,"=,<"
drawer-handle,range-button panel,15,25,172,kitchen,212,<
drawer-handle,range-oven,81,89,88,kitchen,258,">,=,<"
drawer-handle,range-stove,10,13,204,kitchen,227,<
drawer-handle,refrigerator,0,64,187,kitchen,251,<
drawer-handle,refrigerator-door,0,61,215,kitchen,276,<
drawer-handle,sideboard-door,0,0,130,kitchen,130,<
drawer-handle,sideboard-drawer,52,29,63,kitchen,144,">,=,<"
drawer-handle,sink,51,14,154,bathroom,219,<
drawer-handle,sink-faucet,25,35,113,bathroom,173,<
drawer-handle,stool-leg,116,21,0,kitchen,137,>
drawer-handle,stove,13,11,230,kitchen,254,<
drawer-handle,stove-burner,11,0,249,kitchen,260,<
drawer-handle,stove-dial,15,0,87,kitchen,102,<
drawer-handle,towel,11,0,98,bathroom,109,<
drawer-handle,work surface,23,65,812,kitchen,900,<
drawer-knob,back-rail,55,0,47,kitchen,102,">,<"
drawer-knob,button panel-dial,221,82,407,kitchen,710,">,<"
drawer-knob,cabinet-top,0,0,590,kitchen,590,<
drawer-knob,cabinets,14,43,80,kitchen,137,"=,<"
drawer-knob,cabinets-door,96,47,193,kitchen,336,">,<"
drawer-knob,cabinets-drawer,94,78,105,kitchen,277,">,=,<"
drawer-knob,coffee maker,0,0,157,kitchen,157,<
drawer-knob,dishcloth,19,18,72,kitchen,109,<
drawer-knob,dishwasher,36,92,44,kitchen,172,">,=,<"
drawer-knob,extractor hood,0,0,165,kitchen,165,<
drawer-knob,food,41,0,94,kitchen,135,">,<"
drawer-knob,kettle,0,0,117,kitchen,117,<
drawer-knob,kitchen island-door,93,23,0,kitchen,116,>
drawer-knob,kitchen island-drawer,35,51,43,kitchen,129,">,=,<"
drawer-knob,microwave,0,0,233,kitchen,233,<
drawer-knob,microwave-door,0,0,116,kitchen,116,<
drawer-knob,oven,11,40,114,kitchen,165,<
drawer-knob,oven-door,69,79,38,kitchen,186,">,=,<"
drawer-knob,pendant lamp-light source,0,0,117,kitchen,117,<
drawer-knob,pitcher,0,0,147,kitchen,147,<
drawer-knob,range,0,93,117,kitchen,210,"=,<"
drawer-knob,range-button panel,19,28,119,kitchen,166,<
drawer-knob,range-oven,70,82,33,kitchen,185,">,="
drawer-knob,range-stove,0,25,165,kitchen,190,<
drawer-knob,refrigerator,0,65,157,kitchen,222,<
drawer-knob,refrigerator-door,12,42,152,kitchen,206,<
drawer-knob,sink-faucet,20,22,177,bathroom,219,<
drawer-knob,stove,21,11,129,kitchen,161,<
drawer-knob,stove-burner,54,16,219,kitchen,289,<
drawer-knob,work surface,66,61,711,kitchen,838,<
extractor hood,bottle,156,0,0,kitchen,156,>
extractor hood,bowl,90,13,0,kitchen,103,>
extractor hood,button panel-dial,280,0,0,kitchen,280,>
extractor hood,cabinet-door,402,392,290,kitchen,1084,">,=,<"
extractor hood,cabinet-drawer,309,0,0,kitchen,309,>
extractor hood,chest of drawers-drawer,140,0,0,kitchen,140,>
extractor hood,door-handle,441,75,50,kitchen,566,>
extractor hood,door-knob,402,18,58,kitchen,478,>
extractor hood,drawer-handle,291,0,0,kitchen,291,>
extractor hood,drawer-knob,165,0,0,kitchen,165,>
extractor hood,floor,218,0,0,kitchen,218,>
extractor hood,outlet,208,0,0,kitchen,208,>
extractor hood,oven,107,0,0,kitchen,107,>
extractor hood,pendant lamp,0,77,61,kitchen,138,"=,<"
extractor hood,pendant lamp-shade,32,56,30,kitchen,118,">,=,<"
extractor hood,pot,112,0,10,kitchen,122,>
extractor hood,range,150,0,0,kitchen,150,>
extractor hood,range-oven,112,0,0,kitchen,112,>
extractor hood,range-stove,105,0,0,kitchen,105,>
extractor hood,refrigerator,44,90,0,kitchen,134,">,="
extractor hood,sink,193,0,0,kitchen,193,>
extractor hood,sink-faucet,147,0,0,kitchen,147,>
extractor hood,stove-burner,132,0,0,kitchen,132,>
extractor hood,work surface,359,0,0,kitchen,359,>
extractor hood-body,cabinet,86,47,35,kitchen,168,">,=,<"
extractor hood-body,cabinet-door,74,74,63,kitchen,211,">,=,<"
extractor hood-body,door-handle,131,10,20,kitchen,161,>
extractor hood-body,wall,21,68,22,kitchen,111,=
extractor hood-filter,cabinet-door,42,27,31,kitchen,100,">,=,<"
extractor hood-vent,cabinet,102,56,0,kitchen,158,">,="
extractor hood-vent,cabinet-door,107,82,14,kitchen,203,">,="
extractor hood-vent,door-handle,138,0,0,kitchen,138,>
extractor hood-vent,wall,26,77,0,kitchen,103,=
face-hand,door-handle,118,15,0,kitchen,133,>
faucet,sink,70,32,13,bathroom,115,">,="
faucet,work surface,129,64,0,kitchen,193,">,="
figurine,door-knob,119,17,69,kitchen,205,">,<"
floor,button panel-dial,0,19,387,kitchen,406,<
floor,cabinet-front,0,18,204,kitchen,222,<
floor,cabinet-side,0,11,149,kitchen,160,<
floor,cabinets,0,21,130,kitchen,151,<
floor,cabinets-door,0,14,131,kitchen,145,<
floor,coffee maker,0,0,144,kitchen,144,<
floor,dishwasher,0,55,152,kitchen,207,<
floor,extractor hood,0,0,218,kitchen,218,<
floor,kettle,0,0,102,kitchen,102,<
floor,kitchen island,0,80,57,kitchen,137,"=,<"
floor,oven-door,0,31,122,kitchen,153,<
floor,range,0,29,224,kitchen,253,<
floor,range-button panel,0,0,132,kitchen,132,<
floor,range-oven,0,40,151,kitchen,191,<
floor,range-stove,0,0,175,kitchen,175,<
floor,refrigerator-door,0,20,163,kitchen,183,<
floor,sink,0,72,525,bathroom,597,<
floor,sink-faucet,0,19,414,bathroom,433,<
floor,stove,0,0,147,kitchen,147,<
floor,stove-burner,0,11,173,kitchen,184,<
flowerpot,button panel-dial,94,12,13,kitchen,119,>
flowerpot,jar,36,13,55,kitchen,104,">,<"
flowerpot,work surface,116,54,16,kitchen,186,">,="
flowers,towel,77,32,15,bathroom,124,>
flowers,work surface,141,14,12,kitchen,167,>
fluorescent tube,cabinet,77,0,49,kitchen,126,">,<"
fluorescent tube,cabinet-door,80,0,65,kitchen,145,">,<"
flush mount light,door-handle,109,0,0,kitchen,109,>
flush mount light-shade,cabinet-door,106,14,0,kitchen,120,>
food,cabinet,42,35,63,kitchen,140,">,=,<"
food,cabinet-door,40,28,92,kitchen,160,">,<"
food,cabinets-door,44,0,83,kitchen,127,">,<"
food,door-knob,95,0,169,kitchen,264,">,<"
food,drawer-knob,94,0,41,kitchen,135,">,<"
food processor,cabinet,79,14,100,kitchen,193,">,<"
food processor,cabinet-door,31,0,81,kitchen,112,<
fruit,cabinet,55,43,164,kitchen,262,<
fruit,cabinet-door,77,27,131,kitchen,235,">,<"
fruit,door-knob,64,0,106,kitchen,170,">,<"
fruit,door-pane,0,0,170,kitchen,170,<
fruit,work surface,24,31,53,kitchen,108,">,=,<"
fruits,cabinet,96,55,171,kitchen,322,">,<"
fruits,cabinet-door,54,0,133,kitchen,187,<
fruits,door-knob,29,0,79,kitchen,108,<
frying pan,cabinet,59,38,47,kitchen,144,">,=,<"
glass,button panel-dial,52,10,45,kitchen,107,">,<"
glass,cabinet-front,28,34,43,kitchen,105,">,=,<"
glass,cabinets-door,63,39,18,kitchen,120,">,="
glass,cabinets-drawer,144,20,0,kitchen,164,>
glass,door-handle,23,47,120,bathroom,190,<
glass,door-hinge,21,0,81,kitchen,102,<
glass,door-knob,30,19,290,bathroom,339,<
glass,pot,65,21,44,kitchen,130,">,<"
glass,sink,83,27,34,bathroom,144,>
glass,towel,59,21,41,bathroom,121,">,<"
glass,work surface,128,56,54,kitchen,238,">,=,<"
hotplate,cabinet,52,48,125,kitchen,225,">,=,<"
hotplate,cabinet-door,40,20,137,kitchen,197,<
hotplate,door-handle,50,0,77,kitchen,127,">,<"
hotplate,wall,0,0,123,kitchen,123,<
jar,bowl,79,12,68,bathroom,159,">,<"
jar,button panel-dial,170,0,16,kitchen,186,>
jar,cabinets,44,26,46,kitchen,116,">,=,<"
jar,cabinets-door,43,12,58,kitchen,113,">,<"
jar,cabinets-drawer,82,0,28,kitchen,110,>
jar,door-knob,14,18,396,bathroom,428,<
jar,door-pane,52,0,56,kitchen,108,">,<"
jar,flowerpot,55,13,36,kitchen,104,">,<"
jar,plant,45,52,10,bathroom,107,">,="
jar,plate,73,24,70,kitchen,167,">,<"
jar,pot,63,38,87,kitchen,188,">,=,<"
jar,vase,23,13,79,bathroom,115,<
jar,work surface,197,66,14,kitchen,277,>
kettle,bottle,16,52,47,kitchen,115,"=,<"
kettle,button panel-dial,85,16,22,kitchen,123,>
kettle,cabinet,254,59,339,kitchen,652,">,<"
kettle,cabinet-door,175,0,316,kitchen,491,">,<"
kettle,cabinet-drawer,147,13,0,kitchen,160,>
kettle,door-handle,101,13,110,kitchen,224,">,<"
kettle,door-knob,100,0,166,kitchen,266,">,<"
kettle,door-pane,0,0,144,kitchen,144,<
kettle,drawer-handle,106,0,0,kitchen,106,>
kettle,drawer-knob,117,0,0,kitchen,117,>
kettle,floor,102,0,0,kitchen,102,>
kettle,window,0,0,110,kitchen,110,<
kettle,work surface,110,43,0,kitchen,153,>
kettle-handle,cabinet,46,0,56,kitchen,102,">,<"
kettle-handle,cabinet-door,47,0,81,kitchen,128,">,<"
kitchen,cabinet,19,25,69,kitchen,113,<
kitchen island,cabinet-door,0,54,224,kitchen,278,<
kitchen island,door-handle,0,58,75,kitchen,133,"=,<"
kitchen island,door-knob,22,43,81,kitchen,146,"=,<"
kitchen island,drawer-handle,39,70,0,kitchen,109,">,="
kitchen island,floor,57,80,0,kitchen,137,">,="
kitchen island,work surface,0,65,49,kitchen,114,"=,<"
kitchen island-door,cabinet,0,35,136,kitchen,171,<
kitchen island-door,cabinet-door,0,36,143,kitchen,179,<
kitchen island-door,ceiling recessed light,0,0,133,kitchen,133,<
kitchen island-door,door-handle,0,68,91,kitchen,159,"=,<"
kitchen island-door,door-knob,17,101,116,kitchen,234,"=,<"
kitchen island-door,door-pane,42,55,43,kitchen,140,">,=,<"
kitchen island-door,drawer-knob,0,23,93,kitchen,116,<
kitchen island-door,wall,0,0,104,kitchen,104,<
kitchen island-drawer,cabinet,0,34,174,kitchen,208,<
kitchen island-drawer,cabinet-door,0,21,166,kitchen,187,<
kitchen island-drawer,ceiling recessed light,0,0,187,kitchen,187,<
kitchen island-drawer,ceiling recessed light-light source,0,0,122,kitchen,122,<
kitchen island-drawer,door-handle,0,19,100,kitchen,119,<
kitchen island-drawer,door-knob,61,18,119,kitchen,198,">,<"
kitchen island-drawer,drawer-handle,52,49,62,kitchen,163,">,=,<"
kitchen island-drawer,drawer-knob,43,51,35,kitchen,129,">,=,<"
kitchen island-drawer,wall,0,0,124,kitchen,124,<
kitchen utensils,cabinet,49,0,57,kitchen,106,">,<"
knife set,cabinet,240,26,329,kitchen,595,">,<"
knife set,cabinet-door,98,0,301,kitchen,399,<
knife set,cabinet-drawer,105,0,0,kitchen,105,>
knife set,door-handle,67,12,98,kitchen,177,">,<"
knife set,door-knob,48,0,167,kitchen,215,<
knife set,wall,0,100,214,kitchen,314,"=,<"
knife set,work surface,107,16,0,kitchen,123,>
light switch,work surface,94,12,0,kitchen,106,>
lower sash-pane,cabinet-door,111,0,136,kitchen,247,">,<"
lower sash-pane,ceiling recessed light-aperture,0,0,122,kitchen,122,<
lower sash-pane,door-knob,71,20,42,kitchen,133,">,<"
lower sash-pane,door-pane,0,16,87,kitchen,103,<
lower sash-rail,cabinet-door,48,0,74,kitchen,122,">,<"
lower sash-stile,cabinet-door,43,0,61,kitchen,104,">,<"
microwave,bottle,132,31,28,kitchen,191,>
microwave,bowl,99,0,20,kitchen,119,>
microwave,button panel-dial,196,18,0,kitchen,214,>
microwave,cabinet-door,399,200,790,kitchen,1389,">,<"
microwave,cabinet-drawer,341,0,0,kitchen,341,>
microwave,cabinet-front,43,30,57,kitchen,130,">,=,<"
microwave,cabinet-top,0,0,146,kitchen,146,<
microwave,chest of drawers-drawer,145,0,0,kitchen,145,>
microwave,coffee maker,76,32,0,kitchen,108,>
microwave,dishwasher,113,0,0,kitchen,113,>
microwave,door-handle,310,158,179,kitchen,647,">,=,<"
microwave,door-knob,386,82,268,kitchen,736,">,<"
microwave,door-pane,14,48,119,kitchen,181,<
microwave,drawer-handle,278,0,0,kitchen,278,>
microwave,drawer-knob,233,0,0,kitchen,233,>
microwave,outlet,202,56,16,kitchen,274,>
microwave,oven,85,22,0,kitchen,107,>
microwave,picture,29,42,58,kitchen,129,">,=,<"
microwave,plant,51,22,54,kitchen,127,">,<"
microwave,pot,110,18,26,kitchen,154,>
microwave,range,126,32,0,kitchen,158,>
microwave,range-oven,115,0,0,kitchen,115,>
microwave,range-stove,110,0,0,kitchen,110,>
microwave,refrigerator,14,155,0,kitchen,169,=
microwave,refrigerator-door,31,85,10,kitchen,126,=
microwave,sink,205,0,0,kitchen,205,>
microwave,sink-faucet,128,35,0,kitchen,163,>
microwave,stove-burner,116,0,0,kitchen,116,>
microwave,window,0,136,119,kitchen,255,"=,<"
microwave,work surface,352,25,0,kitchen,377,>
microwave-button panel,cabinet,118,44,146,kitchen,308,">,<"
microwave-button panel,cabinet-door,127,19,302,kitchen,448,<
microwave-button panel,cabinet-drawer,105,0,0,kitchen,105,>
microwave-button panel,door-handle,99,44,45,kitchen,188,">,=,<"
microwave-button panel,door-knob,156,21,111,kitchen,288,">,<"
microwave-button panel,drawer-handle,106,0,0,kitchen,106,>
microwave-button panel,wall,29,55,52,kitchen,136,">,=,<"
microwave-dial,cabinet,46,0,66,kitchen,112,">,<"
microwave-dial,cabinet-door,41,0,118,kitchen,159,<
microwave-dial,door-handle,44,0,61,kitchen,105,">,<"
microwave-door,button panel-dial,137,0,0,kitchen,137,>
microwave-door,cabinet,233,76,256,kitchen,565,">,<"
microwave-door,cabinet-door,228,59,473,kitchen,760,">,<"
microwave-door,cabinet-drawer,187,0,0,kitchen,187,>
microwave-door,cabinet-top,0,0,103,kitchen,103,<
microwave-door,door-handle,159,106,110,kitchen,375,">,=,<"
microwave-door,door-knob,222,34,152,kitchen,408,">,<"
microwave-door,drawer-handle,174,0,0,kitchen,174,>
microwave-door,drawer-knob,116,0,0,kitchen,116,>
microwave-door,wall,45,125,105,kitchen,275,"=,<"
microwave-door,work surface,105,0,0,kitchen,105,>
microwave-screen,cabinet,56,14,61,kitchen,131,">,<"
microwave-screen,cabinet-door,53,10,118,kitchen,181,">,<"
mug,bottle,84,17,28,kitchen,129,>
mug,bowl,63,15,25,kitchen,103,>
mug,button panel-dial,65,15,32,kitchen,112,">,<"
mug,cabinet,192,70,213,kitchen,475,">,<"
mug,cabinet-door,171,31,267,kitchen,469,">,<"
mug,cabinet-drawer,127,0,14,kitchen,141,>
mug,door-handle,144,22,114,kitchen,280,">,<"
mug,door-hinge,25,0,76,kitchen,101,<
mug,door-knob,84,11,113,kitchen,208,">,<"
mug,drawer-handle,147,0,0,kitchen,147,>
mug,plate,146,43,32,kitchen,221,>
mug,work surface,97,35,14,kitchen,146,>
mug-handle,cabinet,79,18,94,kitchen,191,">,<"
mug-handle,cabinet-door,64,15,91,kitchen,170,">,<"
mug-handle,door-handle,86,10,73,kitchen,169,">,<"
mug-handle,plate,129,13,24,kitchen,166,>
napkin,cabinet,18,31,93,kitchen,142,<
napkin,cabinet-door,31,0,103,kitchen,134,<
outlet,button panel-dial,293,66,23,kitchen,382,>
outlet,cabinet-drawer,101,17,10,bathroom,128,>
outlet,cabinet-front,79,0,167,kitchen,246,">,<"
outlet,cabinet-side,30,11,201,kitchen,242,<
outlet,cabinet-skirt,112,0,0,kitchen,112,>
outlet,cabinet-top,0,0,250,kitchen,250,<
outlet,chest of drawers,118,0,0,kitchen,118,>
outlet,coffee maker,30,105,24,kitchen,159,=
outlet,dishwasher,202,0,0,kitchen,202,>
outlet,door-hinge,29,0,87,kitchen,116,<
outlet,door-muntin,0,0,124,kitchen,124,<
outlet,door-window,66,10,43,kitchen,119,">,<"
outlet,extractor hood,0,0,208,kitchen,208,<
outlet,microwave,16,56,202,kitchen,274,<
outlet,oven,86,51,53,kitchen,190,">,=,<"
outlet,oven-door,125,14,16,kitchen,155,>
outlet,pendant lamp-tube,0,0,122,kitchen,122,<
outlet,range,118,103,25,kitchen,246,">,="
outlet,range-button panel,72,39,16,kitchen,127,">,="
outlet,range-oven,130,0,10,kitchen,140,>
outlet,range-stove,133,0,13,kitchen,146,>
outlet,refrigerator,0,200,49,kitchen,249,=
outlet,refrigerator-door,38,120,60,kitchen,218,"=,<"
outlet,sink,165,20,32,bathroom,217,>
outlet,sink-faucet,136,11,36,bathroom,183,>
outlet,stove,99,20,0,kitchen,119,>
outlet,stove-burner,177,0,0,kitchen,177,>
outlet,toaster,81,22,10,kitchen,113,>
outlet,work surface,646,72,63,kitchen,781,>
outlet-plate,cabinet-door,43,0,74,kitchen,117,">,<"
outlet-sockets,cabinet-door,48,0,66,kitchen,114,">,<"
oven,bottle,31,51,90,kitchen,172,"=,<"
oven,bowl,52,34,39,kitchen,125,">,=,<"
oven,button panel-dial,17,78,16,kitchen,111,=
oven,cabinet-drawer,146,82,19,kitchen,247,">,="
oven,cabinet-top,0,0,127,kitchen,127,<
oven,chest of drawers-drawer,94,52,0,kitchen,146,">,="
oven,door,0,76,57,kitchen,133,"=,<"
oven,door-knob,110,85,230,kitchen,425,">,=,<"
oven,door-pane,24,18,129,kitchen,171,<
oven,drawer-handle,189,83,12,kitchen,284,">,="
oven,drawer-knob,114,40,11,kitchen,165,>
oven,extractor hood,0,0,107,kitchen,107,<
oven,microwave,0,22,85,kitchen,107,<
oven,outlet,53,51,86,kitchen,190,">,=,<"
oven,oven-door,17,77,12,kitchen,106,=
oven,pendant lamp,0,0,155,kitchen,155,<
oven,plant,19,45,105,kitchen,169,"=,<"
oven,plate,22,16,62,kitchen,100,<
oven,pot,16,35,65,kitchen,116,"=,<"
oven,refrigerator,0,103,29,kitchen,132,=
oven,sink,83,52,43,kitchen,178,">,=,<"
oven,sink-faucet,36,37,48,kitchen,121,">,=,<"
oven,stove,40,19,52,kitchen,111,">,<"
oven,window,0,64,161,kitchen,225,<
oven,work surface,116,111,76,kitchen,303,">,=,<"
oven-button panel,cabinet,68,65,148,kitchen,281,">,=,<"
oven-button panel,cabinet-door,76,50,230,kitchen,356,<
oven-button panel,ceiling recessed light,0,0,101,kitchen,101,<
oven-button panel,door-handle,104,37,126,kitchen,267,">,<"
oven-button panel,door-knob,37,0,92,kitchen,129,<
oven-button panel,drawer-handle,125,10,0,kitchen,135,>
oven-button panel,wall,0,30,99,kitchen,129,<
oven-door,bottle,10,10,85,kitchen,105,<
oven-door,button panel-dial,0,57,321,kitchen,378,<
oven-door,cabinet,62,335,550,kitchen,947,"=,<"
oven-door,cabinet-door,70,293,766,kitchen,1129,<
oven-door,cabinet-drawer,66,144,94,kitchen,304,">,=,<"
oven-door,cabinet-front,0,48,92,kitchen,140,"=,<"
oven-door,cabinet-top,0,0,120,kitchen,120,<
oven-door,ceiling,0,0,152,kitchen,152,<
oven-door,ceiling recessed light,0,0,284,kitchen,284,<
oven-door,ceiling recessed light-light source,0,0,206,kitchen,206,<
oven-door,chair,20,35,50,kitchen,105,"=,<"
oven-door,chest of drawers-drawer,64,78,24,kitchen,166,">,="
oven-door,door-handle,65,278,383,kitchen,726,"=,<"
oven-door,door-knob,69,107,356,kitchen,532,<
oven-door,door-pane,24,0,128,kitchen,152,<
oven-door,door-window,0,95,23,kitchen,118,=
oven-door,drawer-handle,168,98,70,kitchen,336,">,=,<"
oven-door,drawer-knob,38,79,69,kitchen,186,">,=,<"
oven-door,floor,122,31,0,kitchen,153,>
oven-door,outlet,16,14,125,kitchen,155,<
oven-door,oven,12,77,17,kitchen,106,=
oven-door,range,0,94,30,kitchen,124,=
oven-door,range-button panel,0,17,87,kitchen,104,<
oven-door,range-oven,0,137,0,kitchen,137,=
oven-door,range-stove,0,0,106,kitchen,106,<
oven-door,sink,18,34,74,kitchen,126,"=,<"
oven-door,sink-faucet,0,16,100,kitchen,116,<
oven-door,stove-burner,0,0,140,kitchen,140,<
oven-door,wall,0,61,487,kitchen,548,<
oven-door,window,0,0,126,kitchen,126,<
oven-door,work surface,23,52,159,kitchen,234,<
paper roll,cabinet,60,15,90,kitchen,165,">,<"
paper towels,cabinet,135,22,179,kitchen,336,">,<"
paper towels,cabinet-door,118,18,227,kitchen,363,">,<"
paper towels,cabinet-drawer,102,0,0,kitchen,102,>
paper towels,door-handle,77,17,66,kitchen,160,">,<"
paper towels,door-knob,81,0,120,kitchen,201,">,<"
paper towels,wall,0,66,126,kitchen,192,"=,<"
pendant lamp,button panel-dial,239,0,0,kitchen,239,>
pendant lamp,cabinet-front,42,60,0,kitchen,102,">,="
pendant lamp,cabinet-side,56,47,0,kitchen,103,">,="
pendant lamp,cabinet-top,53,80,0,kitchen,133,">,="
pendant lamp,dishwasher,111,0,0,kitchen,111,>
pendant lamp,extractor hood,61,77,0,kitchen,138,">,="
pendant lamp,oven,155,0,0,kitchen,155,>
pendant lamp,range,113,0,0,kitchen,113,>
pendant lamp,refrigerator-door,103,0,0,kitchen,103,>
pendant lamp,sink-faucet,225,0,0,kitchen,225,>
pendant lamp-bulb,cabinet-door,68,32,24,kitchen,124,">,="
pendant lamp-canopy,door-handle,205,0,0,kitchen,205,>
pendant lamp-canopy,work surface,156,0,0,kitchen,156,>
pendant lamp-cord,cabinet-door,188,121,0,kitchen,309,">,="
pendant lamp-cord,ceiling recessed light-aperture,64,89,16,kitchen,169,">,="
pendant lamp-cord,door-handle,264,10,0,kitchen,274,>
pendant lamp-cord,drawer-handle,190,0,0,kitchen,190,>
pendant lamp-cord,work surface,143,0,0,kitchen,143,>
pendant lamp-light source,drawer-knob,117,0,0,kitchen,117,>
pendant lamp-light source,pendant lamp-tube,0,0,102,kitchen,102,<
pendant lamp-light source,sink,134,0,0,kitchen,134,>
pendant lamp-light source,sink-faucet,121,0,0,kitchen,121,>
pendant lamp-shade,button panel-dial,220,0,0,kitchen,220,>
pendant lamp-shade,cabinet-front,29,51,27,kitchen,107,">,=,<"
pendant lamp-shade,cabinet-top,12,15,101,kitchen,128,<
pendant lamp-shade,chest of drawers-drawer,147,0,0,kitchen,147,>
pendant lamp-shade,door-pane,88,31,51,kitchen,170,">,<"
pendant lamp-shade,extractor hood,30,56,32,kitchen,118,">,=,<"
pendant lamp-shade,sink,223,0,0,kitchen,223,>
pendant lamp-shade,sink-faucet,195,0,0,kitchen,195,>
pendant lamp-tube,button panel-dial,102,0,0,kitchen,102,>
pendant lamp-tube,cabinet,473,80,0,kitchen,553,>
pendant lamp-tube,cabinet-door,410,51,0,kitchen,461,>
pendant lamp-tube,ceiling,10,83,17,kitchen,110,=
pendant lamp-tube,ceiling recessed light,135,99,41,kitchen,275,">,="
pendant lamp-tube,ceiling recessed light-light source,109,51,28,kitchen,188,">,="
