object,entropy,total,red,orange,yellow,brown,green,blue,purple,pink,white,gray,black
cd case,1.7066,128,0.0234,0.0312,0.0,0.0234,0.0156,0.2031,0.0312,0.0078,0.0625,0.25,0.3516
tea,1.7066,248,0.0685,0.0685,0.0282,0.4073,0.2419,0.0202,0.004,0.0161,0.0363,0.0,0.1089
jungle gym,1.7067,34,0.0294,0.1176,0.2941,0.0,0.2647,0.1765,0.0,0.0,0.0,0.0588,0.0588
batch,1.7068,132,0.0379,0.0379,0.2348,0.1136,0.0303,0.0,0.0,0.0,0.2879,0.0152,0.2424
brace,1.7068,115,0.0696,0.0087,0.0087,0.1043,0.0435,0.0348,0.0,0.0,0.1217,0.2087,0.4
ad sign,1.7069,148,0.2973,0.0203,0.0743,0.0068,0.0541,0.2297,0.0,0.0,0.2365,0.0,0.0811
colum,1.7071,28,0.0357,0.0714,0.0,0.2143,0.0,0.1786,0.0,0.0,0.3214,0.1429,0.0357
train engineer,1.7071,119,0.0084,0.0168,0.0168,0.2521,0.0336,0.1513,0.0,0.0,0.2689,0.0252,0.2269
metal roofing,1.7071,19,0.1579,0.0,0.0,0.1579,0.1579,0.0526,0.0,0.0,0.0526,0.3684,0.0526
cargo train car,1.7071,38,0.1579,0.0526,0.0,0.1579,0.0,0.1579,0.0,0.0,0.3684,0.0526,0.0526
crab,1.7071,59,0.4576,0.1356,0.0169,0.0847,0.0,0.1017,0.0169,0.0339,0.1017,0.0,0.0508
dodge truck,1.7072,46,0.3261,0.0435,0.0217,0.0,0.0,0.1522,0.0,0.0,0.087,0.1739,0.1957
motorcycle racing,1.7074,22,0.1364,0.0909,0.0455,0.0,0.0,0.0909,0.0,0.0455,0.3182,0.0,0.2727
banner flag,1.7074,1006,0.2823,0.0338,0.0746,0.0,0.0567,0.1988,0.005,0.001,0.2922,0.001,0.0547
apartment,1.7075,248,0.0806,0.0444,0.1371,0.4073,0.004,0.0282,0.0,0.0,0.1855,0.0968,0.0161
basketball jersey,1.7078,58,0.1207,0.2931,0.0517,0.0,0.0172,0.0862,0.0,0.0,0.2414,0.0,0.1897
volleyball,1.7079,467,0.1199,0.0193,0.3126,0.0043,0.0128,0.0985,0.0021,0.0107,0.2955,0.0064,0.1178
fruit crate,1.708,240,0.0333,0.0292,0.0083,0.475,0.1458,0.0583,0.0125,0.0,0.0667,0.0667,0.1042
auto,1.708,30,0.1,0.0,0.0333,0.0,0.0333,0.1333,0.0,0.0,0.1333,0.2667,0.3
boat trailer,1.7081,110,0.0636,0.0182,0.0091,0.1636,0.0091,0.1,0.0,0.0,0.4182,0.1091,0.1091
hand side,1.7081,1214,0.0189,0.0124,0.0634,0.0865,0.0173,0.0618,0.0008,0.0198,0.2891,0.0453,0.3847
tennis logo,1.7081,1122,0.0793,0.0651,0.0544,0.0053,0.0392,0.0873,0.0,0.0062,0.377,0.0107,0.2754
building front,1.7085,7791,0.0724,0.0103,0.0502,0.3356,0.0144,0.0397,0.0005,0.0039,0.3009,0.1444,0.0279
flag banner,1.7086,609,0.2759,0.046,0.0575,0.0033,0.023,0.2348,0.0033,0.0082,0.2824,0.0016,0.064
star war,1.7087,19,0.1053,0.0,0.0526,0.0526,0.0,0.1579,0.0,0.0,0.3158,0.0526,0.2632
metal sculpture,1.7089,85,0.0118,0.0588,0.0824,0.2588,0.0118,0.0118,0.0,0.0,0.0471,0.3176,0.2
house door,1.709,621,0.0918,0.0016,0.0064,0.3543,0.0531,0.0515,0.0032,0.0032,0.2738,0.0354,0.1256
metal building,1.709,753,0.0332,0.0199,0.012,0.1713,0.0544,0.1222,0.0,0.0,0.1819,0.3878,0.0173
pedestrian sign,1.709,598,0.1839,0.0334,0.1555,0.0,0.0167,0.1639,0.0,0.0,0.3161,0.0,0.1304
fashion,1.7091,50,0.04,0.04,0.0,0.02,0.04,0.1,0.0,0.06,0.26,0.04,0.4
stone flower pot,1.7092,342,0.0117,0.0468,0.0292,0.4503,0.0526,0.0936,0.0,0.0,0.1784,0.076,0.0614
metal chair,1.7092,496,0.0242,0.0101,0.0444,0.0706,0.0464,0.0645,0.0,0.002,0.0706,0.369,0.2984
marble pattern,1.7092,59,0.0169,0.0169,0.0678,0.1525,0.0,0.0339,0.0,0.0,0.3051,0.2712,0.1356
metal arch,1.7092,38,0.1053,0.0,0.1053,0.0,0.2895,0.0263,0.0,0.0,0.0526,0.2895,0.1316
plate edge,1.7093,751,0.024,0.008,0.0346,0.0852,0.0266,0.1132,0.0053,0.008,0.4581,0.0732,0.1638
ball,1.7093,2226,0.0782,0.0472,0.142,0.0045,0.093,0.0948,0.0,0.0013,0.4461,0.0094,0.0836
yard chair,1.7094,548,0.0967,0.0164,0.0128,0.3942,0.0347,0.0438,0.0,0.0,0.2391,0.0529,0.1095
rubbish,1.7095,15,0.0667,0.0,0.0,0.2667,0.0667,0.0667,0.0,0.0,0.3333,0.0667,0.1333
midsection,1.7095,15,0.0667,0.0,0.0667,0.0667,0.0,0.1333,0.0,0.0,0.3333,0.0667,0.2667
suit sleeve,1.7096,77,0.039,0.013,0.039,0.013,0.013,0.1818,0.013,0.0,0.1039,0.1948,0.3896
gym bag,1.7098,188,0.1915,0.0479,0.0053,0.0266,0.0266,0.234,0.0,0.0053,0.0851,0.0213,0.3564
fence wall,1.7099,553,0.0398,0.0018,0.0181,0.3219,0.0669,0.0271,0.0036,0.0018,0.2315,0.2423,0.0452
funnel cake,1.7101,119,0.1849,0.2101,0.042,0.1261,0.0336,0.0336,0.0084,0.0,0.3529,0.0,0.0084
grocery,1.7101,55,0.1818,0.1091,0.0364,0.0364,0.0182,0.4364,0.0,0.0,0.1091,0.0364,0.0364
nike tennis shoe,1.7102,108,0.037,0.1019,0.0185,0.0,0.0185,0.1019,0.0093,0.0278,0.463,0.0741,0.1481
footstep,1.7102,281,0.0,0.0071,0.0712,0.0996,0.0,0.0036,0.0071,0.3701,0.1174,0.1957,0.1281
surfer hand,1.7104,2452,0.0241,0.0828,0.0114,0.2724,0.0033,0.033,0.0008,0.0334,0.2851,0.0135,0.2402
ski shop,1.7105,14,0.0,0.0,0.0714,0.2143,0.0,0.1429,0.0,0.0,0.2857,0.1429,0.1429
parking,1.7107,180,0.0333,0.0056,0.0667,0.0,0.0222,0.1389,0.0,0.0,0.2111,0.2722,0.25
mountain bike,1.7107,157,0.121,0.051,0.0255,0.0318,0.0127,0.172,0.0,0.0064,0.0637,0.0637,0.4522
team uniform,1.7108,92,0.2065,0.0978,0.0,0.0,0.0543,0.25,0.0,0.0,0.2826,0.087,0.0217
trash can,1.7108,775,0.0077,0.009,0.0155,0.0555,0.0813,0.0865,0.0,0.0,0.1419,0.2465,0.3561
dog drinking water,1.7108,310,0.0194,0.0129,0.0355,0.429,0.0323,0.0613,0.0,0.0032,0.1581,0.0839,0.1645
tail gate,1.7108,21,0.3333,0.1905,0.0476,0.0,0.0476,0.0,0.0,0.0,0.1905,0.1429,0.0476
leather band,1.7109,50,0.04,0.08,0.12,0.2,0.02,0.04,0.0,0.0,0.0,0.1,0.4
glass coffee pot,1.7111,24,0.0417,0.0,0.0,0.1667,0.0417,0.125,0.0,0.0,0.125,0.125,0.375
vista,1.7111,25,0.0,0.0,0.0,0.12,0.2,0.2,0.0,0.0,0.12,0.28,0.08
sponsor name,1.7114,162,0.0741,0.037,0.0309,0.0185,0.0494,0.179,0.0,0.0062,0.4136,0.0123,0.179
weight,1.7114,63,0.1111,0.0,0.0317,0.3651,0.0,0.127,0.0,0.0,0.2063,0.0794,0.0794
plate table,1.7115,4420,0.0337,0.0208,0.0138,0.3009,0.0351,0.0932,0.0016,0.0063,0.369,0.067,0.0586
stuff pizza,1.7116,1032,0.2713,0.03,0.2413,0.2219,0.1221,0.0,0.0,0.0,0.0843,0.0019,0.0271
program icon,1.7117,173,0.1272,0.0462,0.0405,0.0,0.1156,0.3179,0.0,0.0,0.2948,0.0347,0.0231
trouble,1.7118,13,0.1538,0.0,0.0769,0.1538,0.0,0.0,0.0,0.0,0.3077,0.1538,0.1538
siding,1.712,377,0.0371,0.0133,0.0928,0.2361,0.0584,0.0557,0.0,0.0027,0.4085,0.0822,0.0133
box spring,1.712,100,0.02,0.0,0.02,0.12,0.02,0.08,0.0,0.01,0.34,0.27,0.12
metal picnic table,1.7121,299,0.0334,0.0268,0.01,0.1773,0.0736,0.0401,0.0,0.0,0.0502,0.4047,0.1839
metal seat,1.7121,73,0.0137,0.0,0.0274,0.137,0.0548,0.137,0.0,0.0,0.0411,0.2877,0.3014
bathroom garbage,1.7122,339,0.0088,0.0029,0.0206,0.1003,0.0324,0.0767,0.0,0.0088,0.3481,0.2625,0.1386
address sign,1.7122,164,0.0244,0.0061,0.0366,0.0427,0.1829,0.1037,0.0,0.0,0.3232,0.0183,0.2622
moutain,1.7123,121,0.0165,0.0083,0.0083,0.1901,0.0579,0.0826,0.0,0.0,0.2562,0.3223,0.0579
cement ball,1.7123,226,0.0265,0.031,0.0487,0.1062,0.0133,0.0664,0.0044,0.0044,0.4381,0.2124,0.0487
pile,1.7124,3144,0.0216,0.0423,0.0506,0.4392,0.0792,0.0417,0.0029,0.0057,0.2319,0.0305,0.0544
bottle label,1.7124,921,0.0955,0.0467,0.0641,0.0141,0.0478,0.1922,0.0054,0.0033,0.4473,0.0109,0.0727
renovation,1.7127,20,0.1,0.0,0.15,0.2,0.0,0.15,0.0,0.0,0.3,0.1,0.0
glass table top,1.7128,248,0.0081,0.0,0.0242,0.1855,0.1371,0.0645,0.0,0.0,0.3145,0.0363,0.2298
monkey face,1.7128,289,0.045,0.0173,0.0969,0.301,0.0104,0.0346,0.0069,0.0035,0.1003,0.0277,0.3564
jelly doughnut,1.7129,416,0.0986,0.1106,0.0697,0.4688,0.0673,0.0192,0.0096,0.0721,0.0841,0.0,0.0
floor train,1.7129,29,0.0345,0.3793,0.0345,0.069,0.0,0.1034,0.0,0.0,0.1034,0.2414,0.0345
pole light,1.713,195,0.0359,0.0103,0.0667,0.0615,0.0513,0.0051,0.0,0.0,0.2513,0.1692,0.3487
cake top,1.713,2093,0.0807,0.0311,0.075,0.2666,0.0234,0.0545,0.0029,0.0315,0.4042,0.0038,0.0263
display panel,1.7131,156,0.0256,0.0321,0.0449,0.0641,0.0513,0.0577,0.0,0.0064,0.1859,0.0641,0.4679
frisbee,1.7131,14562,0.1123,0.1095,0.1332,0.0054,0.0561,0.082,0.0107,0.0158,0.4537,0.0023,0.019
motorcycle racer,1.7132,228,0.0789,0.2588,0.0263,0.0132,0.0439,0.0395,0.0,0.0,0.2719,0.0088,0.2588
watchband,1.7136,28,0.0,0.0357,0.0714,0.1786,0.0,0.0357,0.0,0.1071,0.0714,0.0714,0.4286
police motorcycle,1.7137,2084,0.0336,0.0202,0.1056,0.0024,0.0149,0.2356,0.0034,0.0,0.2294,0.0485,0.3066
kitchen utensil,1.7139,539,0.0186,0.0371,0.0315,0.1095,0.0315,0.0557,0.0,0.0037,0.0594,0.4119,0.2412
sport team,1.7141,26,0.1154,0.1154,0.1154,0.0,0.0385,0.2692,0.0,0.0,0.3077,0.0385,0.0
bathroom sign,1.7142,407,0.1007,0.0319,0.0762,0.0123,0.0197,0.1376,0.0,0.0049,0.3857,0.0098,0.2211
barrett,1.7143,25,0.0,0.04,0.0,0.12,0.0,0.08,0.0,0.04,0.16,0.24,0.32
shoe,1.7143,6360,0.0289,0.0384,0.0075,0.2418,0.0069,0.0502,0.0011,0.0126,0.1245,0.1019,0.3862
snow skiing,1.7144,77,0.1688,0.0779,0.0519,0.026,0.013,0.1299,0.0,0.0,0.1429,0.0,0.3896
doorstep,1.7147,1079,0.1622,0.0028,0.0565,0.0482,0.0454,0.0482,0.0,0.0009,0.2437,0.3679,0.0241
railroad sign,1.7147,485,0.099,0.0227,0.0948,0.0392,0.0247,0.0722,0.0,0.0,0.4227,0.0206,0.2041
aircraft tail,1.7149,498,0.1546,0.0281,0.0281,0.006,0.01,0.1305,0.0,0.0,0.2108,0.3614,0.0703
postcard,1.7149,102,0.0392,0.0588,0.0686,0.0098,0.049,0.2353,0.0,0.0098,0.3725,0.0,0.1569
metal train,1.715,207,0.1159,0.0193,0.0242,0.0483,0.029,0.0918,0.0,0.0,0.029,0.343,0.2995
spiral,1.715,113,0.0354,0.0265,0.0177,0.0531,0.0354,0.0265,0.0088,0.0088,0.1858,0.1681,0.4336
clock building,1.7153,3696,0.0606,0.01,0.0679,0.4307,0.0268,0.0225,0.0,0.0011,0.1564,0.1542,0.0698
napkin holder,1.7154,189,0.0476,0.0053,0.0106,0.1111,0.0053,0.0794,0.0,0.0,0.2116,0.3175,0.2116
snow cloth,1.7154,253,0.1107,0.0198,0.0316,0.0316,0.0119,0.2016,0.0079,0.004,0.4348,0.0553,0.0909
volunteer,1.7155,21,0.0,0.1429,0.0476,0.1429,0.0,0.0476,0.1429,0.0,0.381,0.0,0.0952
arcade game,1.7156,97,0.0722,0.0412,0.2577,0.0,0.0206,0.3505,0.0,0.0,0.0928,0.0309,0.134
step ladder,1.7156,497,0.0342,0.0322,0.0523,0.2314,0.004,0.0523,0.0,0.0,0.1308,0.3924,0.0704
colander,1.7159,87,0.0,0.023,0.0575,0.046,0.092,0.2299,0.0,0.0,0.0575,0.3908,0.1034
art picture,1.716,231,0.013,0.039,0.0563,0.0736,0.0563,0.0476,0.0087,0.013,0.3333,0.0087,0.3506
twin,1.716,60,0.0833,0.0167,0.0167,0.2167,0.0167,0.2167,0.0,0.0167,0.3333,0.0,0.0833
lava lamp,1.7161,183,0.0492,0.1585,0.0055,0.0055,0.1093,0.4645,0.0328,0.0109,0.0273,0.0492,0.0874
block letter,1.7161,4057,0.0927,0.0402,0.0525,0.0123,0.0116,0.0715,0.0027,0.0025,0.2975,0.0542,0.3623
flag patch,1.7161,106,0.1792,0.0849,0.0472,0.0,0.0283,0.217,0.0,0.0,0.3585,0.0189,0.066
york yankee logo,1.7162,505,0.1069,0.0455,0.101,0.0079,0.0119,0.2574,0.0,0.0,0.295,0.0,0.1743
tran,1.7162,47,0.2979,0.0851,0.0213,0.0426,0.0,0.0213,0.0,0.0,0.1915,0.2766,0.0638
arc,1.7163,76,0.0395,0.0,0.1974,0.0132,0.0789,0.0263,0.0,0.0132,0.1842,0.0658,0.3816
cooler,1.7163,810,0.1272,0.2136,0.0012,0.0049,0.0383,0.2531,0.0025,0.0111,0.2951,0.0296,0.0235
sink countertop,1.7164,149,0.0,0.0,0.047,0.2752,0.0268,0.0537,0.0,0.0,0.2081,0.2013,0.1879
lifeguard tower,1.7165,94,0.0638,0.0851,0.1064,0.0319,0.0213,0.1064,0.0,0.0,0.4787,0.0426,0.0638
sneaker guy,1.7169,45,0.1333,0.0,0.0,0.1778,0.0222,0.0889,0.0,0.0,0.2444,0.0444,0.2889
announcement,1.7171,16,0.0625,0.0625,0.0625,0.0,0.0625,0.1875,0.0,0.0,0.3125,0.0,0.25
newspaper machine,1.7171,52,0.0,0.0192,0.0769,0.0,0.0577,0.2308,0.0,0.0,0.1154,0.2308,0.2692
display screen,1.7171,350,0.0343,0.0286,0.0057,0.0057,0.06,0.3314,0.0,0.0057,0.1457,0.1086,0.2743
person water skiing,1.7171,71,0.169,0.0704,0.1127,0.1127,0.0,0.0563,0.0,0.0,0.0845,0.0,0.3944
gas tank door,1.7172,180,0.1833,0.0111,0.0056,0.0611,0.0056,0.0667,0.0,0.0,0.35,0.1833,0.1333
bristle,1.7173,64,0.0312,0.0,0.0,0.0625,0.0781,0.0625,0.0156,0.0,0.3281,0.2812,0.1406
model number,1.7173,329,0.0729,0.0517,0.0973,0.0,0.0213,0.0456,0.0,0.0061,0.2584,0.0638,0.383
oil lamp,1.7173,79,0.0,0.0,0.1899,0.3038,0.0633,0.1013,0.0,0.0,0.2152,0.0127,0.1139
plan,1.7174,126,0.0794,0.0714,0.0317,0.0159,0.0476,0.2063,0.0,0.0,0.4365,0.0476,0.0635
ball game,1.7174,433,0.0924,0.0739,0.0231,0.03,0.321,0.3233,0.0,0.0023,0.0901,0.0046,0.0393
support,1.7176,371,0.027,0.0054,0.0162,0.2049,0.0404,0.0377,0.0,0.0,0.1671,0.3558,0.1456
menu sign,1.7176,288,0.1493,0.0382,0.0417,0.0104,0.0729,0.0625,0.0035,0.0035,0.2986,0.0,0.3194
balcony rail,1.7177,179,0.0168,0.0,0.0503,0.1564,0.0559,0.0168,0.0,0.0,0.1788,0.1732,0.352
navy jet,1.7178,986,0.0497,0.0284,0.0974,0.001,0.002,0.3448,0.0,0.0,0.0933,0.2028,0.1805
backrest,1.7182,158,0.0316,0.0,0.019,0.3038,0.0696,0.0759,0.0,0.0,0.0696,0.1076,0.3228
graffiti ramp,1.7182,131,0.0305,0.0305,0.0153,0.1832,0.0076,0.1069,0.0,0.0,0.0458,0.3282,0.2519
ski stick,1.7182,285,0.0737,0.0175,0.0351,0.1018,0.0351,0.0456,0.0,0.0,0.0456,0.2351,0.4105
par,1.7184,405,0.0025,0.0099,0.0617,0.1975,0.2198,0.0148,0.0025,0.0025,0.3185,0.1432,0.0272
suv truck,1.7185,296,0.1149,0.0034,0.0574,0.0203,0.0203,0.0338,0.0,0.0,0.2331,0.1791,0.3378
carriage wheel,1.7185,713,0.1192,0.0491,0.0785,0.1585,0.0042,0.0266,0.0,0.0,0.136,0.0168,0.4109
wall border,1.7185,178,0.0169,0.0056,0.0562,0.191,0.0281,0.0449,0.0,0.0225,0.3933,0.0393,0.2022
cycle rider,1.7185,49,0.102,0.1224,0.0408,0.0612,0.0408,0.0204,0.0,0.0204,0.449,0.0,0.1429
support pillar,1.7186,342,0.0234,0.0234,0.038,0.152,0.0175,0.0409,0.0,0.0,0.3918,0.2076,0.1053
sidewalk sign,1.7188,599,0.1169,0.0518,0.0718,0.0117,0.0501,0.1102,0.0,0.0,0.4357,0.0083,0.1436
sliver,1.7188,141,0.0426,0.0426,0.0,0.3546,0.1418,0.0,0.0071,0.0071,0.078,0.2553,0.0709
paddle,1.7188,599,0.0467,0.0417,0.0701,0.2638,0.0334,0.0417,0.0,0.0,0.0467,0.0501,0.4057
baby doll,1.7188,239,0.0167,0.046,0.0377,0.4393,0.0418,0.0879,0.0042,0.1423,0.1674,0.0042,0.0126
paper cover,1.7189,46,0.0217,0.0435,0.0435,0.087,0.0217,0.1304,0.0,0.0,0.4565,0.1304,0.0652
city transit bus,1.7189,2961,0.0807,0.0892,0.0581,0.0007,0.0659,0.254,0.001,0.0,0.3796,0.0527,0.0182
fielder,1.7191,36,0.2778,0.0278,0.0556,0.3611,0.0833,0.0556,0.0,0.0,0.0556,0.0,0.0833
hand pocket,1.7193,119,0.0084,0.0084,0.0084,0.1008,0.0336,0.3109,0.0,0.0168,0.0504,0.2689,0.1933
perimeter,1.7193,69,0.0,0.0145,0.058,0.1594,0.0435,0.029,0.0,0.0,0.2464,0.3333,0.1159
level building,1.7195,1137,0.0598,0.0141,0.0563,0.3676,0.0202,0.08,0.0,0.0079,0.292,0.0827,0.0193
pizza sign,1.7196,176,0.3807,0.0398,0.1193,0.0114,0.0341,0.0568,0.0057,0.0057,0.2386,0.0,0.108
flower bloom,1.7196,105,0.2762,0.0667,0.219,0.0,0.0,0.0095,0.1619,0.0762,0.1905,0.0,0.0
glass top,1.7197,296,0.0405,0.0,0.0405,0.1047,0.125,0.0608,0.0,0.0,0.2973,0.0169,0.3142
sweat suit,1.7198,158,0.0316,0.038,0.0127,0.038,0.019,0.1456,0.0063,0.0253,0.038,0.2278,0.4177
scotch tape dispenser,1.7202,11,0.1818,0.0,0.0,0.0,0.0909,0.1818,0.0,0.0,0.0909,0.1818,0.2727
seed pod,1.7202,11,0.0,0.0,0.1818,0.1818,0.2727,0.0,0.0909,0.0,0.1818,0.0,0.0909
peddle,1.7203,57,0.0702,0.0877,0.0702,0.0175,0.0,0.0351,0.0,0.1053,0.0351,0.1053,0.4737
lifeguard stand,1.7203,92,0.0652,0.0326,0.1087,0.0978,0.0,0.2065,0.0,0.0,0.4022,0.0543,0.0326
scoreboard,1.7204,379,0.0844,0.0422,0.0185,0.0132,0.3087,0.1478,0.0,0.0,0.0739,0.0106,0.3008
bathroom trash,1.7204,1371,0.0146,0.0088,0.0343,0.0853,0.0175,0.0817,0.0015,0.0022,0.3698,0.2327,0.1517
store display window,1.7205,39,0.0256,0.0256,0.0513,0.2051,0.0256,0.0256,0.0,0.0,0.3333,0.0513,0.2564
chair girl,1.7208,115,0.0435,0.0174,0.0087,0.2435,0.0435,0.0957,0.0,0.0174,0.4,0.0261,0.1043
ski lift car,1.7208,248,0.2379,0.0161,0.0605,0.0,0.0161,0.1129,0.0,0.0,0.2177,0.0444,0.2944
skating shoe,1.7209,720,0.0486,0.0417,0.0167,0.0681,0.0139,0.0458,0.0042,0.0194,0.2278,0.0736,0.4403
structure,1.7209,751,0.0466,0.0186,0.016,0.3901,0.0253,0.0652,0.0,0.0,0.1611,0.213,0.0639
metal diamond,1.721,245,0.0082,0.0531,0.2694,0.0082,0.0082,0.0449,0.0041,0.0082,0.0735,0.2571,0.2653
cat litter,1.721,22,0.0,0.0455,0.2273,0.2727,0.0455,0.1364,0.0,0.0,0.2273,0.0455,0.0
headlamp,1.721,332,0.0873,0.0663,0.2139,0.003,0.012,0.0241,0.0,0.0,0.3735,0.1506,0.0693
warning sign,1.721,474,0.2384,0.1055,0.2616,0.0105,0.0084,0.0338,0.0,0.0,0.2363,0.0021,0.1034
beverage bottle,1.7212,257,0.0311,0.0661,0.0389,0.249,0.3852,0.1323,0.0,0.0039,0.0311,0.0078,0.0545
truck trailer,1.7213,231,0.0736,0.039,0.0303,0.0476,0.039,0.1082,0.0,0.0,0.4805,0.1082,0.0736
work truck,1.7213,256,0.0547,0.0391,0.125,0.0195,0.0469,0.1758,0.0,0.0,0.4297,0.0156,0.0938
boob,1.7214,16,0.1875,0.0,0.0625,0.125,0.0,0.0,0.0,0.125,0.375,0.0625,0.0625
eyeshadow,1.7214,16,0.25,0.0,0.0625,0.1875,0.0,0.1875,0.0,0.125,0.0,0.0,0.1875
cocktail,1.7214,16,0.0625,0.0625,0.375,0.125,0.125,0.1875,0.0,0.0625,0.0,0.0,0.0
wii logo,1.7217,202,0.0693,0.0248,0.0099,0.005,0.0248,0.1683,0.0,0.005,0.297,0.2921,0.104
metro bus,1.7218,1113,0.1285,0.0881,0.0638,0.0,0.0872,0.1833,0.0063,0.0,0.4061,0.0189,0.018
track suit,1.7218,127,0.063,0.1102,0.0157,0.0,0.0079,0.0709,0.0,0.0157,0.1102,0.2283,0.378
mountain range,1.7219,1246,0.0,0.0008,0.0008,0.1661,0.11,0.2368,0.0056,0.0008,0.1204,0.2929,0.0658
harbour,1.722,19,0.0526,0.0,0.0,0.1053,0.0526,0.3158,0.0,0.0,0.2105,0.2105,0.0526
badge,1.7221,203,0.0739,0.0443,0.1281,0.0049,0.0296,0.2266,0.0,0.0,0.3941,0.0591,0.0394
pole traffic light,1.7221,382,0.3089,0.0052,0.1675,0.0105,0.1257,0.0052,0.0,0.0,0.0236,0.1492,0.2042
curtain,1.7223,5054,0.0609,0.0485,0.0378,0.2097,0.0412,0.0744,0.0026,0.0097,0.4551,0.033,0.0271
maintenance,1.7223,23,0.0,0.0435,0.3913,0.0435,0.087,0.0435,0.0,0.0,0.0435,0.2174,0.1304
nipple,1.7223,63,0.0794,0.0317,0.0952,0.4286,0.0,0.0,0.0,0.0635,0.0317,0.1429,0.127
anklet,1.7226,28,0.2143,0.0357,0.0,0.0,0.0,0.1429,0.0,0.0357,0.0714,0.2143,0.2857
dozen,1.7227,55,0.0364,0.0545,0.0909,0.4,0.0545,0.0364,0.0,0.0182,0.2545,0.0545,0.0
glass display case,1.7227,70,0.0143,0.0,0.0571,0.3143,0.0143,0.0857,0.0,0.0143,0.3,0.0571,0.1429
sport utility vehicle,1.7228,201,0.1095,0.01,0.0299,0.0448,0.005,0.0547,0.0,0.0,0.3284,0.1542,0.2637
baggage truck,1.7228,114,0.0877,0.0877,0.0439,0.0175,0.0175,0.1316,0.0,0.0,0.4561,0.1053,0.0526
tennis suit,1.7231,97,0.0206,0.0309,0.0103,0.0,0.0619,0.1753,0.0206,0.0206,0.4227,0.0722,0.1649
winter clothe,1.7231,57,0.0877,0.0175,0.0175,0.1053,0.0,0.0526,0.0175,0.0175,0.0526,0.193,0.4386
biker,1.7233,769,0.078,0.0676,0.0429,0.0455,0.0182,0.091,0.0013,0.0013,0.2666,0.0078,0.3797
monkey toy,1.7234,416,0.0625,0.0793,0.0481,0.5216,0.012,0.0529,0.0072,0.0288,0.0697,0.0481,0.0697
blob,1.7236,51,0.0196,0.0588,0.1176,0.3137,0.0784,0.098,0.0,0.0,0.2941,0.0,0.0196
catcher hand,1.7237,2898,0.1228,0.0411,0.0086,0.2636,0.0024,0.0483,0.0,0.0104,0.3351,0.0238,0.1439
player pant,1.7239,2340,0.0244,0.0167,0.0077,0.1184,0.0107,0.1603,0.0013,0.0085,0.1517,0.1009,0.3996
leg stand,1.724,147,0.0204,0.0272,0.0408,0.3333,0.0136,0.0204,0.0,0.0,0.1361,0.2449,0.1633
streetlight,1.724,1001,0.1518,0.013,0.1099,0.001,0.0899,0.003,0.0,0.0,0.3367,0.0789,0.2158
frame,1.7241,979,0.0215,0.0072,0.0787,0.2094,0.0204,0.0327,0.0,0.0,0.1726,0.0899,0.3677
ground level,1.7241,74,0.027,0.0811,0.027,0.3649,0.2568,0.0135,0.0,0.0,0.0676,0.1351,0.027
ski suite,1.7243,56,0.2857,0.0179,0.0179,0.0357,0.0179,0.25,0.0,0.0179,0.0714,0.0179,0.2679
system,1.7243,395,0.0329,0.0228,0.0127,0.0557,0.0152,0.0886,0.0,0.0,0.1899,0.2633,0.319
umbrella stand,1.7243,78,0.0385,0.0128,0.0,0.1795,0.0641,0.0385,0.0,0.0,0.0897,0.2821,0.2949
drum,1.7243,207,0.0483,0.0,0.0193,0.2947,0.0097,0.0531,0.0,0.0,0.2126,0.2174,0.1449
safety,1.7245,253,0.0356,0.0909,0.2292,0.004,0.0356,0.0356,0.0,0.0,0.0791,0.0949,0.3953
plume,1.7245,93,0.1075,0.0323,0.0108,0.043,0.0323,0.0108,0.0,0.0108,0.3656,0.2581,0.129
volume button,1.7245,35,0.0286,0.0,0.0,0.0,0.1714,0.0857,0.0286,0.0,0.2,0.2571,0.2286
wind sail,1.7246,447,0.1902,0.0425,0.0626,0.0112,0.0268,0.1074,0.0134,0.0022,0.4407,0.0179,0.085
pot handle,1.7249,215,0.0372,0.0093,0.0326,0.2884,0.0047,0.0698,0.0,0.0,0.093,0.1628,0.3023
train destination sign,1.7252,683,0.0395,0.1523,0.3792,0.0,0.0659,0.101,0.0,0.0,0.1259,0.0,0.1362
avenue sign,1.7252,1134,0.0847,0.0256,0.0159,0.0273,0.2187,0.067,0.0026,0.0,0.3025,0.0035,0.2522
lapel pin,1.7253,109,0.0734,0.0459,0.3303,0.0,0.0092,0.0275,0.0,0.0092,0.1651,0.2661,0.0734
ball park,1.7255,430,0.0163,0.0233,0.014,0.1163,0.3116,0.307,0.0,0.0,0.0581,0.1186,0.0349
trolley bus,1.7256,2101,0.1552,0.06,0.0904,0.0038,0.1,0.099,0.001,0.0,0.4312,0.0452,0.0143
tv screen,1.7256,644,0.0186,0.0093,0.0078,0.014,0.0776,0.2873,0.0093,0.0031,0.1693,0.0994,0.3043
pocket book,1.7258,51,0.0196,0.1373,0.0,0.1569,0.0392,0.0588,0.0,0.0196,0.0,0.2941,0.2745
phone button,1.7259,248,0.1935,0.0242,0.0202,0.0,0.125,0.125,0.0,0.0,0.375,0.1008,0.0363
luggage case,1.726,323,0.0898,0.031,0.0031,0.1796,0.0248,0.096,0.0062,0.0124,0.0186,0.1053,0.4334
