,o1,o2,>,<,typical
2733,banana,price tag,106,6,>
2734,paddle,tree,77,180,<
2735,frisbee,court,24,180,<
2736,faucet,frame,7,130,<
2737,pole,number,2650,327,>
2738,drawer,steel,20,103,<
2739,onion,vegetable,269,1199,<
2740,sheep,light,333,111,>
2741,car,watch,199,27,>
2742,mane,ear,1033,122,>
2743,sock,cat,29,336,<
2744,dog,meat,351,46,>
2745,mouth,vase,9,258,<
2746,sign,brush,28,75,<
2747,bracelet,helmet,26,103,<
2748,number,batter,62,1424,<
2749,tub,bottle,255,30,>
2750,helmet,chalk,8,99,<
2751,bowl,steel,36,89,<
2752,zebra,shoe,150,1,>
2753,seat,spot,111,38,>
2754,table,balloon,246,41,>
2755,shoe,hose,23,111,<
2756,jet,trail,34,103,<
2757,day,clock,265,32,>
2758,knob,pant,2,125,<
2759,shirt,cameraman,32,78,<
2760,counter,eye,113,10,>
2761,outfit,stripe,149,21,>
2762,fork,plant,37,117,<
2763,truck,eye,128,6,>
2764,metal dog tag,dog,0,165,<
2765,hood,tire,72,29,>
2766,vent,shirt,51,300,<
2767,toilet,screw,203,2,>
2768,foam,dog,93,302,<
2769,gravel,pebble,97,33,>
2770,book,collection,30,156,<
2771,selfie,tie,159,2,>
2772,lemon,sticker,110,26,>
2773,track,tower,114,33,>
2774,pad,phone,21,126,<
2775,twig,spot,113,26,>
2776,swan,neck,176,16,>
2777,traffic,bicycle,79,26,>
2778,light,bunch,229,876,<
2779,crosswalk,banner,107,7,>
2780,mouth,helmet,26,177,<
2781,napkin,carrot,182,68,>
2782,ear,body,26,466,<
2783,flower,pizza,31,531,<
2784,mouth,shirt,258,4268,<
2785,door,switch,1371,13,>
2786,puddle,window,180,34,>
2787,plant,table,940,2368,<
2788,vehicle,leg,84,30,>
2789,cat,fixture,150,18,>
2790,spot,knife,29,316,<
2791,tree,nostril,316,0,>
2792,letter,flag,253,1103,<
2793,toilet,lever,377,4,>
2794,bus,cone,427,33,>
2795,light,cement,53,190,<
2796,grille,bus,3,99,<
2797,dog,herd,42,323,<
2798,conversation,shirt,147,43,>
2799,light,potato,29,90,<
2800,phone,suit,101,334,<
2801,star,snow,5,164,<
2802,cement,dog,78,184,<
2803,light,lampshade,84,32,>
2804,trolley,leaf,89,11,>
2805,face,statue,57,198,<
2806,head,seat,63,178,<
2807,shaft,umbrella,7,264,<
2808,tea pot,window,15,123,<
2809,candle,sofa,14,305,<
2810,sleeve,flower,81,31,>
2811,backpack,goggle,139,23,>
2812,dress,doll,26,75,<
2813,dress,stair,19,85,<
2814,sock,suit,37,115,<
2815,jacket,sheep,194,717,<
2816,zebra,bridge,142,12,>
2817,bench,bracelet,266,23,>
2818,bed,hand,738,59,>
2819,blind,slat,99,3,>
2820,foliage,bush,169,59,>
2821,handle,fridge,51,978,<
2822,pole,deck,26,136,<
2823,pant,bicycle,308,849,<
2824,wheel,letter,1056,250,>
2825,shoe,pink,38,115,<
2826,cup,ketchup,141,57,>
2827,cow,livestock,39,183,<
2828,day,cow,432,55,>
2829,dog,boulder,124,40,>
2830,track,rider,74,26,>
2831,number,cabinet,2,139,<
2832,candle,dress,47,257,<
2833,pillow,stack,453,186,>
2834,trunk,zebra,92,389,<
2835,tail,calf,10,145,<
2836,wheel,machine,15,133,<
2837,train,shape,85,34,>
2838,knob,bunch,8,95,<
2839,ceiling,chandelier,162,51,>
2840,head,tomato,113,27,>
2841,coat,cone,94,28,>
2842,sandwich,jar,276,53,>
2843,bottom,tree,896,2916,<
2844,necklace,scarf,23,143,<
2845,jersey,letter,257,8,>
2846,hand,refrigerator,22,161,<
2847,box,rug,118,342,<
2848,spectator,number,493,60,>
2849,pail,cow,7,220,<
2850,giraffe,dirt,3477,1468,>
2851,wood,toy,143,43,>
2852,tree,locomotive,109,281,<
2853,sheep,container,131,37,>
2854,lighting,cabinet,27,104,<
2855,pillow,logo,156,5,>
2856,jean short,umbrella,28,116,<
2857,flag,ski,171,422,<
2858,train,track ballast,157,5,>
2859,photograph,bag,107,29,>
2860,wood,watch,160,19,>
2861,flower,bride,50,952,<
2862,locomotive,number,222,3,>
2863,porch,door,159,27,>
2864,bowl,portion,260,88,>
2865,door,van,126,492,<
2866,elephant,spectator,242,102,>
2867,pizza,beer,668,177,>
2868,bottle,dress,27,333,<
2869,tower,hand,718,40,>
2870,gravel,number,723,30,>
2871,slope,boot,106,11,>
2872,horse,bridle,1102,180,>
2873,rock,pool,34,110,<
2874,shutter,flower,258,100,>
2875,vehicle,wheel,1185,158,>
2876,surf board,foam,161,383,<
2877,tine,plate,12,223,<
2878,flower,salad,14,98,<
2879,kid,person,151,31,>
2880,giraffe,base,339,46,>
2881,ear,pug,2,109,<
2882,spot,field,13,720,<
2883,tree,drum,95,17,>
2884,chain,pipe,42,113,<
2885,elephant,bucket,664,65,>
2886,window,sandwich,77,209,<
2887,column,zebra,24,86,<
2888,light,store,88,309,<
2889,head,cat,408,1212,<
2890,handle,bed,3,579,<
2891,roof,cone,102,28,>
2892,hook,tile,26,110,<
2893,outlet,tv,6,222,<
2894,object,boat,118,813,<
2895,wood,button,384,47,>
2896,scarf,light,298,114,>
2897,rose,pink,89,35,>
2898,suit case,handle,309,10,>
2899,uniform,glass,263,26,>
2900,drawer,wood,135,375,<
2901,wheel,case,28,87,<
2902,donut,sticker,177,42,>
2903,camera,sticker,208,21,>
2904,ear,scarf,60,267,<
2905,bed,railing,116,21,>
2906,dog,tip,1166,65,>
2907,sheep,head,1730,228,>
2908,blanket,plate,158,67,>
2909,lunch,bowl,150,1,>
2910,horn,stone,26,126,<
2911,pen,cord,46,145,<
2912,kid,face,308,65,>
2913,bike,orange,481,150,>
2914,speaker,rug,31,240,<
2915,flower,beak,130,5,>
2916,spot,bus,26,163,<
2917,stall,toilet,106,35,>
2918,bike,tile,241,32,>
2919,window,necktie,35,107,<
2920,stand,logo,181,32,>
2921,nostril,mane,1,135,<
2922,ornament,table,17,144,<
2923,center,vase,119,592,<
2924,knob,hood,4,101,<
2925,slice,skin,95,13,>
2926,bunch,foot,80,33,>
2927,event,shirt,361,37,>
2928,forehead,shirt,20,340,<
2929,bar,glass,511,139,>
2930,hand,doll,50,224,<
2931,head,goat,24,177,<
2932,tooth,fur,5,110,<
2933,shirt,peice,114,14,>
2934,cat,trash,509,93,>
2935,guy,bat,308,113,>
2936,ribbon,sweater,30,107,<
2937,book,board,193,556,<
2938,pillow,ribbon,113,17,>
2939,moss,bear,215,1115,<
2940,guard,window,148,31,>
2941,pizza,hole,488,43,>
2942,phone,eye,1077,67,>
2943,horse,decoration,129,12,>
2944,daisy,leaf,103,6,>
2945,collar,sheet,7,96,<
2946,banner,umbrella,157,424,<
2947,hood,guy,15,90,<
2948,sofa,stand,141,8,>
2949,swing,shirt,150,29,>
2950,tomato,sandwich,95,2013,<
2951,foot,skate board,48,127,<
2952,kite,car,1305,358,>
2953,tail,surfer,11,97,<
2954,decoration,jacket,25,105,<
2955,tap,towel,35,244,<
2956,dot,blanket,29,158,<
2957,knife,curtain,14,92,<
2958,plant,porch,21,92,<
2959,stopper,toilet,0,104,<
2960,cake,cake server,214,49,>
2961,button,suit,56,1290,<
2962,railing,ear,162,17,>
2963,whisker,cat nose,346,27,>
2964,shirt,zipper,326,41,>
2965,house,suv,211,89,>
2966,rug,control,147,5,>
2967,pant,fencing,45,141,<
2968,cat,nostril,118,0,>
2969,bench,glass,2073,253,>
2970,car,belt,200,35,>
2971,shoe,rock,132,320,<
2972,arrow,bicycle,42,253,<
2973,lid,plate,70,456,<
2974,skateboarding,pant,313,16,>
2975,car,locomotive,26,128,<
2976,marker,board,5,117,<
2977,lamb,eye,666,5,>
2978,bird,handle,131,51,>
2979,flower,screen,30,146,<
2980,mouth,bat,4,110,<
2981,bride,shirt,145,29,>
2982,snow,beak,110,2,>
2983,dog,apple,504,139,>
2984,computer,cable,356,53,>
2985,jean,tattoo,299,33,>
2986,tree,t-shirt,1613,577,>
2987,skate board,brick,77,23,>
2988,number,pair,159,1266,<
2989,star,hat,48,151,<
2990,plant,hole,190,13,>
2991,hat,gate,47,210,<
2992,jar,kitchen,1,140,<
2993,banana,bucket,240,69,>
2994,stove,rug,120,50,>
2995,lettering,bolt,133,11,>
2996,cat,rack,194,75,>
2997,collar,shoe,36,214,<
2998,shoe,building,215,1929,<
2999,curtain,book,1511,239,>
3000,strap,surf board,10,168,<
3001,sign,pizza,188,622,<
3002,jacket,switch,132,1,>
3003,clock,marker,104,27,>
3004,paper,pillow,88,425,<
3005,dessert,napkin,199,32,>
3006,window,wagon,21,234,<
3007,stabilizer,tree,16,94,<
3008,series,car,126,37,>
3009,lip,shirt,51,784,<
3010,umbrella,shoe,5427,409,>
3011,dog,tongue,1611,45,>
3012,table,tape,113,46,>
3013,salad,bottle,104,25,>
3014,arrow,guy,16,99,<
3015,field,pole,924,139,>
3016,light,vehicle,544,2006,<
3017,letter,stroller,15,133,<
3018,driveway,window,876,9,>
3019,marker,cat,6,100,<
3020,number,cellphone,11,261,<
3021,sticker,cord,45,158,<
3022,runway,logo,127,13,>
3023,dish,stem,129,11,>
3024,clothe,cow,34,102,<
3025,pair,clothe,72,311,<
3026,refrigerator,car,133,9,>
3027,ribbon,animal,33,345,<
3028,towel,tennis,2,155,<
3029,boat,crate,104,11,>
3030,dresser,knob,185,2,>
3031,orange,ear,515,46,>
3032,pole,taillight,143,14,>
3033,jean,smile,98,13,>
3034,cage,bird,470,197,>
3035,jacket,mug,109,2,>
3036,light,cabinet,455,1988,<
3037,olive,bread,17,143,<
3038,elephant,puddle,208,84,>
3039,skirt,strap,92,21,>
3040,forest,glove,159,13,>
3041,bush,kid,46,130,<
3042,phone,blind,41,132,<
3043,brick,t-shirt,66,184,<
3044,number,cloth,8,132,<
3045,sandwich,label,334,14,>
3046,boulder,umbrella,12,91,<
3047,boot,bench,106,783,<
3048,cap,racket,73,601,<
3049,cord,surf board,30,187,<
3050,mirror,hanger,164,9,>
3051,bowl,toaster,20,109,<
3052,helmet,cement,16,93,<
3053,baby,tail,157,12,>
3054,jar,book,27,91,<
3055,building,reflector,158,10,>
3056,leaf,phone,121,460,<
3057,shirt,finger nail,302,6,>
3058,window,outlet,1082,41,>
3059,building,hand,2938,347,>
3060,sticker,book,31,153,<
3061,person,shirt,517,1697,<
3062,tree,plate,754,229,>
3063,letter,building,554,7302,<
3064,bucket,tire,27,80,<
3065,apple,dot,165,30,>
3066,donut,nut,373,105,>
3067,orange,stain,111,13,>
3068,cord,pillow,94,697,<
3069,light,hotel,13,99,<
3070,pole,dock,64,202,<
3071,collar,window,62,377,<
3072,kid,hand,1346,206,>
3073,mask,letter,110,11,>
3074,sneaker,dirt,38,180,<
3075,vine,clock,98,18,>
3076,ice,plate,28,156,<
3077,tattoo,phone,39,171,<
3078,fork,shirt,331,1906,<
3079,handle,bear,44,243,<
3080,strawberry,dish,12,159,<
3081,donut,hole,1443,87,>
3082,eye,towel,23,209,<
3083,soda,straw,131,19,>
3084,stone,stair,62,145,<
3085,cloth,pizza,119,377,<
3086,plate,pumpkin,146,16,>
3087,trash,truck,69,305,<
3088,pizza,scarf,271,89,>
3089,skirt,net,38,172,<
3090,tennis,band,679,0,>
3091,blanket,cord,286,36,>
3092,comforter,design,127,9,>
3093,seat,auditorium,8,102,<
3094,muffin,egg,82,28,>
3095,container,eye,141,43,>
3096,arrow,suit,12,91,<
3097,jacket,symbol,107,11,>
3098,tire,tank,37,197,<
3099,pot,letter,275,34,>
3100,plant,drape,18,117,<
3101,cushion,ear,186,9,>
3102,pot,toaster,76,31,>
3103,giraffe,antler,280,7,>
3104,fence,glove,1113,93,>
3105,train,column,537,110,>
3106,table,pipe,117,35,>
3107,collar,mirror,17,166,<
3108,barricade,sign,158,54,>
3109,window,deck,57,396,<
3110,hoof,dirt,37,188,<
3111,monument,shirt,95,15,>
3112,elephant,collar,118,2,>
3113,bow tie,button,201,48,>
3114,book,brick,236,101,>
3115,rock,foot,444,176,>
3116,vegetation,stripe,89,16,>
3117,sticker,suit,1,105,<
3118,cake,bird,218,61,>
3119,lamp,key,505,23,>
3120,garbage,mirror,35,192,<
3121,table,elephant,36,167,<
3122,plate,ice,156,28,>
3123,onion,box,86,246,<
3124,wood,tomato,231,31,>
3125,rain,dress,100,20,>
3126,paw,carpet,19,130,<
3127,meal,lettuce,163,32,>
3128,sofa,window,1101,403,>
3129,dish,surface,82,19,>
3130,towel,container,327,122,>
3131,bus,seat,718,192,>
3132,suit,pen,126,9,>
3133,ivy,sign,100,21,>
3134,jacket,cord,281,80,>
3135,wool,field,9,93,<
3136,pumpkin,cat,70,239,<
3137,orange,window,2070,874,>
3138,barrier,post,95,25,>
3139,balcony,plant,273,72,>
3140,pole,forest,44,354,<
3141,bit,tree,58,163,<
3142,microwave,stove,291,1118,<
3143,toilet,trash can,245,28,>
3144,lamp,valance,31,84,<
3145,bottle,wood,131,653,<
3146,ear,vehicle,18,176,<
3147,jar,window,35,293,<
3148,towel,hook,101,7,>
3149,neck,fence,67,234,<
3150,basket,tv,28,166,<
3151,bowl,counter,205,638,<
3152,pant,eye glass,212,20,>
3153,helmet,car,544,2779,<
3154,logo,sleeve,8,145,<
3155,jacket,goggle,2774,265,>
3156,balcony,shirt,504,184,>
3157,mirror,pillow,2658,812,>
3158,hotdog,tip,141,0,>
3159,bowl,blueberry,324,30,>
3160,platter,cup,116,15,>
3161,umbrella,cow,154,578,<
3162,shutter,bench,27,118,<
3163,batter,foot,192,10,>
3164,wheel,forest,15,165,<
3165,plate,beverage,371,91,>
3166,box,roll,107,16,>
3167,light,canopy,49,142,<
3168,donut,flower,188,66,>
3169,tire,bench,46,415,<
3170,bear,key,121,32,>
3171,rail,pole,545,174,>
3172,fur,building,37,104,<
3173,tennis,head band,286,5,>
3174,plant,flower,5336,2100,>
3175,plate,receipt,148,39,>
3176,stair,hat,369,65,>
3177,horn,deer,9,94,<
3178,pair,umbrella,401,3290,<
3179,lid,curtain,29,114,<
3180,pan,jacket,19,83,<
3181,wrist band,wave,0,114,<
3182,cat,case,502,126,>
3183,hole,eye,80,32,>
3184,sock,wood,11,151,<
3185,couch,mouth,155,4,>
3186,couple,box,89,22,>
3187,dinner,knife,103,0,>
3188,umbrella,balloon,354,44,>
3189,face,bat,13,153,<
3190,triangle,train,0,105,<
3191,scooter,door,201,68,>
3192,desk,poster,260,67,>
3193,meal,potato,273,15,>
3194,monitor,office,7,156,<
3195,meal,meat,533,21,>
3196,object,wood,70,282,<
3197,surfing,ripple,84,25,>
3198,hat,court,47,561,<
3199,watch,pair,116,543,<
3200,bench,cooler,125,11,>
3201,jean,letter,1220,79,>
3202,finger,button,459,137,>
3203,dog leash,bench,13,159,<
3204,sign,overpass,27,332,<
3205,shrimp,broccoli,548,134,>
3206,refrigerator,pant,103,33,>
3207,tennis,mouth,220,2,>
3208,camera,bracelet,239,24,>
3209,ring,couple,10,152,<
3210,umbrella,toy,374,31,>
3211,bread,orange,200,80,>
3212,something,pizza,30,100,<
3213,clock,cat,142,503,<
3214,eagle,flower,98,25,>
3215,shirt,pond,35,92,<
3216,turkey,bowl,102,9,>
3217,light,field,34,286,<
3218,label,paper,40,231,<
3219,dog,forehead,110,38,>
3220,mountain,van,245,55,>
3221,vehicle,runway,13,125,<
3222,eye,camera,53,925,<
3223,zebra grazing,leaf,231,21,>
3224,podium,tie,162,8,>
3225,surface,bear,93,301,<
3226,shoe,crosswalk,3,120,<
3227,window,wire,764,3315,<
3228,pot,knob,524,208,>
3229,cloth,cow,42,136,<
3230,fence,handle,319,21,>
3231,backpack,trash,126,33,>
3232,bicycle,hat,1390,172,>
3233,pair,pocket,264,63,>
3234,elephant,belt,174,0,>
3235,fern,bear,45,134,<
3236,tree,chain,1692,481,>
3237,bottle,poster,47,153,<
3238,shelf,decoration,81,24,>
3239,dress,watch,343,35,>
3240,tip,plane,58,1441,<
3241,bucket,cloth,27,92,<
3242,glass,mustache,280,85,>
3243,hat,t-shirt,335,1296,<
3244,leaf,dog,973,4832,<
3245,snow,name,125,40,>
3246,butterfly,kite,32,118,<
3247,moose,tree,15,142,<
3248,crayon,grape,182,54,>
3249,boat,cone,115,9,>
3250,cake,finger,436,35,>
3251,donut,fork,213,86,>
3252,pimple,shirt,1,105,<
3253,cabbage,pepper,75,32,>
3254,star,pole,61,155,<
3255,number,bull,8,130,<
3256,pillar,surfer,20,99,<
3257,bike,mirror,1111,132,>
3258,uniform,tire,99,8,>
3259,light,costume,18,106,<
3260,letter,device,5,115,<
3261,mirror,dish,123,12,>
3262,necklace,door,15,147,<
3263,ring,sleeve,16,123,<
3264,mustard,sandwich,11,322,<
3265,stand,arm,91,31,>
3266,goat,pair,110,46,>
3267,crumb,crust,19,108,<
3268,dog,advertisement,105,40,>
3269,chive,plate,17,139,<
3270,head,toddler,12,106,<
3271,cone,kite,52,188,<
3272,plane,coat,126,16,>
3273,hat,paddle,45,225,<
3274,giraffe,number,197,40,>
3275,speaker,dog,41,428,<
3276,cap,seat,65,243,<
3277,sneaker,wheel,485,141,>
3278,statue,hand,609,103,>
3279,crowd,purse,128,32,>
3280,towel,doorknob,113,9,>
3281,clock,ball,267,114,>
3282,suit,pillow,145,18,>
3283,wood log,tree,33,95,<
3284,dirt,belt,387,19,>
3285,stove,cooker,121,23,>
3286,t-shirt,container,111,23,>
3287,tan,arm,140,57,>
3288,guy,balloon,87,16,>
3289,eye,vest,16,341,<
3290,tooth,cup,101,13,>
3291,bed,number,177,5,>
3292,beer,box,145,43,>
3293,board,sticker,161,7,>
3294,vegetable,light,128,48,>
3295,shirt,person,1697,517,>
3296,mouth,ski,6,133,<
3297,sofa,orange,95,17,>
3298,outfit,tennis,31,242,<
3299,dish,leaf,221,62,>
3300,face,branch,45,153,<
3301,shirt,helmet,7142,2200,>
3302,table,button,2530,214,>
3303,suite,tie,102,11,>
3304,stack,rug,16,277,<
3305,train,flower,1632,226,>
3306,handle,steel,26,201,<
3307,lamp,stair,16,111,<
3308,kitten,button,518,3,>
3309,church,brick,81,31,>
3310,moss,wood,31,130,<
3311,book,cream,42,112,<
3312,suv,train,15,183,<
3313,skateboarding,shoe,537,8,>
3314,logo,surf board,14,526,<
3315,flag,outfit,40,118,<
3316,pole,fur,103,41,>
3317,tv,sofa,165,951,<
3318,camera,television,36,89,<
3319,mouth,design,14,99,<
3320,sign,scooter,127,885,<
3321,cat,scarf,233,23,>
3322,handle,rail,24,105,<
3323,toddler,bowl,98,2,>
3324,calf,field,16,149,<
3325,door,knife,182,21,>
3326,couple,strap,97,7,>
3327,helmet,fencing,14,177,<
3328,glove,dirt,143,941,<
3329,cat,design,1383,370,>
3330,sign,brace,101,19,>
3331,fruit,sandwich,14,93,<
3332,sign,median,19,202,<
3333,pant,bowl,282,78,>
3334,boat,antenna,310,16,>
3335,zipper,umbrella,5,164,<
3336,baby,mom,54,168,<
3337,dog,glass,2375,654,>
3338,bench,beak,113,0,>
3339,calculator,button,193,2,>
3340,boat,foot,130,28,>
3341,helmet,gate,14,212,<
3342,pot,tree,171,617,<
3343,hoodie,skier,8,94,<
3344,spectator,hand,324,91,>
3345,strawberry,shirt,32,131,<
3346,board,napkin,154,18,>
3347,yard,leaf,237,30,>
3348,hand,arch,8,95,<
3349,camera,pen,94,18,>
3350,house,leg,194,50,>
3351,number,crosswalk,9,98,<
3352,letter,pick,12,105,<
3353,helmet,bike,483,5280,<
3354,sofa,head,94,14,>
3355,bottle,wheel,17,105,<
3356,skin,tie,29,100,<
3357,chef,stack,183,17,>
3358,pole,ramp,70,322,<
3359,fence,bottom,588,122,>
3360,cup,watch,127,33,>
3361,milk,bowl,75,344,<
3362,foot,toy,37,184,<
3363,pan,cookie,111,11,>
3364,flag,gravel,25,122,<
3365,dog,metal dog tag,165,0,>
3366,shoe,vest,91,451,<
3367,streetlight,bus,100,501,<
3368,whisker,bear,7,127,<
3369,otter,frisbee,131,3,>
3370,seed,orange,28,669,<
3371,shade,book,137,48,>
3372,rose,bunch,120,49,>
3373,dish,utensil,350,111,>
3374,hat,barrier,17,184,<
3375,coke,pizza,13,100,<
3376,fur,shoe,52,163,<
3377,stain,door,12,96,<
3378,track,backpack,306,76,>
3379,bed,pajamas,132,17,>
3380,bow,button,84,17,>
3381,taillight,van,3,104,<
3382,number,knob,19,147,<
3383,sleeve,eye,233,36,>
3384,screen,glass,455,192,>
3385,key,screen,63,1490,<
3386,shirt,coffee,144,49,>
3387,jean,number,388,48,>
3388,wave,photograph,25,125,<
3389,glare,toilet,1,103,<
3390,bowl,mustard,80,27,>
3391,bead,cat,16,161,<
3392,piano,lamp,210,17,>
3393,dog,deck,73,202,<
3394,clock,figure,467,170,>
3395,glass,tshirt,72,191,<
3396,shoe,bracelet,199,64,>
3397,train,eye,124,0,>
3398,sandwich,parsley,150,6,>
3399,leaf,ceiling,16,95,<
3400,petal,table,38,289,<
3401,baby,bow,306,21,>
3402,dress,stand,88,27,>
3403,surface,eye,132,9,>
3404,xbox,tv,6,95,<
3405,swan,leaf,187,28,>
3406,cup,house,9,131,<
3407,beak,bench,0,113,<
3408,diamond,toilet,14,125,<
3409,bottom,skater,32,161,<
3410,railing,seat,79,31,>
3411,rack,bag,132,54,>
3412,day,truck,260,35,>
3413,sign,rim,128,34,>
3414,camera,logo,212,32,>
3415,nostril,fence,0,141,<
3416,giraffe,sport,122,3,>
3417,sink,bottle,1756,74,>
3418,switch,blender,4,175,<
3419,slope,jacket,910,116,>
3420,statue,foot,111,15,>
3421,keyboard,plug,136,22,>
3422,hotdog,bracelet,117,2,>
3423,boot,patch,112,46,>
3424,counter,coffee maker,114,14,>
3425,window,kite,119,711,<
3426,bottom,banana,159,913,<
3427,sandwich,fork,2006,237,>
3428,zebra,roof,491,177,>
3429,poster,tree,136,406,<
3430,table,shaker,120,12,>
3431,table cloth,knife,490,199,>
3432,faucet,dish,24,104,<
3433,suit,shirt,3506,938,>
3434,pile,toilet,59,207,<
3435,eye,leg,54,1958,<
3436,ski,body,189,49,>
3437,elephant,barrier,79,26,>
3438,bar,leaf,170,62,>
3439,tshirt,guy,52,133,<
3440,camera,face,221,92,>
3441,refrigerator,pan,188,4,>
3442,snout,leaf,30,97,<
3443,hill,ski,989,273,>
3444,sheep,cap,329,92,>
3445,horse grazing,field,15,91,<
3446,tire,truck,605,7562,<
3447,napkin,bottom,151,32,>
3448,fabric,dog,149,439,<
3449,plate,toilet,30,161,<
3450,window,furniture,44,145,<
3451,control,paper,33,98,<
3452,patch,zebra,385,1603,<
3453,skate boarding,shirt,138,8,>
3454,frame,leaf,248,101,>
3455,steeple,clock,799,150,>
3456,whisker,kitty,10,101,<
3457,hump,elephant,5,251,<
3458,bottle,window,204,1722,<
3459,building,garbage,295,53,>
3460,cone,letter,239,67,>
3461,paper,coat,31,194,<
3462,letter,stop light,20,98,<
3463,bus,curb,695,175,>
3464,vest,eye,341,16,>
3465,cover,bed,97,457,<
3466,board,umbrella,138,332,<
3467,eye,clothe,7,134,<
3468,wheel,blanket,40,167,<
3469,sign,skateboarding,10,168,<
3470,flower,pumpkin,36,161,<
3471,light,couple,119,536,<
3472,cable,car,250,83,>
3473,swing,ball,118,8,>
3474,jean,fabric,81,24,>
3475,sheet,towel,190,48,>
3476,knob,shelf,15,373,<
3477,flock,flamingo,109,13,>
3478,foot,body,9,144,<
3479,building,head,1085,170,>
3480,spot,phone,12,100,<
3481,lamp,button,406,33,>
3482,comforter,foot,107,11,>
3483,table,book,3485,1093,>
3484,vest,crowd,13,134,<
3485,moon,sign,11,207,<
3486,flower,bedspread,9,264,<
3487,rock,glove,227,52,>
3488,skate board,shoe,930,153,>
3489,field,bush,1119,293,>
3490,tomato,meat,191,453,<
3491,bull,number,130,8,>
3492,bag,bush,133,328,<
3493,keyboard,cat,735,1879,<
3494,tail end,plane,8,182,<
3495,batter,pair,524,117,>
3496,panel,bus,38,161,<
3497,dog,wrist,137,4,>
3498,watch,sign,98,263,<
3499,plaque,train,5,165,<
3500,pair,rider,12,96,<
3501,mast,sail boat,32,92,<
3502,vegetable,handle,245,60,>
3503,cap,railing,16,170,<
3504,barrette,shirt,16,117,<
3505,eye,alligator,1,99,<
3506,container,strawberry,223,44,>
3507,handle,fabric,56,174,<
3508,number,advertisement,30,303,<
3509,eye,tan,21,533,<
3510,fur,cat,710,6035,<
3511,couple,arm,165,62,>
3512,pelican,duck,163,9,>
3513,cable,desk,52,250,<
3514,bunch,patch,116,36,>
3515,house,t-shirt,147,60,>
3516,blazer,glass,225,24,>
3517,border,number,241,24,>
3518,cap,blender,10,99,<
3519,window,sedan,74,764,<
3520,vine,window,280,79,>
3521,boot,hill,5,186,<
3522,hand,beach,89,697,<
3523,cake,bottom,388,73,>
3524,shoe,pant,1016,8675,<
3525,bush,curtain,25,77,<
3526,shoe,sandwich,25,165,<
3527,helmet,slope,63,675,<
3528,sink,hose,86,26,>
3529,hotdog,sign,102,25,>
3530,leaf,duck,172,625,<
3531,bin,bench,20,111,<
3532,hat,racquet,46,108,<
3533,suit,vest,243,75,>
3534,handle,bath tub,2,143,<
3535,cream,umbrella,33,84,<
3536,plate,cracker,243,70,>
3537,day,post,141,4,>
3538,box,bed,33,395,<
3539,forest,pant,317,13,>
3540,crowd,umbrella,1352,295,>
3541,surfer,costume,127,14,>
3542,lamppost,sign,210,88,>
3543,hook,shirt,17,88,<
3544,snout,animal,15,211,<
3545,branch,tree,2309,7374,<
3546,tip,ski,5,317,<
3547,branch,forest,47,239,<
3548,collar,ear,687,285,>
3549,pickup,truck,51,136,<
3550,bag,dot,226,21,>
3551,cable,cat,44,596,<
3552,sleeve,kid,14,151,<
3553,ceiling,microwave,85,21,>
3554,hat,ship,22,109,<
3555,apron,towel,170,19,>
3556,jar,spot,104,15,>
3557,paper,burger,26,86,<
3558,cabinet,dish,369,75,>
3559,giraffe,hump,153,1,>
3560,hill,engine,89,27,>
3561,cabinet,knob,2127,64,>
3562,suit,wire,113,47,>
3563,wood,box,454,174,>
3564,costume,hat,349,14,>
3565,tie,candle,198,38,>
3566,portion,apple,24,86,<
3567,truck,tyre,138,3,>
3568,vase,petal,1058,58,>
3569,eye,object,36,269,<
3570,clothing,tree,166,454,<
3571,barrier,pant,134,42,>
3572,coat,zipper,158,9,>
3573,hat,dirt,232,1239,<
3574,mixture,bowl,30,90,<
3575,cheese,hole,91,35,>
3576,outfit,plate,89,28,>
3577,icing,train,28,80,<
3578,locomotive,rock,91,14,>
3579,phone,tablet,30,88,<
3580,lemon,basket,28,82,<
3581,net,leg,207,44,>
3582,mirror,design,357,112,>
3583,eye,ripple,1,236,<
3584,stain,pizza,2,127,<
3585,sink,knife,162,44,>
3586,chain,bus,18,135,<
3587,microwave,button,1507,46,>
3588,cheek,dog,18,101,<
3589,glass,arm,454,1067,<
3590,curtain,doorknob,101,0,>
3591,head,elephant,139,1010,<
3592,bowl,pillow,87,411,<
3593,smoke,light,286,33,>
3594,handle,drawer,113,1273,<
3595,base,keyboard,52,162,<
3596,plate,blueberry,430,24,>
3597,fence,box,288,89,>
3598,stair,helmet,97,13,>
3599,jug,table,30,135,<
3600,umbrella,purse,2854,540,>
3601,plant,cup,604,227,>
3602,plate,noodle,1168,384,>
3603,alleyway,window,132,4,>
3604,jacket,marking,41,121,<
3605,door,stain,96,12,>
3606,bench,cigarette,109,18,>
3607,horse,lamb,97,16,>
3608,mug,stack,66,173,<
3609,letter,railing,17,267,<
3610,zebra,mohawk,132,16,>
3611,monitor,mug,342,36,>
3612,skateboarding,foot,110,4,>
3613,pant,jump,8,100,<
3614,ring,cat,50,824,<
3615,fence,horse nose,185,10,>
3616,soda,couch,1,116,<
3617,flag,skier,325,1125,<
3618,dress,lamp,214,58,>
3619,pipe,curtain,9,128,<
