,o1,o2,>,<,typical
2733,table,holder,201,53,>
2734,silverware,table,162,524,<
2735,thumb,pant,12,96,<
2736,flower,plane,81,378,<
2737,gazelle,giraffe,94,565,<
2738,jacket,sun glass,228,24,>
2739,pile,stripe,234,78,>
2740,finger,wii remote,84,21,>
2741,lamp,letter,267,74,>
2742,wii,cup,185,13,>
2743,sweater,towel,90,25,>
2744,camera,logo,212,32,>
2745,swan,beak,359,22,>
2746,day,orange,100,14,>
2747,poster,blind,19,95,<
2748,hill,plant,307,86,>
2749,decoration,jacket,25,105,<
2750,toilet,garbage,533,72,>
2751,boat,tarp,978,250,>
2752,pillow,lampshade,689,236,>
2753,cellphone,computer,14,115,<
2754,crumb,table,98,323,<
2755,jersey,shoe,572,102,>
2756,ear,fence,182,3324,<
2757,bear,peanut,102,14,>
2758,pigeon,head,90,23,>
2759,light,field,34,286,<
2760,stump,giraffe,17,326,<
2761,sink,pipe,1301,146,>
2762,uniform,seat,97,21,>
2763,faucet,light,225,653,<
2764,leg,ear,2379,354,>
2765,balloon,string,85,21,>
2766,handle,poster,19,123,<
2767,giraffe,day,165,386,<
2768,building,bracelet,135,7,>
2769,cloth,dog,166,483,<
2770,zipper,ski,8,111,<
2771,onion,bowl,233,866,<
2772,drawer,steel,20,103,<
2773,liquid,bowl,115,421,<
2774,tree,reflector,280,4,>
2775,rust,toilet,6,157,<
2776,dog,tip,1166,65,>
2777,meal,container,199,12,>
2778,beam,flower,91,22,>
2779,horn,stone,26,126,<
2780,kitchen,bucket,110,1,>
2781,track,shoe,261,46,>
2782,ring,baby,12,236,<
2783,train,eye,124,0,>
2784,fence,button,172,10,>
2785,hat,carriage,33,567,<
2786,carrot,peice,89,31,>
2787,pillow,blanket,1839,6397,<
2788,drawer,bed,56,850,<
2789,elephant,wood log,150,36,>
2790,umbrella,portion,350,116,>
2791,umbrella,decoration,224,87,>
2792,sticker,stack,9,258,<
2793,snow boarder,goggle,167,9,>
2794,foot,leg,300,896,<
2795,guy,paint,115,23,>
2796,condiment,shirt,17,148,<
2797,car,lock,109,2,>
2798,hole,bag,36,186,<
2799,drawer,curtain,69,567,<
2800,skateboarding,shoe,537,8,>
2801,roll,dog,31,186,<
2802,point,bird,16,164,<
2803,rug,outlet,267,2,>
2804,herd,leg,169,1,>
2805,bench,stain,118,15,>
2806,sign,cake,101,424,<
2807,cleat,pair,50,124,<
2808,light,vehicle,544,2006,<
2809,sink,bar,189,78,>
2810,head,cat,408,1212,<
2811,shirt,note,139,23,>
2812,jacket,neck,164,17,>
2813,plate,pumpkin,146,16,>
2814,suit,wire,113,47,>
2815,number,barrier,5,123,<
2816,pebble,glass,5,109,<
2817,car,statue,186,494,<
2818,logo,bench,32,327,<
2819,shirt,pedestrian,69,227,<
2820,lettering,railing,19,83,<
2821,couch,poster,261,30,>
2822,kitchen,refrigerator,654,176,>
2823,salad,bottle,104,25,>
2824,ski stick,skier,92,229,<
2825,ornament,cat,12,122,<
2826,pan,orange,80,31,>
2827,forest,pant,317,13,>
2828,shelf,decoration,81,24,>
2829,map,bus,28,88,<
2830,building,archway,461,149,>
2831,building,strap,283,44,>
2832,barrier,pair,123,19,>
2833,groom,flower,342,36,>
2834,onion,chicken,47,202,<
2835,donut,palm,100,11,>
2836,button,pot,21,138,<
2837,glove,rider,16,232,<
2838,jacket,pan,83,19,>
2839,juice,table,86,302,<
2840,tire,handle bar,151,23,>
2841,relish,bun,31,92,<
2842,bowl,lettuce,458,191,>
2843,mirror,object,257,53,>
2844,ship,cow,91,32,>
2845,ribbon,letter,217,53,>
2846,ear,statue,8,336,<
2847,backpack,sheep,10,106,<
2848,ladder,truck,84,395,<
2849,tv,stone,149,16,>
2850,container,board,119,410,<
2851,book,number,817,37,>
2852,cover,truck,27,165,<
2853,lock,bag,2,114,<
2854,crosswalk,bicycle,174,58,>
2855,t-shirt,luggage,31,133,<
2856,skateboarding,pant,313,16,>
2857,arrow,house,44,286,<
2858,head,collar,247,37,>
2859,sleeve,uniform,2,119,<
2860,leaf,strawberry,51,225,<
2861,couple,shoe,427,46,>
2862,hand,guy,368,2218,<
2863,ring,knife,45,308,<
2864,tent,pair,213,73,>
2865,cup,tshirt,7,116,<
2866,light,court,35,99,<
2867,camera,glass,1246,489,>
2868,scarf,eye,462,28,>
2869,rice,pile,57,144,<
2870,logo,table,81,936,<
2871,backpack,goggle,139,23,>
2872,sign,belt,193,62,>
2873,mechanism,toilet,6,142,<
2874,container,guy,17,135,<
2875,brick,tower,156,542,<
2876,flame,window,13,126,<
2877,window,photograph,87,261,<
2878,flower,garden,51,396,<
2879,cheese,hole,91,35,>
2880,wave,stomach,108,6,>
2881,outlet,curtain,1,480,<
2882,letter,cap,222,635,<
2883,sink,burner,121,51,>
2884,sail boat,mast,92,32,>
2885,shoe,vehicle,73,348,<
2886,rock,park,9,101,<
2887,cat nose,bag,5,185,<
2888,paint,guy,23,115,<
2889,twig,spot,113,26,>
2890,pant,tent,116,305,<
2891,hoof,bull,30,201,<
2892,bead,pair,13,115,<
2893,shirt,head band,517,92,>
2894,salad,spoon,307,51,>
2895,pizza,purse,117,46,>
2896,dog leash,bench,13,159,<
2897,antelope,tree,43,276,<
2898,dog,pendant,108,0,>
2899,wheel,marking,21,154,<
2900,sandal,fence,23,174,<
2901,leg,ring,86,15,>
2902,candle,flower,413,1175,<
2903,livestock,cow,183,39,>
2904,bird,nail,286,15,>
2905,leaf,fabric,53,139,<
2906,mouth,head,96,1895,<
2907,head light,bike,11,159,<
2908,mouse,drawer,8,244,<
2909,shelf,paper,315,62,>
2910,pad,skater,38,198,<
2911,zebra,mouth,4204,182,>
2912,camera,sandal,86,21,>
2913,gentleman,hat,106,26,>
2914,door,plane,138,3337,<
2915,camera,sock,103,44,>
2916,light,vanity,3,101,<
2917,cap,racket,73,601,<
2918,pitcher,leaf,149,16,>
2919,bang,horse,5,98,<
2920,refrigerator,microwave,1525,119,>
2921,wire,cake,18,87,<
2922,shirt,loafer,90,18,>
2923,skirt,person,84,27,>
2924,bark,zebra,37,181,<
2925,surfer,wet suit,86,36,>
2926,mountain,backpack,907,110,>
2927,handle,vest,10,140,<
2928,camera,belt,147,31,>
2929,giraffe,base,339,46,>
2930,chicken,carrot,471,107,>
2931,horn,horse,53,247,<
2932,tile,bicycle,43,144,<
2933,lip,bear,21,138,<
2934,elephant,tire,719,105,>
2935,door,door way,32,108,<
2936,bin,cat,39,121,<
2937,bulb,lamp,13,109,<
2938,diamond,toilet,14,125,<
2939,level,shirt,128,18,>
2940,toilet,spot,311,33,>
2941,board,shore,33,82,<
2942,orange,umpire,8,150,<
2943,umbrella,glass,2709,536,>
2944,pan,microwave,28,216,<
2945,string,guitar,3,237,<
2946,display,key,100,5,>
2947,keyboard,bottle,503,96,>
2948,pizza,burner,207,12,>
2949,sandwich,label,334,14,>
2950,frisbee,eye,828,6,>
2951,baby,collar,138,22,>
2952,number,stand,34,300,<
2953,fence,box,288,89,>
2954,pole,field,139,924,<
2955,rail,shoe,355,38,>
2956,ear,body,26,466,<
2957,drawer,wood,135,375,<
2958,tie,cake,103,569,<
2959,blanket,letter,311,10,>
2960,speaker,dog,41,428,<
2961,watch,box,37,163,<
2962,heap,snow,32,181,<
2963,fork,spot,224,36,>
2964,apron,kitchen,45,440,<
2965,something,beach,28,76,<
2966,stripe,cake,78,441,<
2967,skin,tree,91,406,<
2968,trash,carpet,22,162,<
2969,plate,bench,54,328,<
2970,track,hat,935,75,>
2971,marker,paper,7,145,<
2972,baby,trunk,90,11,>
2973,forest,bush,291,99,>
2974,stem,umbrella,8,108,<
2975,shirt,tunnel,7,108,<
2976,foot,uniform,20,125,<
2977,handle,bucket,42,378,<
2978,thread,scissors,30,166,<
2979,toy,sweater,44,104,<
2980,helmet,snow boarder,11,198,<
2981,pillow,logo,156,5,>
2982,center,mountain,32,81,<
2983,hand,t-shirt,324,1385,<
2984,coat,bowl,95,21,>
2985,cake,bottom,388,73,>
2986,ear,tshirt,2,107,<
2987,lettuce,spot,99,10,>
2988,elephant,chain,1818,170,>
2989,cement,cat,19,88,<
2990,lawn,dog,465,104,>
2991,strap,fence,32,158,<
2992,table,phone,1601,637,>
2993,wheel,bottle,105,17,>
2994,fruit,table cloth,71,167,<
2995,pant,bowl,282,78,>
2996,jacket,shoulder,128,34,>
2997,table,meal,177,540,<
2998,plane nose,engine,30,113,<
2999,bottle,coat,30,342,<
3000,design,jean,51,298,<
3001,marble,towel,112,31,>
3002,shirt,chocolate,215,76,>
3003,plate,coffee,599,172,>
3004,cone,kid,9,114,<
3005,tree,foundation,71,29,>
3006,speaker,mirror,17,108,<
3007,hat,bed,34,362,<
3008,statue,car,494,186,>
3009,bag,costume,5,147,<
3010,meal,rice,374,10,>
3011,spinach,leaf,111,46,>
3012,kitchen,container,446,12,>
3013,tongue,eye,88,32,>
3014,board,pool,45,107,<
3015,table,seed,173,25,>
3016,necklace,scarf,23,143,<
3017,wheel,tarp,25,120,<
3018,pocket,pair,63,264,<
3019,arrow,wire,60,281,<
3020,field,lettering,236,12,>
3021,rug,phone,247,15,>
3022,pool,frisbee,116,8,>
3023,hat,path,35,281,<
3024,bowl,rim,298,78,>
3025,stand,arm,91,31,>
3026,bottom,carpet,61,185,<
3027,cup,pillow,67,437,<
3028,stack,screen,48,143,<
3029,halter,horse,81,495,<
3030,steel,kitchen,25,156,<
3031,bag,telephone,145,35,>
3032,plate,curtain,81,610,<
3033,duck,zebra,24,226,<
3034,finger,sweater,26,212,<
3035,dog,frisbee,14583,3124,>
3036,bed spread,curtain,134,50,>
3037,box,beer,43,145,<
3038,vase,bud,258,16,>
3039,cake,cake server,214,49,>
3040,eye glass,window,19,117,<
3041,chicken,feather,254,68,>
3042,piano,candle,107,0,>
3043,pillow,bed,1603,18999,<
3044,toaster,kitchen,0,239,<
3045,dot,pile,13,92,<
3046,athlete,shoe,131,3,>
3047,jean,label,99,5,>
3048,pitcher,bottle,148,45,>
3049,roof,shingle,197,76,>
3050,cup,skirt,18,121,<
3051,button,door,90,1043,<
3052,polka,umbrella,28,82,<
3053,bottle,desk,34,370,<
3054,pine,window,97,7,>
3055,tree,duck,1051,276,>
3056,sink,bottom,417,105,>
3057,couple,suit,283,84,>
3058,dog,spot,3881,366,>
3059,patch,tie,38,104,<
3060,toy,foot,184,37,>
3061,box,kite,4,101,<
3062,balcony,truck,60,212,<
3063,face,key,106,14,>
3064,buffalo,horn,103,10,>
3065,handle,dirt,32,147,<
3066,table,ring,796,82,>
3067,model,coat,29,168,<
3068,bag,bat,35,224,<
3069,flower,screen,30,146,<
3070,face,panda,22,109,<
3071,pepperoni,table,152,367,<
3072,bear,fern,134,45,>
3073,basket,onion,143,50,>
3074,animal,wheel,120,11,>
3075,gravel,wheel,305,90,>
3076,donut,cookie,179,57,>
3077,panda,fur,216,21,>
3078,light,couple,119,536,<
3079,bear,nostril,340,0,>
3080,tie,fence,35,174,<
3081,hand,pan,66,173,<
3082,bench,ring,201,23,>
3083,door,leg,484,158,>
3084,kitten,window,110,33,>
3085,soup,utensil,91,12,>
3086,gravel,post,188,47,>
3087,shelf,stove,56,192,<
3088,sign,refrigerator,43,264,<
3089,tree,garbage,546,70,>
3090,pillar,flag,253,71,>
3091,stack,rack,21,94,<
3092,rope,cap,147,44,>
3093,horn,bunch,9,98,<
3094,broth,bowl,29,84,<
3095,mirror,pipe,698,144,>
3096,condiment,plate,77,236,<
3097,figure,number,107,33,>
3098,bike,tile,241,32,>
3099,sheep,shed,48,152,<
3100,coat,fur,183,31,>
3101,number,advertisement,30,303,<
3102,emblem,plane,7,222,<
3103,rain,shoe,307,2,>
3104,pile,couch,30,118,<
3105,dress,doll,26,75,<
3106,jar,cat,42,340,<
3107,leg,wrinkle,123,23,>
3108,bench,cone,139,39,>
3109,barrier,post,95,25,>
3110,symbol,tire,9,99,<
3111,skate board,skater,104,247,<
3112,pillow,cat nose,267,2,>
3113,logo,blanket,0,108,<
3114,eye,pony,2,177,<
3115,frisbee,forest,32,291,<
3116,bed,plate,248,81,>
3117,plane,spot,241,37,>
3118,fur,mouth,524,103,>
3119,lampshade,pillow,236,689,<
3120,handle,fridge,51,978,<
3121,ear,tusk,1023,93,>
3122,seat,hole,108,10,>
3123,event,shirt,361,37,>
3124,minivan,building,97,242,<
3125,shoe,suit case,4,129,<
3126,bridge,zebra,12,142,<
3127,tree,life preserver,131,8,>
3128,cone,tree,175,1810,<
3129,whisker,window,32,236,<
3130,wave,skin,157,11,>
3131,gate,zebra,109,349,<
3132,beach,jean,319,90,>
3133,ring,container,23,84,<
3134,tap,cat,20,232,<
3135,sink,letter,126,4,>
3136,arrow,hand,45,147,<
3137,animal,nostril,134,0,>
3138,mountain,bull,84,33,>
3139,shelf,toilet,292,909,<
3140,bracelet,bride,6,103,<
3141,bracelet,donut,0,115,<
3142,nostril,bird,0,102,<
3143,light,photograph,32,235,<
3144,tire,spoke,156,33,>
3145,pillow,cream,137,435,<
3146,bracelet,knife,26,145,<
3147,dog,eye,7526,212,>
3148,train,column,537,110,>
3149,t-shirt,suit,25,77,<
3150,ear,wire,77,448,<
3151,cab,sign,378,65,>
3152,guy,flower,404,69,>
3153,letter,silhouette,4,100,<
3154,collar,book,25,130,<
3155,comforter,bag,132,24,>
3156,tie,handkerchief,170,6,>
3157,kite,landscape,49,119,<
3158,bike,leg,311,67,>
3159,lid,curtain,29,114,<
3160,jockey,jacket,119,24,>
3161,shoe,slope,4,99,<
3162,face,racket,16,141,<
3163,skate board,helmet,706,132,>
3164,cat nose,bed,0,114,<
3165,stove,knob,1812,79,>
3166,nut,sign,11,164,<
3167,spot,sheep,54,1331,<
3168,collar,sheet,7,96,<
3169,beach,snow,118,43,>
3170,plate,toilet,30,161,<
3171,watch,jean,63,732,<
3172,dog,statue,90,292,<
3173,eye,vest,16,341,<
3174,shoe,bus,84,966,<
3175,tooth,umbrella,13,94,<
3176,cabinet,pattern,126,21,>
3177,cat,camera,470,79,>
3178,letter,cable,38,335,<
3179,bus,trash can,230,18,>
3180,suit,frame,75,32,>
3181,tennis,sneaker,1304,22,>
3182,ear,dog,1928,22220,<
3183,umbrella,t-shirt,584,163,>
3184,bull,ear,497,15,>
3185,arm,desk,22,82,<
3186,animal,tongue,113,0,>
3187,bench,trash can,263,57,>
3188,light,monitor,128,450,<
3189,cord,wood,53,338,<
3190,glass,giraffe,87,595,<
3191,motorcyclist,number,130,5,>
3192,cake,pillow,127,22,>
3193,letter,bottom,240,953,<
3194,bridge,crane,152,13,>
3195,mouth,vase,9,258,<
3196,keyboard,cup,986,157,>
3197,shoe,wood,139,647,<
3198,band,cap,17,89,<
3199,object,toilet,45,380,<
3200,knob,hood,4,101,<
3201,curtain,bus,54,303,<
3202,vehicle,leg,84,30,>
3203,horn,sheep,174,1675,<
3204,bike,pedal,530,6,>
3205,wood,sticker,171,38,>
3206,book,jean,159,469,<
3207,banana,ear,555,10,>
3208,chairlift,snow,27,73,<
3209,stripe,bird,294,1093,<
3210,sign,alleyway,18,99,<
3211,horse,hoodie,252,70,>
3212,knob,design,14,101,<
3213,hawk,feather,295,10,>
3214,woman,bike,24,138,<
3215,cushion,ear,186,9,>
3216,lampshade,rug,9,163,<
3217,stair,window,1495,495,>
3218,window,signpost,15,118,<
3219,utensil,window,15,129,<
3220,cap,skateboarding,4,101,<
3221,sticker,lemon,26,110,<
3222,bike,pile,89,25,>
3223,vent,curtain,3,199,<
3224,tile,sink,2003,5127,<
3225,ball,cone,78,30,>
3226,brick,bear,166,578,<
3227,curtain,object,321,29,>
3228,photograph,dog,54,167,<
3229,leg,bike,67,311,<
3230,lamp,phone,911,208,>
3231,box,soda,175,43,>
3232,giraffe,basket,745,249,>
3233,tip,pole,17,205,<
3234,cap,bolt,88,19,>
3235,ware,plate,21,238,<
3236,flag,day,9,319,<
3237,flag,smoke,10,111,<
3238,track,vest,117,17,>
3239,beak,body,2,100,<
3240,barrier,pant,134,42,>
3241,guy,balloon,87,16,>
3242,ceiling,hand,256,79,>
3243,alleyway,window,132,4,>
3244,helmet,fence,274,2679,<
3245,fence,clock,517,180,>
3246,container,bike,28,113,<
3247,refrigerator,rack,92,15,>
3248,leaf,phone,121,460,<
3249,animal,button,344,19,>
3250,sink,hinge,104,5,>
3251,truck,shoe,603,160,>
3252,horse,police man,132,37,>
3253,ear,wool,22,333,<
3254,animal,head,1594,281,>
3255,train,mouth,113,3,>
3256,bear,watch,126,17,>
3257,snow,wheel,346,74,>
3258,suit,pillow,145,18,>
3259,toilet,label,232,4,>
3260,glass,tshirt,72,191,<
3261,handle,couch,28,262,<
3262,bean,steak,15,85,<
3263,bracelet,camera,24,239,<
3264,car,frisbee,508,1212,<
3265,pole,fur,103,41,>
3266,beak,cow,0,124,<
3267,candle,light,188,445,<
3268,giraffe,dirt,3477,1468,>
3269,field,hand,830,63,>
3270,tile,stand,57,144,<
3271,taillight,window,43,130,<
3272,elephant,ear,21022,2443,>
3273,scarf,ring,273,24,>
3274,opening,vase,36,358,<
3275,leg,pitcher,100,346,<
3276,horse,wheel,3465,318,>
3277,box,house,59,185,<
3278,container,poster,31,86,<
3279,center,train,60,203,<
3280,purse,crowd,32,128,<
3281,door,head light,118,15,>
3282,brick,carriage,50,118,<
3283,mat,pillow,158,53,>
3284,paw,animal,31,382,<
3285,donut,treat,34,161,<
3286,basket,sticker,189,22,>
3287,day,foot,122,0,>
3288,base,bat,56,360,<
3289,truck,chain,220,70,>
3290,tattoo,elephant,16,183,<
3291,hotdog,pepper,167,9,>
3292,t-shirt,bunch,38,119,<
3293,seed,plate,79,577,<
3294,railing,glass,169,54,>
3295,microwave oven,outlet,129,1,>
3296,sign,shelter,27,114,<
3297,leg,umpire,28,426,<
3298,pan,mushroom,120,22,>
3299,flower,stand,92,353,<
3300,body,tail,138,43,>
3301,lamb,horse,16,97,<
3302,plate,sweater,150,822,<
3303,dress,woman,382,66,>
3304,tire,vehicle,283,2035,<
3305,bed,towel,774,79,>
3306,desk,folder,100,23,>
3307,awning,house,36,174,<
3308,shoe,coat,175,1627,<
3309,pillowcase,bed,35,231,<
3310,elephant,blouse,123,8,>
3311,sweater,purse,311,92,>
3312,chef,container,135,27,>
3313,pillow,duvet,27,128,<
3314,shoe,heel,334,142,>
3315,tape,table,46,113,<
3316,fridge,window,514,144,>
3317,bear,bus,39,106,<
3318,wrinkle,fence,11,115,<
3319,donut,sticker,177,42,>
3320,elephant,t-shirt,393,87,>
3321,passenger,jacket,148,23,>
3322,house,glove,149,29,>
3323,table,woman,242,69,>
3324,jean,fabric,81,24,>
3325,kid,bracelet,138,11,>
3326,roll,banana,15,112,<
3327,quilt,baby,27,74,<
3328,box,rug,118,342,<
3329,light,park,35,123,<
3330,cone,snow,24,298,<
3331,handle,screen,29,105,<
3332,person,car,100,301,<
3333,bowl,lunch,1,150,<
3334,pant,bicycle,308,849,<
3335,arm,stair,27,96,<
3336,light,cluster,40,114,<
3337,drawer,cord,182,48,>
3338,zebra,stripe,26479,3351,>
3339,plate,finger nail,122,0,>
3340,shoe,t-shirt,244,1574,<
3341,chili,dog,19,183,<
3342,fence,backpack,390,83,>
3343,base,cat,160,416,<
3344,light,potato,29,90,<
3345,cat,paw,4549,377,>
3346,wood,box,454,174,>
3347,couch,bottle,424,8,>
3348,elephant,rock,7237,1867,>
3349,goalie,shirt,80,23,>
3350,vest,crowd,13,134,<
3351,hand,button,3275,369,>
3352,rider,jacket,298,93,>
3353,lamb,herd,4,107,<
3354,glove,motorcyclist,2,113,<
3355,toilet,bar,482,165,>
3356,lip,collar,10,102,<
3357,trolley,leaf,89,11,>
3358,letter,tower,28,435,<
3359,dog,package,111,29,>
3360,plate,substance,110,14,>
3361,sheep,container,131,37,>
3362,cheese,banana,43,150,<
3363,luggage,box,254,67,>
3364,tree,step,1484,415,>
3365,clothing,eye,110,5,>
3366,shirt,winnie,32,99,<
3367,binder,shirt,20,120,<
3368,pillar,fence,48,157,<
3369,tarmac,tree,141,47,>
3370,giraffe,number,197,40,>
3371,pair,bead,115,13,>
3372,person,ear,122,24,>
3373,pile,bottom,251,55,>
3374,skier,lift,31,101,<
3375,sauce,noodle,52,122,<
3376,crowd,logo,290,9,>
3377,tshirt,guy,52,133,<
3378,ear,vehicle,18,176,<
3379,wine,letter,233,10,>
3380,fixture,toilet,92,596,<
3381,helmet,cycle,22,162,<
3382,stripe,cat nose,162,3,>
3383,veggie,onion,138,45,>
3384,post,curtain,21,82,<
3385,field,flag,294,73,>
3386,pepperoni,board,8,100,<
3387,snout,horse,14,309,<
3388,patch,dress,22,79,<
3389,train,bag,2139,183,>
3390,design,shirt,431,2502,<
3391,cooler,bottle,178,31,>
3392,surface,ear,143,41,>
3393,chain,wood,17,168,<
3394,dock,hat,101,32,>
3395,dog nose,blanket,5,330,<
3396,dog,pen,157,46,>
3397,snow board,glove,625,76,>
3398,handle,fabric,56,174,<
3399,label,paper,40,231,<
3400,comforter,plant,120,6,>
3401,swimmer,wave,39,144,<
3402,mouse,lamp,27,516,<
3403,pizza,hole,488,43,>
3404,pant,kid,476,1858,<
3405,block,flower,89,35,>
3406,bike,hat,1611,202,>
3407,bench,streetlight,80,23,>
3408,onion,napkin,85,264,<
3409,suit case,handle,309,10,>
3410,fender,bike,34,372,<
3411,girl,banana,36,101,<
3412,guard,hat,99,8,>
3413,lamp,luggage,25,76,<
3414,tree,purse,789,132,>
3415,window,pick,27,250,<
3416,bundle,shirt,53,141,<
3417,window,shop,46,316,<
3418,jockey,boot,192,19,>
3419,bus,bumper,542,66,>
3420,cap,paint,41,102,<
3421,wrist,hand,46,292,<
3422,vegetable,zucchini,120,32,>
3423,roof,logo,157,17,>
3424,hook,toilet,12,163,<
3425,bag,stand,72,190,<
3426,truck,gate,136,57,>
3427,toilet,towel,5038,1016,>
3428,handle,mirror,62,1571,<
3429,surface,car,207,86,>
3430,hotdog,sign,102,25,>
3431,office,desk,143,16,>
3432,tire,sticker,273,43,>
3433,snow,speck,113,0,>
3434,toilet,hat,126,22,>
3435,horse,ear,9467,215,>
3436,zipper,phone,14,111,<
3437,phone,head board,0,104,<
3438,bus,hole,144,0,>
3439,wood,cord,338,53,>
3440,table cloth,knife,490,199,>
3441,fur,snow,103,244,<
3442,barrier,flag,126,29,>
3443,pair,refrigerator,23,143,<
3444,branch,foliage,31,111,<
3445,shelf,fridge,64,373,<
3446,seat,bus,192,718,<
