,o1,o2,>,<,typical
5185,glove,t-shirt,63,158,<
5186,horse,fur,1336,135,>
5187,bed,t-shirt,208,31,>
5188,frisbee,eye,828,6,>
5189,series,car,126,37,>
5190,arm rest,dog,46,120,<
5191,refrigerator,house,80,26,>
5192,dog,flower,3067,673,>
5193,spot,dog,366,3881,<
5194,frame,horse,29,105,<
5195,trailer,number,100,7,>
5196,string,helmet,98,8,>
5197,animal,keyboard,25,113,<
5198,hood,tire,72,29,>
5199,salad,fork,858,269,>
5200,landscape,zebra,378,112,>
5201,donut,dog,38,197,<
5202,brick,number,1328,166,>
5203,pedal,petal,92,34,>
5204,tomato,bottle,67,164,<
5205,building,hand,2938,347,>
5206,mouse,pile,15,124,<
5207,sock,elephant,6,121,<
5208,bottom,mirror,58,350,<
5209,fridge,window,514,144,>
5210,bowl,chef,41,269,<
5211,couch,cup,580,28,>
5212,patch,dress,22,79,<
5213,surfer,tail,97,11,>
5214,couch,fruit,88,34,>
5215,jar,kitchen,1,140,<
5216,crowd,sock,181,12,>
5217,logo,hand,204,915,<
5218,elephant,foot,1467,106,>
5219,ketchup,hand,22,168,<
5220,couch,tile,400,72,>
5221,banana,spot,6007,326,>
5222,ram,fur,130,23,>
5223,boat,cone,115,9,>
5224,bicycle,hat,1390,172,>
5225,hand,cake,466,1504,<
5226,dirt,bucket,115,17,>
5227,boat,ripple,5216,1441,>
5228,mug,bag,43,111,<
5229,handrail,window,167,65,>
5230,bicycle,hand,443,108,>
5231,train,horn,162,2,>
5232,weather,beach,88,13,>
5233,cake,star,707,32,>
5234,dot,blanket,29,158,<
5235,skirt,ring,139,5,>
5236,portion,horse,76,234,<
5237,sugar,bread,12,113,<
5238,dish,carrot,628,103,>
5239,animal,bucket,84,19,>
5240,tennis,banner,186,45,>
5241,bell,clock,342,839,<
5242,building,basket,287,64,>
5243,jacket,bridge,45,237,<
5244,seat,railing,31,79,<
5245,pole,kid,145,435,<
5246,letter,keyboard,77,982,<
5247,wave,leg,1855,98,>
5248,cake,cake server,214,49,>
5249,light,statue,169,483,<
5250,letter,television,10,289,<
5251,tv,outlet,222,6,>
5252,tap,towel,35,244,<
5253,t-shirt,bunch,38,119,<
5254,bump,elephant,3,115,<
5255,snack,banana,119,23,>
5256,paper,pencil,210,34,>
5257,toaster,fridge,3,123,<
5258,giraffe,basket,745,249,>
5259,dessert,spoon,389,70,>
5260,shirt,dial,128,9,>
5261,eye,body,10,434,<
5262,boat,deck,344,135,>
5263,apron,spoon,207,30,>
5264,office,book,139,9,>
5265,cake,pillow,127,22,>
5266,liquid,animal,3,103,<
5267,computer,camera,135,31,>
5268,teddy bear nose,animal,3,157,<
5269,horn,calf,8,111,<
5270,design,board,81,312,<
5271,dog,diamond,105,6,>
5272,hand,guy,368,2218,<
5273,rock,beach,571,1559,<
5274,kite,strap,151,58,>
5275,jean,bus,119,1045,<
5276,toilet,pot,155,21,>
5277,truck,entrance,84,30,>
5278,banana,cookie,188,44,>
5279,towel,stove,69,576,<
5280,apple,flower,414,171,>
5281,guy,bottom,433,72,>
5282,collar,ear,687,285,>
5283,chive,plate,17,139,<
5284,speaker,cat,152,838,<
5285,pigeon,head,90,23,>
5286,soda,dog,43,253,<
5287,basket,number,141,13,>
5288,costume,shirt,277,55,>
5289,dish,leaf,221,62,>
5290,engine,mountain,61,242,<
5291,catcher,belt,618,12,>
5292,person,fence,44,207,<
5293,sink,pipe,1301,146,>
5294,number,rim,27,110,<
5295,shoe,bear,143,334,<
5296,clock,series,23,98,<
5297,cup,house,9,131,<
5298,portion,logo,119,17,>
5299,goat,pair,110,46,>
5300,box,soda,175,43,>
5301,entrance,plane,13,92,<
5302,alleyway,window,132,4,>
5303,bump,tree,15,86,<
5304,bowl,scarf,24,95,<
5305,rice,pepper,136,36,>
5306,giraffe,ripple,146,9,>
5307,plate,card,183,45,>
5308,bowl,blanket,10,140,<
5309,truck,day time,11,91,<
5310,apple,fence,22,100,<
5311,market,fruit,152,65,>
5312,bowl,bottom,446,160,>
5313,forest,shirt,572,49,>
5314,plane,coat,126,16,>
5315,park,sign,237,84,>
5316,bush,kid,46,130,<
5317,poster,truck,26,96,<
5318,building,opening,249,55,>
5319,bed,cord,684,25,>
5320,tooth brush,bristle,193,9,>
5321,cup,logo,416,45,>
5322,phone,crowd,38,218,<
5323,scarf,watch,115,17,>
5324,pot,pole,51,127,<
5325,cat nose,bottle,7,95,<
5326,mountain,silhouette,93,17,>
5327,leaf,crosswalk,16,116,<
5328,forest,cap,116,2,>
5329,thumb,table,46,137,<
5330,ketchup,hotdog,65,716,<
5331,mouth,helmet,26,177,<
5332,lamp,key,505,23,>
5333,chef,knife,221,42,>
5334,plane nose,engine,30,113,<
5335,key,bottle,47,270,<
5336,baby,mom,54,168,<
5337,patch,plane,200,508,<
5338,door,tent,13,92,<
5339,watch,banana,13,182,<
5340,spot,plant,77,774,<
5341,cat,kite,39,113,<
5342,orange,collar,105,21,>
5343,rock,pool,34,110,<
5344,snow,beak,110,2,>
5345,van,mirror,521,88,>
5346,towel,wood,162,465,<
5347,screw,letter,57,193,<
5348,packet,cup,26,112,<
5349,lamp,handle,371,52,>
5350,toaster,bowl,109,20,>
5351,knob,paint,5,104,<
5352,sink,burner,121,51,>
5353,guy,logo,751,62,>
5354,snow,shoe,1798,394,>
5355,hand,truck,134,453,<
5356,bench,ceiling,52,130,<
5357,vine,brick,104,32,>
5358,cheese,grape,136,38,>
5359,base,cat,160,416,<
5360,ear,cake,22,558,<
5361,sign,collection,14,162,<
5362,dog,tissue,119,24,>
5363,dog,bowl,1209,290,>
5364,propeller,mountain,27,97,<
5365,dirt,logo,286,41,>
5366,note,board,12,121,<
5367,smile,table,17,140,<
5368,logo,jean,28,510,<
5369,mushroom,dish,18,165,<
5370,house,sail boat,28,87,<
5371,leg,seat,87,237,<
5372,car,window,41875,5077,>
5373,ball,elephant,76,892,<
5374,harness,horse,243,1357,<
5375,kite,landscape,49,119,<
5376,surface,eye,132,9,>
5377,shirt,person,1697,517,>
5378,head,wii,26,115,<
5379,vine,clock,98,18,>
5380,pot,chef,44,183,<
5381,cat,bracelet,163,4,>
5382,paint,bicycle,45,125,<
5383,train,day time,2,143,<
5384,sneaker,dirt,38,180,<
5385,counter,fixture,105,32,>
5386,toilet,plug,121,1,>
5387,fence,mirror,255,67,>
5388,bowl,fence,24,162,<
5389,driveway,fence,82,28,>
5390,shirt,sail,37,227,<
5391,bell,building,40,325,<
5392,shirt,judge,30,72,<
5393,button,crowd,17,113,<
5394,hat,ship,22,109,<
5395,ball,bicycle,33,112,<
5396,hat,robe,6,139,<
5397,meal,chicken,171,3,>
5398,herd,pole,135,7,>
5399,horse,face,749,83,>
5400,bench,watch,511,31,>
5401,stroller,bench,40,133,<
5402,brick,t-shirt,66,184,<
5403,dish,utensil,350,111,>
5404,dog,tooth,1210,28,>
5405,bench,wrist,109,0,>
5406,dog,yard,80,205,<
5407,spectator,hand,324,91,>
5408,bowl,veggie,337,79,>
5409,buffalo,cow,43,123,<
5410,spot,bird,308,2327,<
5411,animal,eye,3075,44,>
5412,building,puddle,133,43,>
5413,horn,giraffe,214,8639,<
5414,mane,ear,1033,122,>
5415,door,lettering,319,115,>
5416,toaster,kitchen,0,239,<
5417,watch,couple,3,176,<
5418,umbrella,hood,420,98,>
5419,rock,flock,9,118,<
5420,pole,ice,42,107,<
5421,cow nose,cow,167,5304,<
5422,letter,device,5,115,<
5423,blender,bowl,284,62,>
5424,window,furniture,44,145,<
5425,hump,bear,36,211,<
5426,kitchen,curtain,168,21,>
5427,glove,hill,31,825,<
5428,weed,train,261,791,<
5429,beak,ripple,29,226,<
5430,glove,bird,30,90,<
5431,rug,base,104,15,>
5432,tent,mountain,50,182,<
5433,bird,handle,131,51,>
5434,name,shirt,135,384,<
5435,toilet,shower,197,607,<
5436,bed,finger,101,4,>
5437,pan,refrigerator,4,188,<
5438,luggage,letter,301,24,>
5439,salt,dish,22,92,<
5440,truck,highway,29,145,<
5441,bowl,control,103,22,>
5442,elephant,puddle,208,84,>
5443,computer,backpack,82,23,>
5444,scaffolding,window,199,7,>
5445,bowl,sticker,377,45,>
5446,baby,tie,414,93,>
5447,shirt,hand,15875,4676,>
5448,bumper,car,233,568,<
5449,sandwich,beef,221,31,>
5450,gentleman,jacket,88,30,>
5451,car,symbol,471,39,>
5452,vest,ear,363,15,>
5453,jar,spot,104,15,>
5454,walkway,jean,99,35,>
5455,kite,pattern,96,11,>
5456,snow,phone,98,19,>
5457,day,building,1041,120,>
5458,pepper,fork,114,289,<
5459,selfie,phone,134,18,>
5460,statue,coat,161,37,>
5461,sugar,potato,219,32,>
5462,pair,dot,127,12,>
5463,tip,spot,52,136,<
5464,plate,noodle,1168,384,>
5465,horse,foam,137,42,>
5466,tail,rope,27,114,<
5467,keyboard,logo,645,15,>
5468,cap,pant,447,2223,<
5469,pole,frisbee,230,581,<
5470,car,person,301,100,>
5471,dot,horse,3,140,<
5472,hand,park,34,181,<
5473,spot,curtain,15,205,<
5474,cracker,table,20,87,<
5475,pant,pitcher,259,736,<
5476,thumb,banana,4,321,<
5477,panel,cord,76,24,>
5478,bed,bedsheet,162,41,>
5479,meat,dinner,6,116,<
5480,child,snow,26,97,<
5481,locomotive,tree,281,109,>
5482,window,sandwich,77,209,<
5483,head,handle,205,84,>
5484,tire,truck,605,7562,<
5485,train,truss,154,29,>
5486,shutter,bird,100,31,>
5487,roof,bear,29,84,<
5488,glass,giraffe,87,595,<
5489,handle,bed,3,579,<
5490,tower,bottom,145,44,>
5491,fence,letter,1719,102,>
5492,t-shirt,band,224,10,>
5493,horse,rein,1231,173,>
5494,jean,pocket,331,10,>
5495,board,forest,10,98,<
5496,eye,stove,4,128,<
5497,table,grape,401,79,>
5498,fence,portion,244,94,>
5499,stripe,gravel,82,239,<
5500,fan,blanket,39,93,<
5501,cowboy,hat,217,33,>
5502,bumper,train,87,768,<
5503,horse,collar,366,15,>
5504,light,leather,7,109,<
5505,pair,monitor,28,188,<
5506,horse,lamp,185,27,>
5507,pile,bottom,251,55,>
5508,cup,dessert,49,216,<
5509,wave,person,569,74,>
5510,skier,mitten,108,17,>
5511,refrigerator,container,433,17,>
5512,object,donut,25,229,<
5513,sticker,bottom,57,179,<
5514,mask,letter,110,11,>
5515,mouth,sheep,4,1881,<
5516,umbrella,label,137,50,>
5517,comforter,plant,120,6,>
5518,frame,hat,145,49,>
5519,vest,field,26,141,<
5520,towel,spoon,121,36,>
5521,tile,utensil,112,44,>
5522,coffee maker,refrigerator,2,192,<
5523,light,dot,195,39,>
5524,plug,keyboard,22,136,<
5525,utensil,cake,74,380,<
5526,t-shirt,towel,122,22,>
5527,pair,umbrella,401,3290,<
5528,backpack,letter,495,51,>
5529,tip,fork,19,207,<
5530,shirt,church,29,101,<
5531,watch,knife,16,204,<
5532,table,crate,150,45,>
5533,marker,train,11,147,<
5534,pizza,mitt,196,62,>
5535,baby,field,42,132,<
5536,squirrel,leaf,194,55,>
5537,curb,wheel,215,58,>
5538,field,bottom,216,27,>
5539,bird,leaf,8751,3041,>
5540,olive,bread,17,143,<
5541,divider,sign,175,37,>
5542,vase,face,144,19,>
5543,plane,light,3052,450,>
5544,leaf,spot,1644,663,>
5545,sheep,belly,275,34,>
5546,tie,t-shirt,62,188,<
5547,bicycle,field,17,110,<
5548,wine,cap,100,4,>
5549,door,keyboard,208,60,>
5550,mane,animal,66,485,<
5551,sandal,arm,34,81,<
5552,light,rider,23,134,<
5553,body,bench,30,88,<
5554,seed,orange,28,669,<
5555,train,car,6667,1185,>
5556,dog,pendant,108,0,>
5557,display,stove,13,99,<
5558,building,lamppost,178,74,>
5559,fence,sleeve,201,27,>
5560,tv,base,78,22,>
5561,bottle,window,204,1722,<
5562,counter,straw,109,7,>
5563,umbrella,toy,374,31,>
5564,paint,bush,68,166,<
5565,tree,head band,84,17,>
5566,roof,church,17,124,<
5567,skirt,net,38,172,<
5568,letter,package,2,124,<
5569,snow board,glove,625,76,>
5570,flower,field,131,1183,<
5571,tail,vegetation,5,128,<
5572,pizza,fork,6014,581,>
5573,cup,counter,158,472,<
5574,night,window,129,9,>
5575,hand,tongue,109,34,>
5576,tap,toilet,7,380,<
5577,trash can,dog,20,90,<
5578,sign,refrigerator,43,264,<
5579,court,sneaker,288,18,>
5580,fire extinguisher,wood,22,92,<
5581,tree,pane,356,12,>
5582,arrow,plane,25,265,<
5583,wheel,skateboarding,3,479,<
5584,donut,strawberry,126,32,>
5585,window,sponge,154,2,>
5586,ear,purse,5,165,<
5587,foot,eye,535,30,>
5588,scissors,number,173,1,>
5589,cloth,candle,176,13,>
5590,runway,light,225,22,>
5591,cake,sign,424,101,>
5592,beach,hoodie,89,16,>
5593,mountain,wheel,523,45,>
5594,mechanism,toilet,6,142,<
5595,tennis,letter,1744,13,>
5596,leaf,park,89,507,<
5597,cabinet,knob,2127,64,>
5598,sticker,lemon,26,110,<
5599,clothing,tree,166,454,<
5600,bed,plate,248,81,>
5601,truck,wiper,116,16,>
5602,apron,leaf,150,6,>
5603,sink,letter,126,4,>
5604,ring,pant,33,366,<
5605,snow boarding,pant,119,8,>
5606,plate,toilet,30,161,<
5607,cauliflower,vegetable,55,271,<
5608,hat,bleacher,20,267,<
5609,ring,building,35,214,<
5610,mirror,surface,81,30,>
5611,surfer,string,193,34,>
5612,kite,sock,311,13,>
5613,gum,candy,122,19,>
5614,handle,pizza cutter,5,107,<
5615,rug,foot,133,29,>
5616,light,symbol,180,61,>
5617,cover,ear,156,25,>
5618,pillow,rabbit,76,24,>
5619,glass,switch,238,35,>
5620,hole,mirror,11,266,<
5621,pair,mouth,628,66,>
5622,light,surface,105,320,<
5623,suit,knife,132,10,>
5624,mountain,design,122,11,>
5625,dog,tongue,1611,45,>
5626,sweater,cup,572,41,>
5627,microwave,rock,97,23,>
5628,rug,mattress,35,96,<
5629,spoon,dinner,1,103,<
5630,foot,rock,176,444,<
5631,piano,lamp,210,17,>
5632,chef,container,135,27,>
5633,letter,fridge,6,205,<
5634,bagel,tomato,178,0,>
5635,box,cat,557,2071,<
5636,bottle,pair,203,546,<
5637,cluster,berry,16,121,<
5638,animal,twig,103,10,>
5639,curtain,statue,126,14,>
5640,pitcher,cabinet,11,190,<
5641,face,blanket,54,168,<
5642,kite,bicycle,302,102,>
5643,cow,pant,950,135,>
5644,light,rug,262,1203,<
5645,stem,table,151,613,<
5646,barrel,tree,45,395,<
5647,grape,lemon,40,99,<
5648,vest,hill,14,111,<
5649,wood,sticker,171,38,>
5650,truck,tyre,138,3,>
5651,beanie,snow,88,743,<
5652,bike,glove,601,78,>
5653,tooth brush,baby,43,188,<
5654,fence,skirt,384,96,>
5655,curtain,mouth,145,6,>
5656,grill,tree,79,375,<
5657,board,sticker,161,7,>
5658,umbrella,plank,81,26,>
5659,faucet,frame,7,130,<
5660,purse,luggage,63,262,<
5661,clock,crown,125,16,>
5662,skin,apple,134,321,<
5663,tree,bud,171,56,>
5664,chain,pipe,42,113,<
5665,teddy,leaf,98,23,>
5666,suit,neck,135,2,>
5667,valance,curtain,27,95,<
5668,brick,kettle,3,208,<
5669,mountain,boot,362,8,>
5670,surfer,sign,113,24,>
5671,bag,book,1129,435,>
5672,fan,cup,91,12,>
5673,waist,shirt,21,79,<
5674,cream,bowl,74,204,<
5675,broccoli,cucumber,198,83,>
5676,broccoli,pizza,79,544,<
5677,head,tomato,113,27,>
5678,table cloth,knife,490,199,>
5679,arm,roof,43,106,<
5680,coat,zipper,158,9,>
5681,head,blanket,95,278,<
5682,blender,cord,291,19,>
5683,book,brick,236,101,>
5684,smile,phone,34,104,<
5685,office,window,113,6,>
5686,baby,person,107,30,>
5687,eye,desk,2,123,<
5688,cabinet,faucet,1141,57,>
5689,drain,sink,24,877,<
5690,pebble,baby,2,100,<
5691,rider,shirt,416,117,>
5692,rain,shoe,307,2,>
5693,sheep,face,1275,157,>
5694,bird,neck,1290,173,>
5695,wood,lettering,93,21,>
5696,hat,graffiti,88,374,<
5697,shaker,pizza,4,362,<
5698,tire,handle bar,151,23,>
5699,pant,path,47,249,<
5700,elephant,pair,1101,334,>
5701,pasture,cow,1106,368,>
5702,shirt,grape,242,55,>
5703,clothe,train,10,102,<
5704,pant,glass,2487,752,>
5705,rope,animal,52,226,<
5706,taxi,shirt,266,78,>
5707,ear,surf board,2,147,<
5708,elephant,boat,273,91,>
5709,track,forest,37,119,<
5710,brick,jacket,433,1029,<
5711,zebra,day time,4,169,<
5712,seat,bleacher,27,79,<
5713,cat,cement,88,19,>
5714,dirt,mitt,141,12,>
5715,plate,star,344,11,>
5716,stripe,bird,294,1093,<
5717,sedan,window,764,74,>
5718,bird,ball,119,44,>
5719,keyboard,phone,909,227,>
5720,banana,symbol,141,2,>
5721,tire,trailer,26,336,<
5722,berry,vase,30,101,<
5723,shirt,mole,180,3,>
5724,frame,leaf,248,101,>
5725,paw,panda,24,262,<
5726,paper,mug,242,57,>
5727,box,eye,368,50,>
5728,burger,ketchup,91,31,>
5729,skin,sheep,1,99,<
5730,flag,helmet,780,277,>
5731,bus,bag,2498,227,>
5732,shirt,hole,771,149,>
5733,stove,rug,120,50,>
5734,sign,traffic,186,739,<
5735,collar,window,62,377,<
5736,helmet,wave,46,422,<
5737,hole,pair,48,378,<
5738,handle,leg,67,168,<
5739,poster,ear,104,8,>
5740,bike,basket,1052,83,>
5741,banner,bike,72,238,<
5742,light,cow,120,599,<
5743,head,car,180,796,<
5744,curtain,basket,325,15,>
5745,stove,plate,422,71,>
5746,number,base,52,452,<
5747,flower,net,15,146,<
5748,book,drape,12,117,<
5749,statue,vehicle,107,40,>
5750,flower,pedal,456,33,>
5751,truck,weed,150,46,>
5752,spoon,camera,22,78,<
5753,key,screen,63,1490,<
5754,toe,pillow,7,161,<
5755,bicycle,basket,863,59,>
5756,couch,arm,310,95,>
5757,bag,ribbon,159,37,>
5758,cookie,flower,29,123,<
5759,lettering,vehicle,59,162,<
5760,whisker,kitty,10,101,<
5761,woman,suit,30,140,<
5762,bed,mirror,1738,272,>
5763,pizza,sauce,4789,709,>
5764,trunk,letter,138,11,>
5765,head,bottle,324,133,>
5766,dog,wire,621,167,>
5767,window,trim,409,1191,<
5768,tshirt,tree,106,285,<
5769,milk,shirt,22,87,<
5770,toilet,mat,210,64,>
5771,refrigerator,pant,103,33,>
5772,border,train,58,140,<
5773,cracker,plate,70,243,<
5774,statue,church,13,162,<
5775,door,stain,96,12,>
5776,bed,curtain,3511,1140,>
5777,fixture,toilet,92,596,<
5778,wood,button,384,47,>
5779,lamp,curtain,536,3525,<
5780,lid,banana,43,327,<
5781,kid,helmet,2186,352,>
5782,sandal,tire,32,85,<
5783,elephant,rock,7237,1867,>
5784,plate,lid,456,70,>
5785,cap,truck,109,594,<
5786,shirt,bracelet,3706,162,>
5787,boat,motor,1257,50,>
5788,window,photograph,87,261,<
5789,turf,sock,110,14,>
5790,cement,dog,78,184,<
5791,wave,feather,169,34,>
5792,tv,stone,149,16,>
5793,eye,handle,43,184,<
5794,board,bike,56,135,<
5795,couch,lamp,3356,324,>
5796,cable,car,250,83,>
5797,arrow,balcony,15,89,<
5798,shoe,band,213,33,>
5799,candle,flower,413,1175,<
5800,cover,truck,27,165,<
5801,jean,fabric,81,24,>
5802,backpack,beach,16,202,<
5803,hood,guy,15,90,<
5804,jean,bucket,207,35,>
5805,flower,bulb,113,31,>
5806,vest,car,182,446,<
5807,cup,guy,26,554,<
5808,wagon,umbrella,94,19,>
5809,pen,cord,46,145,<
5810,plate,receipt,148,39,>
5811,ear,pug,2,109,<
5812,light,furniture,7,121,<
5813,fixture,stove,29,102,<
5814,spot,portion,32,99,<
5815,stripe,vegetation,16,89,<
5816,walkway,bag,286,35,>
5817,pizza,sleeve,168,50,>
5818,spoon,pile,76,210,<
5819,cabinet,coffee maker,449,37,>
5820,fish,carrot,118,21,>
5821,stand,cap,236,35,>
5822,giraffe,hump,153,1,>
5823,orange,couch,57,256,<
5824,camera,pen,94,18,>
5825,fork,grape,98,27,>
5826,logo,tie,49,215,<
5827,bow,box,27,74,<
5828,coat,book,305,85,>
5829,boat,device,149,20,>
5830,hat,blanket,227,566,<
5831,pole,crane,55,196,<
5832,avocado,vegetable,26,77,<
5833,bike,elephant,42,364,<
5834,light,vegetable,48,128,<
5835,jersey,letter,257,8,>
5836,skier,flag,1125,325,>
5837,track,backpack,306,76,>
5838,sink,bar,189,78,>
5839,arm,dress,138,381,<
5840,book,mouse,843,156,>
5841,door,strap,171,43,>
5842,bowl,celery,124,29,>
5843,scissors,blade,358,39,>
5844,cat,faucet,951,137,>
5845,apple,cluster,33,114,<
5846,arrow,wire,60,281,<
5847,sheep,number,342,55,>
5848,catcher,hand,364,81,>
5849,elephant,bleacher,142,17,>
5850,kitchen,banana,129,3,>
5851,helmet,skate board,132,706,<
5852,ear,scarf,60,267,<
5853,outlet,cat,0,641,<
5854,carpet,button,269,22,>
5855,building,bag,2766,495,>
5856,mountain,van,245,55,>
5857,building,pot,255,42,>
5858,chimney,bench,8,95,<
5859,pair,soccer,4,406,<
5860,pant,monitor,80,27,>
5861,refrigerator,stack,169,10,>
5862,broccoli,border,40,111,<
5863,glass,tshirt,72,191,<
5864,ornament,teddy,35,135,<
5865,shirt,brace,217,25,>
5866,arm,cow,18,189,<
5867,microwave oven,knob,293,6,>
5868,jacket,marking,41,121,<
5869,wagon,train,37,134,<
5870,egg,bottle,203,80,>
5871,letter,dress,23,849,<
5872,lettering,fence,37,263,<
5873,vehicle,wheel,1185,158,>
5874,apple,plate,480,2043,<
5875,hoof,calf,2,105,<
5876,ring,bed,3,245,<
5877,sheep,light,333,111,>
5878,cat nose,bed,0,114,<
5879,stool,tree,31,89,<
5880,shoe,vest,91,451,<
5881,watch,belt,14,87,<
5882,towel,ladder,28,91,<
5883,sign,lawn,67,198,<
5884,hat,advertisement,73,363,<
5885,flag,track,51,303,<
5886,string,horse,15,158,<
5887,jacket,snowboarding,21,247,<
5888,steeple,clock,799,150,>
5889,giraffe,bridge,196,22,>
5890,giraffe,door,1253,514,>
5891,sweater,plate,822,150,>
5892,train,patch,685,136,>
5893,pole,couch,17,88,<
5894,speck,table,14,104,<
5895,counter,knob,459,24,>
5896,chicken,carrot,471,107,>
5897,person,eye,180,26,>
5898,flower,place mat,30,131,<
5899,plane,door,3337,138,>
5900,olive,container,24,96,<
5901,boat,paddle,974,302,>
5902,crosswalk,letter,182,8,>
5903,piano,plant,97,8,>
5904,device,cat,20,284,<
5905,pen,cable,17,92,<
5906,stripe,donut,109,257,<
5907,dirt,glass,116,43,>
5908,chimney,truck,15,130,<
5909,bag,batter,8,108,<
5910,mound,zebra,34,127,<
5911,handle,rail,24,105,<
5912,giraffe,rock,11946,2615,>
5913,machine,glass,118,47,>
5914,strap,surf board,10,168,<
5915,tail,zebras,15,106,<
5916,apple,candle,91,18,>
5917,bikini,beach,107,512,<
5918,flower,bedspread,9,264,<
5919,keyboard,watch,104,9,>
5920,bag,apron,57,233,<
5921,pair,belt,600,99,>
5922,truck,bar,158,26,>
5923,broccoli,apple,139,56,>
5924,cuff,shirt,18,244,<
5925,dot,pile,13,92,<
5926,glass,van,90,226,<
5927,pair,eye,1127,119,>
5928,wheel,shelf,30,125,<
5929,beak,wood,4,133,<
5930,dog,cellphone,87,28,>
5931,book,outlet,142,12,>
5932,pair,kid,198,1471,<
5933,carpet,toilet,77,193,<
5934,portion,mountain,48,152,<
5935,person,track,16,124,<
5936,star,table,41,198,<
5937,jean short,umbrella,28,116,<
5938,outfit,boat,31,96,<
5939,mirror,object,257,53,>
5940,pair,ear,1338,154,>
5941,camera,mirror,136,913,<
5942,backpack,goggle,139,23,>
5943,head,surface,51,127,<
5944,mouth,toy,5,142,<
5945,tower,archway,103,26,>
5946,ship,bench,58,150,<
5947,sheep nose,animal,3,139,<
5948,banana,tire,206,76,>
5949,court,logo,268,14,>
5950,graffiti,skateboarding,40,150,<
5951,bow,tile,80,22,>
5952,broccoli,variety,1,102,<
5953,cone,jacket,81,281,<
5954,cabinet,paper,485,71,>
5955,handle,sink,117,1645,<
5956,letter,beer,11,226,<
5957,sofa,ottoman,192,24,>
5958,train,gravel,6815,2242,>
5959,window,t-shirt,239,678,<
5960,bandana,shirt,116,485,<
5961,day,foot,122,0,>
5962,person,bike,35,163,<
5963,kid,container,87,19,>
5964,ski,bench,84,22,>
5965,window,frisbee,187,549,<
5966,glass,button,1427,562,>
5967,scarf,dress,78,308,<
5968,microwave,bowl,864,81,>
5969,table,elephant,36,167,<
5970,ring,knife,45,308,<
5971,counter,book,108,40,>
5972,stack,spot,121,21,>
5973,kitchen,apron,440,45,>
5974,packet,glass,34,118,<
5975,jean,plane,23,202,<
5976,couple,sock,111,10,>
5977,hand,snow board,10,185,<
5978,bowl,umbrella,24,108,<
5979,bowl,vessel,109,45,>
5980,candle,light,188,445,<
5981,ball,puppy,15,113,<
5982,knife,leaf,376,94,>
5983,pillow,sock,249,78,>
5984,train,stone,1435,257,>
5985,outfit,ear,143,3,>
5986,horn,mane,28,268,<
5987,rope,cap,147,44,>
5988,visor,fence,17,194,<
5989,bolt,bottom,10,105,<
5990,sign,roll,79,33,>
5991,dog,trail,52,135,<
5992,ribbon,teddy,49,274,<
5993,knob,toaster oven,4,232,<
5994,elephant,suit,263,39,>
5995,house,leg,194,50,>
5996,stove,magnet,190,9,>
5997,pizza,carpet,75,31,>
5998,gate,zebra,109,349,<
5999,bed spread,curtain,134,50,>
6000,triangle,cat,17,241,<
6001,bear,rock,9784,4191,>
6002,orange,tree,1342,3616,<
6003,biscuit,table,31,73,<
6004,banana,strap,121,28,>
6005,magazine,letter,160,10,>
6006,stripe,bowl,104,319,<
6007,collar,bush,12,132,<
6008,drawer,monitor,45,121,<
6009,number,smoke,10,259,<
6010,shirt,menu,419,177,>
6011,crosswalk,banner,107,7,>
6012,pimple,shirt,1,105,<
6013,window,siding,109,511,<
6014,bottom,banana,159,913,<
6015,seagull,leg,178,19,>
6016,pole,goat,24,148,<
6017,spot,bed,13,252,<
6018,woman,door,33,133,<
6019,blender,bottom,126,32,>
6020,bottle,cake,47,611,<
6021,book,number,817,37,>
6022,marker,building,23,112,<
6023,hydrant,flower,300,46,>
6024,pillow,basket,248,93,>
6025,bed,cream,176,31,>
6026,body,tent,88,13,>
6027,letter,t-shirt,46,704,<
6028,pizza,burner,207,12,>
6029,wheel,mouse,39,149,<
6030,sign,vase,78,315,<
6031,shirt,curb,201,479,<
6032,propeller,tire,127,18,>
6033,glob,plate,18,124,<
6034,pillow,t-shirt,78,201,<
6035,ottoman,couch,45,332,<
6036,belt,bed,1,123,<
6037,bicycle,banner,195,56,>
6038,fork,cloth,60,172,<
6039,body,window,1118,114,>
6040,train,suv,183,15,>
6041,cleat,pant,42,252,<
6042,table cloth,handle,127,18,>
6043,dvd,television,9,224,<
6044,lid,cup,129,366,<
6045,plate,rug,52,281,<
6046,room,book,142,7,>
6047,clothe,building,77,385,<
6048,cabinet,stack,376,31,>
6049,hump,elephant,5,251,<
6050,spot,sauce,31,189,<
6051,television,fixture,112,32,>
6052,bus,hole,144,0,>
6053,arrow,hat,20,101,<
6054,body,stripe,130,44,>
6055,mug,liquid,94,20,>
6056,sock,referee,18,133,<
6057,guy,cord,257,25,>
6058,cross,clock,138,358,<
6059,orange,bench,178,502,<
6060,vase,display,45,163,<
6061,refrigerator,lid,132,0,>
6062,glass,bike,179,745,<
6063,bucket,bull,0,193,<
6064,bagel,plate,96,412,<
6065,sticker,phone,42,177,<
6066,ring,computer,5,107,<
6067,spot,weed,22,215,<
6068,bag,blind,62,251,<
6069,pant,ramp,146,639,<
6070,shirt,plug,137,9,>
6071,moose,tree,15,142,<
