,o1,o2,>,<,typical
6527,pot,flag,19,83,<
6528,carrot,bed,20,126,<
6529,basket,spoon,106,23,>
6530,otter,frisbee,131,3,>
6531,cup,rim,168,26,>
6532,plate,smile,96,36,>
6533,clothing,head,103,20,>
6534,wood log,tree,33,95,<
6535,cake,orange,463,98,>
6536,cow,halter,171,52,>
6537,egg,cake,20,153,<
6538,crowd,ball,288,42,>
6539,helmet,awning,31,98,<
6540,rope,forest,30,83,<
6541,glass,pie,37,194,<
6542,tire,wood,51,165,<
6543,donut,sticker,177,42,>
6544,branch,foot,157,27,>
6545,tail,baby,12,157,<
6546,plate,bench,54,328,<
6547,blouse,hand,149,63,>
6548,hat,bleacher,20,267,<
6549,baby,field,42,132,<
6550,basket,tree,179,697,<
6551,roof,tile,227,93,>
6552,pizza,sauce,4789,709,>
6553,design,shirt,431,2502,<
6554,pillow,bottle,723,53,>
6555,lettering,wave,6,156,<
6556,couch,frame,373,58,>
6557,bike,mirror,1111,132,>
6558,guy,tshirt,133,52,>
6559,horse,bridle,1102,180,>
6560,cabinet,coffee maker,449,37,>
6561,officer,window,178,27,>
6562,boat,glove,138,8,>
6563,couch,seat,242,51,>
6564,pipe,sink,146,1301,<
6565,marker,paper,7,145,<
6566,tree,rose,99,37,>
6567,bath tub,faucet,289,0,>
6568,light,station,20,146,<
6569,frisbee,strap,118,14,>
6570,carpet,switch,175,0,>
6571,building,dish,101,7,>
6572,object,boat,118,813,<
6573,plant,pond,23,134,<
6574,knife,dinner,0,103,<
6575,center,letter,173,65,>
6576,letter,fruit,25,337,<
6577,pizza,towel,303,23,>
6578,ball,elephant,76,892,<
6579,plate,surface,660,205,>
6580,plane,fuselage,403,77,>
6581,light,mannequin,57,164,<
6582,light,skyscraper,68,293,<
6583,handle,fridge,51,978,<
6584,head,jacket,278,1746,<
6585,train,crate,94,20,>
6586,plate,noodle,1168,384,>
6587,jet,symbol,180,11,>
6588,letter,batter,22,511,<
6589,light,monitor,128,450,<
6590,orange,stem,1764,84,>
6591,tile,roof,93,227,<
6592,logo,microwave,1,176,<
6593,letter,frame,50,468,<
6594,animal,bowl,170,15,>
6595,surfer,wet suit,86,36,>
6596,shirt,bottle,5583,607,>
6597,boulder,spot,229,34,>
6598,glass,eyebrow,297,7,>
6599,head,car,180,796,<
6600,hand,button,3275,369,>
6601,gentleman,hat,106,26,>
6602,plate,seed,577,79,>
6603,rail,stripe,152,62,>
6604,bowl,portion,260,88,>
6605,pair,mat,32,103,<
6606,stove,handle,1150,74,>
6607,bowl,fence,24,162,<
6608,pocket,pair,63,264,<
6609,umbrella,watch,569,28,>
6610,packet,cup,26,112,<
6611,stand,bottle,102,19,>
6612,pen,cord,46,145,<
6613,median,sign,202,19,>
6614,coat,leaf,656,242,>
6615,shirt,sponge,160,0,>
6616,rider,shoe,110,10,>
6617,chain,bush,50,238,<
6618,building,aircraft,78,222,<
6619,spot,plane,37,241,<
6620,sweater,snow,196,502,<
6621,table,book,3485,1093,>
6622,door,note,110,8,>
6623,paper,umbrella,73,329,<
6624,selfie,camera,280,23,>
6625,mane,ear,1033,122,>
6626,cheese,rack,26,112,<
6627,camera,logo,212,32,>
6628,button,television remote,0,119,<
6629,tattoo,bench,8,112,<
6630,mug,stack,66,173,<
6631,clothe,button,87,15,>
6632,mountain,silhouette,93,17,>
6633,letter,doll,9,122,<
6634,salad,crouton,190,12,>
6635,sign board,tree,95,236,<
6636,elephant,wheel,230,35,>
6637,grille,bus,3,99,<
6638,trash,sticker,88,15,>
6639,mat,toilet,64,210,<
6640,flower,stand,92,353,<
6641,jacket,watch,461,31,>
6642,plant,refrigerator,50,341,<
6643,cat,tube,128,15,>
6644,letter,broccoli,6,100,<
6645,kitchen,rug,133,43,>
6646,cake,egg,153,20,>
6647,fruit,potato,233,59,>
6648,head,paw,593,55,>
6649,horse,mask,137,39,>
6650,stand,building,82,208,<
6651,dog,sleeve,345,91,>
6652,bull,ear,497,15,>
6653,star,orange,64,184,<
6654,landscape,shirt,117,16,>
6655,church,brick,81,31,>
6656,table,salt,561,74,>
6657,petal,butterfly,12,167,<
6658,bedspread,door,172,41,>
6659,tile,utensil,112,44,>
6660,tractor,leaf,106,8,>
6661,sheet,key,151,14,>
6662,vent,shirt,51,300,<
6663,stand,logo,181,32,>
6664,leaf,park,89,507,<
6665,rope,dog,260,1124,<
6666,kid,backpack,266,44,>
6667,dog,shoe,3807,504,>
6668,bird,park,20,109,<
6669,table cloth,candle,296,42,>
6670,building,banner,1497,252,>
6671,barrier,pant,134,42,>
6672,level,window,624,65,>
6673,herd,tail,524,0,>
6674,dog,bowl,1209,290,>
6675,veggie,pepper,94,21,>
6676,train,tire,409,16,>
6677,catcher,bleacher,77,188,<
6678,vase,cord,108,20,>
6679,train,flower,1632,226,>
6680,batter,baseman,95,8,>
6681,microwave oven,button,168,1,>
6682,tent,pair,213,73,>
6683,taxi,shirt,266,78,>
6684,fence,train,1203,3649,<
6685,pad,keyboard,31,200,<
6686,claw,parrot,8,145,<
6687,fence,skin,127,12,>
6688,tennis,dress,364,36,>
6689,leg,sheet,53,138,<
6690,bike,brick,979,403,>
6691,gravel,post,188,47,>
6692,camera,glass,1246,489,>
6693,window,skateboarding,4,137,<
6694,wii,sock,92,13,>
6695,infield,catcher,107,6,>
6696,hat,graffiti,88,374,<
6697,sheep,belly,275,34,>
6698,door,field,11,166,<
6699,display,pair,102,43,>
6700,lamp,bus,41,211,<
6701,kite,america,25,140,<
6702,couple,stripe,248,43,>
6703,stopper,toilet,0,104,<
6704,knob,table,19,605,<
6705,pizza,clock,153,45,>
6706,body,tire,199,27,>
6707,drawer,bedspread,16,119,<
6708,kid,basket,131,16,>
6709,ear,giraffe nose,117,35,>
6710,stone,stair,62,145,<
6711,parrot,flower,78,24,>
6712,head,toilet,19,125,<
6713,dog leash,bench,13,159,<
6714,light,string,107,253,<
6715,heap,snow,32,181,<
6716,knob,microwave,42,1746,<
6717,frisbee,beard,269,79,>
6718,tower,cow,26,141,<
6719,mountain,suv,112,19,>
6720,backpack,beach,16,202,<
6721,horse,design,172,39,>
6722,shirt,thumb,679,106,>
6723,cup,umbrella,150,734,<
6724,watch,cup,33,127,<
6725,dog,strawberry,109,5,>
6726,van,door,492,126,>
6727,person,track,16,124,<
6728,container,t-shirt,23,111,<
6729,saddle,helmet,277,69,>
6730,hydrant,bottom,154,52,>
6731,glass,number,575,129,>
6732,railing,bottom,123,44,>
6733,bush,tile,84,36,>
6734,tip,hill,1,140,<
6735,assortment,plate,74,27,>
6736,flag,smoke,10,111,<
6737,spoon,carrot,682,265,>
6738,towel,mouth,96,11,>
6739,elephant task,elephant,10,398,<
6740,refrigerator,pant,103,33,>
6741,bird,wire,456,1094,<
6742,bucket,sweater,11,97,<
6743,switch,jacket,1,132,<
6744,mountain,landscape,61,182,<
6745,ski stick,skier,92,229,<
6746,paint,handle,166,71,>
6747,face,bear,559,2473,<
6748,window,siding,109,511,<
6749,jar,book,27,91,<
6750,blazer,glass,225,24,>
6751,table,drawer,596,119,>
6752,pant,eye,892,56,>
6753,soda,dog,43,253,<
6754,knob,pant,2,125,<
6755,wave,torso,114,1,>
6756,bowl,control,103,22,>
6757,cow,camera,179,60,>
6758,apron,bag,233,57,>
6759,elephant,bucket,664,65,>
6760,mouth,flower,72,229,<
6761,fridge,knife,111,6,>
6762,tree,step,1484,415,>
6763,fur,car,27,150,<
6764,rock,beak,479,4,>
6765,light,costume,18,106,<
6766,pitcher,head,159,40,>
6767,sausage,tomato,159,64,>
6768,tie,rose,124,25,>
6769,basket,giraffe,249,745,<
6770,flag,gravel,25,122,<
6771,bag,passenger,20,261,<
6772,handle,jacket,81,832,<
6773,plate,coffee,599,172,>
6774,figurine,couch,6,111,<
6775,rope,bear,44,253,<
6776,door,train,896,9764,<
6777,horse,door,1042,178,>
6778,shaker,pizza,4,362,<
6779,box,curtain,201,565,<
6780,sandal,arm,34,81,<
6781,telephone,comforter,0,135,<
6782,tree,sofa,51,125,<
6783,screen,computer,183,563,<
6784,flag,day,9,319,<
6785,person,truck,40,100,<
6786,chain,sheep,22,92,<
6787,pant,monitor,80,27,>
6788,cow,woman,120,6,>
6789,cup,keyboard,157,986,<
6790,bench,tile,909,207,>
6791,jar,spot,104,15,>
6792,clothe,sock,106,8,>
6793,paw,carpet,19,130,<
6794,cookie,shirt,58,194,<
6795,crack,pizza,8,107,<
6796,window,weather,14,206,<
6797,light,cat,551,2513,<
6798,train,marking,157,21,>
6799,squash,bunch,24,122,<
6800,day,glove,198,5,>
6801,shirt,beanie,215,66,>
6802,handle,drawer,113,1273,<
6803,collar,rock,39,96,<
6804,leg,boot,257,82,>
6805,guy,eye,986,25,>
6806,barrel,truck,35,253,<
6807,tree,bolt,838,22,>
6808,mirror,pipe,698,144,>
6809,rim,tree,51,441,<
6810,mask,letter,110,11,>
6811,jacket,cord,281,80,>
6812,basket,door,96,530,<
6813,forest,dog,395,94,>
6814,monitor,button,1118,22,>
6815,wood,watch,160,19,>
6816,jet,door,328,26,>
6817,brush,leaf,223,34,>
6818,train,connector,99,2,>
6819,bear,glass,746,290,>
6820,vehicle,cow,128,314,<
6821,pole,crosswalk,119,416,<
6822,container,broccoli,405,150,>
6823,shoe,building,215,1929,<
6824,nail,rock,10,104,<
6825,lettering,skier,11,140,<
6826,toilet,label,232,4,>
6827,baseman,batter,8,95,<
6828,television,toy,97,17,>
6829,tree,foundation,71,29,>
6830,baby,pile,104,44,>
6831,elephant,cow,219,36,>
6832,shelf,stove,56,192,<
6833,logo,couple,8,97,<
6834,tan,eye,533,21,>
6835,claw,pair,3,100,<
6836,elephant,cushion,87,14,>
6837,train,trim,352,87,>
6838,boat,deck,344,135,>
6839,light,couch,173,1806,<
6840,racket,banner,46,116,<
6841,rock,giraffe nose,117,11,>
6842,phone,smile,104,34,>
6843,banner,train,29,276,<
6844,rug,bedspread,19,81,<
6845,vest,car,182,446,<
6846,zebra,stripe,26479,3351,>
6847,park,cap,163,16,>
6848,rug,lamp,1605,256,>
6849,hat,carrot,131,36,>
6850,brick,symbol,92,22,>
6851,table,crate,150,45,>
6852,handle,pepper,30,78,<
6853,fork,number,210,19,>
6854,cheese,chicken,63,155,<
6855,knife,drawer,52,126,<
6856,shirt,peice,114,14,>
6857,animal,sticker,125,6,>
6858,day,branch,108,3,>
6859,rack,stack,94,21,>
6860,lawn,door,173,10,>
6861,elephant,weather,17,96,<
6862,letter,strap,56,262,<
6863,bush,park,48,136,<
6864,number,awning,26,250,<
6865,pastry,car,81,25,>
6866,table cloth,handle,127,18,>
6867,cabinet,glass,818,271,>
6868,crumb,sauce,17,86,<
6869,day time,jacket,136,1,>
6870,chain,bus,18,135,<
6871,leaf,crosswalk,16,116,<
6872,wire,light,1876,396,>
6873,ostrich,spot,141,3,>
6874,rice,pepper,136,36,>
6875,toilet,drawer,335,96,>
6876,necklace,chain,87,31,>
6877,frisbee,shrub,72,170,<
6878,window,jeep,36,447,<
6879,jacket,tree,3932,9470,<
6880,building,foot,383,126,>
6881,lace,jean,3,166,<
6882,buckle,horse,0,239,<
6883,pasta,bowl,99,282,<
6884,cup,banner,11,101,<
6885,tooth,cup,101,13,>
6886,boat,crate,104,11,>
6887,portion,horse,76,234,<
6888,van,tire,1567,136,>
6889,umbrella,butterfly,132,4,>
6890,pedal,petal,92,34,>
6891,shirt,room,36,108,<
6892,shirt,bow tie,574,107,>
6893,shoe,garbage,32,75,<
6894,flower,phone,220,530,<
6895,table,barrel,101,23,>
6896,post,bridge,95,321,<
6897,bush,board,289,98,>
6898,baby,tooth brush,188,43,>
6899,snow,shoe,1798,394,>
6900,glove,logo,295,96,>
6901,phone,handle,226,47,>
6902,dog,field,419,1604,<
6903,letter,container,39,471,<
6904,symbol,tire,9,99,<
6905,table,eye,1265,89,>
6906,veggie,onion,138,45,>
6907,wheel,sneaker,141,485,<
6908,sweater,bracelet,292,11,>
6909,microphone,jacket,56,183,<
6910,kite,pair,1339,197,>
6911,chain,tree,481,1692,<
6912,hotdog,logo,101,5,>
6913,bush,hole,117,16,>
6914,building,minivan,242,97,>
6915,label,bear,53,184,<
6916,elephant,chain,1818,170,>
6917,snow,glass,1019,216,>
6918,railing,banner,80,27,>
6919,sign,sweater,215,629,<
6920,building,window,58855,4393,>
6921,bus,rack,407,151,>
6922,pan,mushroom,120,22,>
6923,eyebrow,suit,1,153,<
6924,light,decal,22,90,<
6925,wheel,guy,77,1312,<
6926,helmet,car,544,2779,<
6927,lid,vase,15,130,<
6928,button,sandwich,20,160,<
6929,sneaker,wheel,485,141,>
6930,spot,cake,16,212,<
6931,bag,sheep,39,191,<
6932,bus,wiper,551,61,>
6933,table,cabbage,114,46,>
6934,cord,blender,19,291,<
6935,scissors,thread,166,30,>
6936,wheel,cake,22,149,<
6937,pillar,tower,45,206,<
6938,handle,range,5,125,<
6939,jean,knife,97,41,>
6940,rock,foot,444,176,>
6941,pot,pant,93,233,<
6942,beard,eyebrow,177,10,>
6943,jacket,carriage,18,130,<
6944,stem,window,48,166,<
6945,tree,tube,191,33,>
6946,purse,van,57,139,<
6947,cabinet,design,187,54,>
6948,couch,controller,380,83,>
6949,bed,logo,154,2,>
6950,snow boarder,goggle,167,9,>
6951,racket,cap,601,73,>
6952,handle bar,tire,23,151,<
6953,thumb,pant,12,96,<
6954,shirt,sail,37,227,<
6955,stack,mug,173,66,>
6956,salad,sauce,310,25,>
6957,rhino,horn,117,8,>
6958,letter,mug,13,362,<
6959,branch,foliage,31,111,<
6960,ripple,raft,33,108,<
6961,onion,box,86,246,<
6962,skirt,bike,33,198,<
6963,selfie,light,103,6,>
6964,strap,carpet,23,112,<
6965,donut,cash register,12,88,<
6966,plane nose,engine,30,113,<
6967,mattress,carpet,129,53,>
6968,lettuce,head,100,18,>
6969,cap,kid,61,640,<
6970,hat,blanket,227,566,<
6971,toilet,flush,130,8,>
6972,pedestrian,bus,83,515,<
6973,pant,handle,580,94,>
6974,elephant trainer,elephant,44,217,<
6975,goat,pant,126,20,>
6976,fence,letter,1719,102,>
6977,jar,handle,219,74,>
6978,soap,window,3,169,<
6979,tennis,mouth,220,2,>
6980,cup,tshirt,7,116,<
6981,hand,pole,341,967,<
6982,boot,biker,3,113,<
6983,carriage,seat,98,9,>
6984,harness,horse,243,1357,<
6985,window,seagull,14,118,<
6986,scarf,table,117,440,<
6987,orange,shape,123,51,>
6988,glass,giraffe,87,595,<
6989,ear,shelf,10,162,<
6990,shingle,house,32,95,<
6991,ear,doll,20,281,<
6992,graffiti,umbrella,77,256,<
6993,design,cat,370,1383,<
6994,cd,keyboard,31,180,<
6995,bowl,button,528,74,>
6996,vest,eye,341,16,>
6997,hat,day,22,552,<
6998,face,plant,88,207,<
6999,star,kite,18,186,<
7000,train,horn,162,2,>
7001,plant,ribbon,105,18,>
7002,handle,rail,24,105,<
7003,grill,truck,57,601,<
7004,sticker,train,6,418,<
7005,bag,knob,264,25,>
7006,plant,handle,648,92,>
7007,dog,spot,3881,366,>
7008,beach,pebble,117,19,>
7009,t-shirt,suit,25,77,<
7010,shirt,garbage,347,135,>
7011,bed,fur,117,6,>
7012,wire,cake,18,87,<
7013,sink,letter,126,4,>
7014,number,cloth,8,132,<
7015,shelf,faucet,309,49,>
7016,pattern,tail,91,26,>
7017,sweater,plant,353,80,>
7018,giraffe,tip,768,11,>
7019,bottom,jean,102,482,<
7020,pepperoni,board,8,100,<
7021,cloth,candle,176,13,>
7022,bush,kid,46,130,<
7023,rose,cake,57,579,<
7024,toilet,paper,818,70,>
7025,stabilizer,tree,16,94,<
7026,dog,zipper,348,18,>
7027,seat,armrest,112,32,>
7028,leaf,couch,21,565,<
7029,duck,wing,289,68,>
7030,table,utensil,971,286,>
7031,branch,hole,103,20,>
7032,sandwich,bag,359,126,>
7033,post,paint,161,61,>
7034,ball,audience,47,149,<
7035,blanket,ladder,40,127,<
7036,cord,cabinet,33,322,<
7037,bedspread,pattern,97,11,>
7038,herd,leg,169,1,>
7039,bicycle,cup,108,8,>
7040,stem,sign,10,95,<
7041,cat nose,bottle,7,95,<
7042,animal,yak,154,51,>
7043,faucet,towel,335,1712,<
7044,lift,skier,101,31,>
7045,dress,person,155,36,>
7046,opening,vase,36,358,<
7047,tip,skier,1,353,<
7048,cliff,tree,263,65,>
7049,guy,smile,128,7,>
7050,branch,feather,529,103,>
7051,cabinet,mat,89,37,>
7052,toilet,chrome,172,10,>
7053,stem,vase,190,1215,<
7054,window,hook,152,34,>
7055,turf,sock,110,14,>
7056,plant,mug,111,47,>
7057,cable,leaf,139,31,>
7058,guy,logo,751,62,>
7059,shelf,cable,100,16,>
7060,field,lettering,236,12,>
7061,mirror,phone,464,65,>
7062,donut,palm,100,11,>
7063,design,mouth,99,14,>
7064,bowl,toast,41,103,<
7065,bag,carrot,502,211,>
7066,entry way,tree,32,87,<
7067,beach,wing,88,28,>
7068,whisker,key,73,28,>
7069,juice,fruit,23,92,<
7070,cat,shot,5,102,<
7071,hole,pair,48,378,<
7072,type,pepper,106,6,>
7073,lawn,window,1710,90,>
7074,jean,kid,261,762,<
7075,pebble,bear,14,87,<
7076,surfer,cord,397,51,>
7077,shirt,sideburn,121,24,>
7078,jean,mustache,116,14,>
7079,claw,rock,67,527,<
7080,balcony,truck,60,212,<
7081,bike,elephant,42,364,<
7082,bed,finger,101,4,>
7083,marking,wave,9,94,<
7084,tree,heap,119,13,>
7085,coat,snow,2528,6291,<
7086,pile,pole,276,90,>
7087,cd,desk,17,107,<
7088,car,cross walk,60,168,<
7089,catcher,cooler,140,4,>
7090,brake,bike,3,158,<
7091,mouth,patch,33,84,<
7092,park,sign,237,84,>
7093,head,elephant,139,1010,<
7094,cat,cat eating,125,40,>
7095,display,flower,160,27,>
7096,couch,pile,118,30,>
7097,keyboard,icon,304,11,>
7098,suite,tie,102,11,>
7099,pair,rider,12,96,<
7100,apple,pan,27,196,<
7101,boot,bench,106,783,<
7102,shelf,fridge,64,373,<
7103,bowl,jacket,46,348,<
7104,mirror,fence,67,255,<
7105,graffiti,panel,97,13,>
7106,ship,cow,91,32,>
7107,cow nose,cow,167,5304,<
7108,flag,soldier,17,119,<
7109,toddler,bowl,98,2,>
7110,pant,strap,504,137,>
7111,bed,t-shirt,208,31,>
7112,room,book,142,7,>
7113,pepperoni,plate,200,804,<
7114,wood,arm,260,94,>
7115,button,guy,76,911,<
7116,bottle,microwave oven,11,118,<
7117,patch,plane,200,508,<
7118,catcher,hand,364,81,>
7119,elephant,day,67,331,<
7120,fabric,flower,260,82,>
7121,candle,dress,47,257,<
7122,sign,skateboarding,10,168,<
7123,giraffe,penguin,111,5,>
7124,pant,day,13,457,<
7125,paddle,tree,77,180,<
7126,house,ball,208,60,>
7127,curtain,phone,706,117,>
7128,plate,dollop,158,35,>
7129,signpost,letter,255,28,>
7130,ear,tshirt,2,107,<
7131,sign,beam,65,216,<
7132,tree,firetruck,34,80,<
7133,portion,tennis,25,128,<
7134,point,snow,5,119,<
7135,pillar,bike,34,90,<
7136,pole,hood,96,40,>
7137,leaf,squirrel,55,194,<
7138,letter,plaque,6,152,<
7139,box,soda,175,43,>
7140,wood,flag,203,36,>
7141,forest,pant,317,13,>
7142,blade,knife,77,388,<
7143,diamond,train,2,136,<
7144,cow,pillar,97,9,>
7145,towel,trash,600,144,>
7146,cloth,bottom,105,37,>
7147,place mat,flower,131,30,>
7148,moose,tree,15,142,<
7149,knife,olive,222,38,>
7150,hand,tshirt,55,244,<
7151,spectator,hand,324,91,>
7152,device,cat,20,284,<
7153,pole,kid,145,435,<
7154,guy,rope,118,49,>
7155,tile,stain,101,33,>
7156,suit,vest,243,75,>
7157,dog,wrist,137,4,>
7158,sink,hinge,104,5,>
7159,jersey,stripe,149,37,>
7160,toy,hat,237,99,>
7161,porch,door,159,27,>
7162,wheel,shelf,30,125,<
7163,helmet,catcher,680,4723,<
7164,bed,ceiling,438,105,>
7165,bowl,veggie,337,79,>
7166,umbrella,t-shirt,584,163,>
7167,couch,ornament,170,9,>
7168,switch,blender,4,175,<
7169,bird,building,789,2234,<
7170,cover,banana,43,149,<
7171,pair,lawn,13,90,<
7172,orange,stain,111,13,>
7173,cord,eye,172,39,>
7174,tennis,stand,194,61,>
7175,shoe,park,26,437,<
7176,person,baby,30,107,<
7177,neck,suit,2,135,<
7178,towel,boat,29,269,<
7179,cord,stand,28,110,<
7180,animal,head,1594,281,>
7181,tooth brush,baby,43,188,<
7182,collar,tile,13,144,<
7183,elephant,barrier,79,26,>
7184,beach,snow,118,43,>
7185,soccer,shoe,647,5,>
7186,pant,bottle,811,76,>
7187,bird,couple,102,420,<
7188,eyebrow,guy,0,142,<
7189,ribbon,animal,33,345,<
7190,dock,hat,101,32,>
7191,zebra grazing,leaf,231,21,>
7192,sweater,glass,2248,440,>
7193,backpack,wire,31,84,<
7194,grape,lemon,40,99,<
7195,label,window,48,233,<
7196,goggle,arm,23,122,<
7197,plane,light,3052,450,>
7198,bear,letter,1215,100,>
7199,window,field,52,715,<
7200,backpack,handle,353,22,>
7201,flyer,sign,93,38,>
7202,head,handle,205,84,>
7203,bed,eye,754,12,>
7204,pillar,tree,389,1085,<
7205,plate,tree,229,754,<
7206,letter,ceiling,11,210,<
7207,toilet,rock,208,58,>
7208,glass,skirt,83,299,<
7209,bit,tree,58,163,<
7210,keyboard,apple,164,35,>
7211,person,bike,35,163,<
7212,pole,letter,5913,794,>
7213,phone,head board,0,104,<
7214,basket,shirt,491,1461,<
7215,pair,blouse,32,111,<
7216,weed,head,186,69,>
7217,hat,poster,82,200,<
7218,fridge,board,106,5,>
7219,door,scooter,68,201,<
7220,speck,pizza,9,104,<
7221,spot,bed,13,252,<
7222,clock,keyboard,45,179,<
7223,pastry,light,122,26,>
7224,glass,cow,62,228,<
7225,beak,wood,4,133,<
7226,paint,cow,25,121,<
7227,slope,boot,106,11,>
7228,star,boat,0,121,<
7229,trash,seat,41,106,<
7230,wrinkle,letter,89,13,>
7231,pan,sweater,15,137,<
7232,paw,puppy,37,276,<
7233,fridge,container,240,22,>
7234,fabric,spot,116,6,>
7235,vent,refrigerator,8,177,<
7236,railing,ear,162,17,>
7237,bed,face,259,24,>
7238,hole,bag,36,186,<
7239,bottom,railing,44,123,<
7240,hill,tower,206,61,>
7241,person,pant,219,673,<
7242,jet,missile,175,11,>
7243,graffiti,train,220,997,<
7244,utensil,window,15,129,<
7245,pitcher,cake,34,86,<
7246,camera,mirror,136,913,<
7247,clock,gargoyle,96,22,>
7248,juice,napkin,32,84,<
7249,couple,ear,405,18,>
7250,raft,shirt,285,24,>
7251,basket,lettuce,98,31,>
7252,phone,watch,596,62,>
7253,pant,crosswalk,15,183,<
7254,cheese,lunch,1,134,<
7255,bush,ripple,225,94,>
7256,whiteboard,keyboard,96,15,>
7257,relish,bun,31,92,<
7258,face,banana,99,421,<
7259,shirt,fist,100,39,>
7260,towel,steel,24,101,<
7261,train,car,6667,1185,>
7262,light,collection,25,98,<
7263,blind,poster,95,19,>
7264,skate board,skater,104,247,<
7265,plate,hamburger patty,76,24,>
7266,name,plane,72,650,<
7267,mouth,helmet,26,177,<
7268,tongue,hat,23,80,<
7269,tower,stone,278,115,>
7270,stove,magnet,190,9,>
7271,nostril,mane,1,135,<
7272,giraffe,bench,147,15,>
7273,chest,ear,108,34,>
7274,building,strap,283,44,>
7275,bottle,wheel,17,105,<
7276,office,desk,143,16,>
7277,head band,tennis,5,286,<
7278,mountain,letter,831,29,>
7279,cup,box,198,635,<
7280,camera,vehicle,42,111,<
7281,vase,lip,124,10,>
7282,shirt,plug,137,9,>
7283,spot,eye,548,229,>
7284,kid,person,151,31,>
7285,hat,jacket,1878,7976,<
7286,drawer,monitor,45,121,<
7287,goggle,hill,21,539,<
7288,mirror,paper,250,43,>
7289,switch,clock,22,141,<
7290,pizza,car,259,98,>
7291,lamb,sheep nose,192,2,>
7292,hat,robe,6,139,<
7293,plate,dot,495,44,>
7294,foot,umpire,8,148,<
7295,light,sandwich,40,403,<
7296,cat,case,502,126,>
7297,frisbee,court,24,180,<
7298,jacket,sheep,194,717,<
7299,tomato,menu,20,90,<
7300,rug,cushion,265,94,>
7301,toaster,window,27,230,<
7302,mountain,leaf,1443,107,>
7303,pile,lemon,170,14,>
7304,window,kid,225,752,<
7305,magazine,bed,19,213,<
7306,jean,couch,238,698,<
7307,sticker,stripe,22,143,<
7308,van,field,16,103,<
7309,surfer,dog,252,74,>
7310,dog,crack,579,119,>
7311,handle,camera,31,130,<
7312,shutter,bench,27,118,<
7313,wheel,biker,31,91,<
7314,packet,bowl,21,146,<
7315,toilet,plant,486,142,>
7316,ear,glass,123,1223,<
7317,elephant,calf,211,69,>
7318,cop,shirt,102,8,>
7319,couple,suit,283,84,>
7320,bicyclist,bus,39,132,<
7321,head,doll,26,75,<
7322,suit,plate,209,32,>
7323,knob,steel oven,2,146,<
7324,snow,heap,181,32,>
7325,bit,vegetable,10,104,<
7326,flower,fridge,25,159,<
7327,avocado,vegetable,26,77,<
7328,umbrella,strap,1172,36,>
7329,flag,dock,52,149,<
7330,cow nose,animal,17,186,<
7331,paper,coat,31,194,<
7332,leaf,puddle,25,76,<
7333,button,beach,4,112,<
7334,sandwich,mustard,322,11,>
7335,signage,tree,31,90,<
7336,icing,train,28,80,<
7337,portion,animal,37,100,<
7338,table,finger,593,71,>
7339,collar,tooth,103,25,>
7340,number,sleeve,35,104,<
7341,suit,jean,167,65,>
7342,paint,train,110,1285,<
7343,paper,cap,175,69,>
7344,tree,feeder,147,45,>
7345,kite,jean short,91,26,>
7346,clock,series,23,98,<
7347,glove,kite,6,179,<
7348,lid,plate,70,456,<
7349,toaster,door,26,247,<
7350,soup,utensil,91,12,>
7351,foot,pant,279,942,<
7352,beach,face,107,7,>
7353,flock,sheep,1922,212,>
7354,trim,building,128,490,<
7355,basket,number,141,13,>
7356,button,control,145,3265,<
7357,skier,mitten,108,17,>
7358,goggle,skiing,10,272,<
7359,frisbee,basket,43,136,<
7360,leaf,crane,14,108,<
7361,chin,tie,44,320,<
7362,stripe,zebras,52,137,<
7363,book,eye,655,82,>
7364,cap,stand,35,236,<
7365,dog,frisbee,14583,3124,>
7366,building,point,176,31,>
7367,sofa,bottle,179,5,>
7368,bear,path,42,120,<
7369,clock,rug,30,324,<
7370,ear,wire,77,448,<
7371,cup,lamp,63,398,<
7372,arm,spectator,44,194,<
7373,rabbit,ear,117,8,>
7374,collection,vase,169,34,>
7375,fixture,guy,17,101,<
7376,mountain,van,245,55,>
7377,desk,eye,123,2,>
7378,lawn,pant,90,26,>
7379,handle,vase,165,1411,<
7380,jean,bus,119,1045,<
7381,tail,frisbee,62,148,<
7382,ridge,elephant,13,105,<
7383,jacket,boat,287,1146,<
7384,sticker,sign,471,2807,<
7385,bottom,pizza,122,576,<
7386,mound,zebra,34,127,<
7387,tile,stand,57,144,<
7388,train,icing,80,28,>
7389,couch,leaf,565,21,>
7390,box,frisbee,26,88,<
7391,boat,fruit,235,48,>
7392,bike,basket,1052,83,>
7393,cat,card,100,10,>
7394,dog,boulder,124,40,>
7395,knob,hood,4,101,<
7396,statue,post,132,55,>
7397,chest,pillow,294,81,>
7398,bowl,pillow,87,411,<
7399,counter,kitchen,102,497,<
7400,seat,elephant,139,661,<
7401,mouse,book,156,843,<
7402,skirt,wheel,92,27,>
7403,neck,fence,67,234,<
7404,baby,tie,414,93,>
7405,bike,spot,171,35,>
7406,plane,fin,347,54,>
7407,kitchen,bag,265,24,>
7408,dot,blanket,29,158,<
7409,guy,bottom,433,72,>
7410,pitcher,pizza,39,302,<
7411,bottle,vegetable,55,179,<
7412,giraffe,glass,595,87,>
7413,guard,sign,108,44,>
7414,rider,shirt,416,117,>
7415,bag,rail,52,123,<
