,o1,o2,>,<,typical
20680,glass object,vase,48,73,">,<"
20681,focus tree,tennis fence,31,81,<
20682,broccoli piece,pile,13,106,<
20683,fingernail,sugar donut,0,107,<
20684,adult zebra,foliage,132,87,">,<"
20685,pole street sign,window pane,92,15,>
20686,bear,office window,122,3,>
20687,bike,wave,71,35,">,<"
20688,group,grizzly bear,133,63,">,<"
20689,banana,salad bowl,16,86,<
20690,tree,flood light,107,45,>
20691,twin size bed,room window,94,16,>
20692,size tree,powder snow,47,117,<
20693,cake,person finger,255,0,>
20694,horse,dirt path,57,158,<
20695,bench,baseball shoe,102,11,>
20696,glass bus window,town car,91,303,<
20697,counter,soda cup,78,62,">,<"
20698,sunglass,straw,91,29,>
20699,rock,elephant skin,44,67,">,<"
20700,catcher hand,baseball bat,84,213,<
20701,church bench,glass window,121,1,>
20702,fence post,dairy cow,70,78,">,<"
20703,street edge,building front,43,129,<
20704,snow track,ski coat,145,68,">,<"
20705,sign letter,station sign,23,205,<
20706,forest,river rock,101,3,>
20707,area rug,candle,138,0,>
20708,part,panel truck,1,182,<
20709,pair,grass field,38,345,<
20710,train engine headlight,train car,15,613,<
20711,chain,melting snow,34,168,<
20712,horse tail,leather riding boot,131,32,>
20713,sun,palm tree,105,110,">,<"
20714,tie,sunglass,305,169,">,<"
20715,rock mountain,bush,141,49,>
20716,cedar tree,snow,101,33,>
20717,pillar,umbrella,95,60,">,<"
20718,box kite,beach,36,140,<
20719,toilet,mop bucket,273,10,>
20720,motorcycle tire,bike number,125,18,>
20721,snow patch,spruce tree,50,139,<
20722,leather hat,chestnut horse,13,248,<
20723,tower top,brick tower,2,163,<
20724,elephant skin,mama elephant,48,224,<
20725,onion ring,glass,57,149,<
20726,train engine,set,328,248,">,<"
20727,flower vase,tulip flower,113,34,>
20728,ear,teddy bear,71,2431,<
20729,pillar,dome top,55,75,">,<"
20730,leg,kid,45,153,<
20731,amtrak train,train station sign,90,11,>
20732,metal pole,detour sign,42,102,<
20733,player head,base ball player,8,176,<
20734,toilet seat top,toilet seat,44,113,<
20735,dish food,sesame seed,97,38,>
20736,airport terminal building,bus,78,39,">,<"
20737,suit,business suit,87,92,">,<"
20738,sheep,valley,39,134,<
20739,traffic arrow,police motorcycle,6,117,<
20740,root vegetable,soup bowl,31,101,<
20741,kitchen table,tomato pizza,45,111,<
20742,bush tree,roadside,66,44,">,<"
20743,sale boat,flag,206,12,>
20744,ski coat,snow,258,320,">,<"
20745,stunt plane,plume,17,128,<
20746,decker train,train station building,547,192,>
20747,flatscreen television,room window,27,150,<
20748,jacket,woman hand,145,9,>
20749,market umbrella,city building,33,88,<
20750,train engine headlight,speed train,13,888,<
20751,orange,toy cat,63,44,">,<"
20752,banana tree,banana tree leaf,715,157,>
20753,guy,sandal,106,18,>
20754,part,bus route sign,34,120,<
20755,bird leg,duck,9,505,<
20756,handicap sticker,person skateboard,8,98,<
20757,blood orange,fork,75,32,>
20758,kid shirt,tennis shoe,78,24,>
20759,taxi car,building window,692,73,>
20760,group,glass train window,105,24,>
20761,car front,traffic arrow,53,51,">,<"
20762,brick,bush,212,214,">,<"
20763,pant guy,group,63,161,<
20764,road side,awning,98,22,>
20765,bedside table lamp,queen size bed,0,427,<
20766,letter,crystal glass,12,95,<
20767,surf shirt,group,47,435,<
20768,ski jacket,ski sign,496,220,">,<"
20769,umpire uniform,baseball uniform shirt,163,33,>
20770,sheep,edge,103,34,>
20771,fruit plate,bread knife,122,10,>
20772,boat,lighthouse,123,22,>
20773,shepherd dog,dirt,65,38,">,<"
20774,tree trunk,zebra mane,225,70,>
20775,capital letter,bus,13,298,<
20776,guy,bunch banana,130,57,">,<"
20777,onion,banana bunch,39,181,<
20778,ribbon,teddy,48,262,<
20779,pair,baseball game,11,113,<
20780,horse,sweater,162,15,>
20781,palm tree,race horse,35,67,">,<"
20782,cat eye,screen door,2,100,<
20783,coffee table,control,204,5,>
20784,flower,shadow,105,213,">,<"
20785,leaf,rock stone,21,128,<
20786,computer wire,apple laptop,8,164,<
20787,clock face,clock number,595,90,>
20788,vanilla cupcake,velvet cupcake,68,32,">,<"
20789,banner,frisbee,76,61,">,<"
20790,rise apartment building,highrise building,71,96,">,<"
20791,edge,adult bird,10,137,<
20792,car train,train car door,104,6,>
20793,car antenna,house cat,28,117,<
20794,carrot top,calico cat,59,46,">,<"
20795,nike hat,frisbee,78,306,<
20796,sky plane,plane wing,633,40,>
20797,teaspoon,plate table,49,80,">,<"
20798,cake plate,velvet cake,109,29,>
20799,aeroplane,sky plane,47,71,">,<"
20800,sofa,part,310,12,>
20801,front,mom giraffe,606,986,">,<"
20802,motorcycle,sweater,126,53,>
20803,court fence,fence post,101,1,>
20804,grandfather clock,clock number,122,34,>
20805,field,grass field zebra,249,102,>
20806,brownie cup cake,cake table,35,69,">,<"
20807,train window,passenger train window,363,280,">,<"
20808,giraffe horn,acacia tree,28,1195,<
20809,breakfast food,egg,1044,150,>
20810,dresser,curtain,115,112,">,<"
20811,taxi car,parking street sign,112,19,>
20812,tennis fence,tennis racket,1333,180,>
20813,bedroom window,building front,7,103,<
20814,fork,baby carrot,137,72,">,<"
20815,computer part,glass part,125,82,">,<"
20816,glass train window,tree,10,131,<
20817,adult zebra,tree,402,341,">,<"
20818,sidewalk brick,parking meter,63,202,<
20819,decker train,jacket,168,24,>
20820,metal letter,clock face number,161,28,>
20821,pack,powder snow,120,648,<
20822,shirt,mirror reflection,129,74,">,<"
20823,kite handle,dog,1,147,<
20824,tablecloth,wine glass,507,147,>
20825,runway light,mountain,11,106,<
20826,metal dinner fork,knife utensil,111,26,>
20827,batter hand,shirt button,85,30,>
20828,dog tail,dog,258,5002,<
20829,ski pole,shadow,179,243,">,<"
20830,polo shirt,hand,700,161,>
20831,motorcycle headlight,focus tree,28,115,<
20832,shirt,bunch,91,230,<
20833,lemon,apron,3,111,<
20834,fire house,street sign,149,45,>
20835,spinach pizza,cheese pizza slice,102,9,>
20836,fence,grass giraffe,130,174,">,<"
20837,bush,bush branch,376,173,">,<"
20838,frisbee,frisbee game,153,688,<
20839,skiing helmet,pine tree,41,232,<
20840,sheep,dog truck,50,97,">,<"
20841,phone pole,stop sign,58,102,">,<"
20842,wall art,pillow,79,38,">,<"
20843,board surfer,wave top,229,319,">,<"
20844,bracelet,tennis shirt,10,341,<
20845,toll sign,street light,21,80,<
20846,tennis racket,person head,491,27,>
20847,building window,avenue sign,24,87,<
20848,mountain,airport truck,142,66,">,<"
20849,fence,bush tree,214,185,">,<"
20850,motorcycle part,vintage motorcycle,1,321,<
20851,potato,food container,63,99,">,<"
20852,tree,wheel,102,16,>
20853,chain,baby elephant,22,106,<
20854,storefront window,sidewalk brick,49,53,">,<"
20855,tug boat,river boat,59,63,">,<"
20856,bus window,backpack,54,222,<
20857,water bottle,air front,16,91,<
20858,curtain,pile,83,35,>
20859,metal bar,focus tree,25,81,<
20860,bush tree,view mirror,161,12,>
20861,skiing slope,part,215,1,>
20862,headband,sunglass,68,42,">,<"
20863,motor boat,water body,20,169,<
20864,shade tree,street car,290,49,>
20865,airplane,plane wheel,405,8,>
20866,taxi car,door car,152,137,">,<"
20867,dress suit,crystal glass,494,83,>
20868,sunglass,capitol building,11,114,<
20869,bird,herd animal,27,141,<
20870,tail wing,jet,28,189,<
20871,twig,giraffe spot,79,21,>
20872,train car,train engine windshield,237,8,>
20873,traffic light,phone wire,138,335,<
20874,zoo,animal ear,148,1,>
20875,sheep dog,herd,31,280,<
20876,microphone,watch,97,21,>
20877,bunch,nike shirt,81,21,>
20878,freight train,storage building,111,28,>
20879,part,woman hand,143,63,">,<"
20880,train car,train track side,215,161,">,<"
20881,banana bunch,cardboard box,89,91,">,<"
20882,sunglass,pole,42,67,">,<"
20883,sweatshirt,skateboard,563,979,">,<"
20884,streetlight,bus window,86,27,>
20885,metal hand,cell phone,75,99,">,<"
20886,dog,bikini top,100,10,>
20887,downtown building,traffic signal,116,16,>
20888,passenger platform,glass train window,159,25,>
20889,train front,pebble,93,53,">,<"
20890,kitchen window,stove handle,114,0,>
20891,exhaust,fighter jet,29,75,<
20892,ear,hand,34,492,<
20893,bird eye,bird tail,10,434,<
20894,shoe,motorcycle,30,828,<
20895,wood table,cherry wood,79,44,">,<"
20896,ski hill,ski jacket,1112,173,>
20897,conifer tree,train front,358,76,>
20898,salad bowl,broccoli,736,249,>
20899,stripe shirt,adult zebra,8,101,<
20900,tennis shirt,tennis bag,217,83,>
20901,toilet paper roll,bathroom curtain,0,152,<
20902,bag,plaid shirt,70,101,">,<"
20903,car,street edge,140,48,>
20904,wedding cake,hand,108,12,>
20905,motorcycle,curb,183,53,>
20906,crystal glass,elephant,14,122,<
20907,duck,wing feather,250,19,>
20908,wii controller,glass part,94,26,>
20909,spoon,strawberry,122,58,">,<"
20910,base ball,baseball,105,120,">,<"
20911,tabby cat,gym shoe,68,32,">,<"
20912,mustard,food paper,31,176,<
20913,tennis ball,section,52,187,<
20914,motorcycle,yamaha motorcycle,23,90,<
20915,building front,top,255,109,>
20916,commuter train,train side,93,25,>
20917,column,umbrella,108,31,>
20918,train roof,tree,45,64,">,<"
20919,shuttle bus,size tree,97,51,">,<"
20920,sock,street bench,3,138,<
20921,person arm,person head,247,555,">,<"
20922,skiing glove,skateboarder,5,111,<
20923,building roof,train station building,39,191,<
20924,bird tail,baby bird,50,510,<
20925,surfboard riding wave,water splash,222,57,>
20926,baseball hat,baseball bat,68,332,<
20927,baseball uniform shirt,umpire uniform,33,163,<
20928,toilet lid,toilet seat lid,124,119,">,<"
20929,shirt button,bowtie,87,195,">,<"
20930,door car,metal fence,42,70,">,<"
20931,metal car,skateboard,29,102,<
20932,capital print letter,speed train,4,99,<
20933,mother,animal ear,144,2,>
20934,motorcycle tire,leather motorcycle seat,123,25,>
20935,traffic light,block letter,83,27,>
20936,skateboard trick,skateboarding sneaker,206,4,>
20937,ben clock,block clock,54,73,">,<"
20938,bicycle wheel,speed bike,50,162,<
20939,window pane,chair cat,16,99,<
20940,baseball jersey,chain link fence,21,124,<
20941,truck wheel,truck,16,163,<
20942,house plant,plant pot,108,23,>
20943,snowboard jacket,snow,187,300,">,<"
20944,tie dye shirt,birthday candle,86,18,>
20945,train front,train sign,397,58,>
20946,kitchen floor tile,cabinet door,44,124,<
20947,floor lamp,fireplace,34,102,<
20948,clock hour number,clock number,16,95,<
20949,flatscreen tv,mirror,51,132,<
20950,pizza crust,bread bowl,81,41,">,<"
20951,dirt,farm building,67,74,">,<"
20952,plenty fruit,stack,163,146,">,<"
20953,leg,ski,25,94,<
20954,flip phone,thumb,108,13,>
20955,cow,water body,261,721,<
20956,bathroom vanity,bathroom towel,115,0,>
20957,baseball helmet,baseball player pant,13,241,<
20958,picnic table,picnic bench,303,198,">,<"
20959,umbrella,sunglass,519,112,>
20960,milk cow,oil spot,149,2,>
20961,fruit stand,banana bunch,141,12,>
20962,crystal glass,person head,89,81,">,<"
20963,leaf,river rock,131,189,">,<"
20964,grass elephant,boulder rock,114,59,">,<"
20965,plaid tablecloth,apple,45,91,">,<"
20966,building window,building doorway,33,125,<
20967,cell phone,buildinga building,44,75,">,<"
20968,dog,toilet,54,56,">,<"
20969,sheep,dog herding sheep,552,455,">,<"
20970,board surfer,water spray,100,87,">,<"
20971,mountain,tree,738,297,>
20972,amber light,shirt,19,171,<
20973,skateboard guy,nike shirt,709,230,>
20974,tan,spot giraffe,86,88,">,<"
20975,apple mouse,computer monitor,34,1378,<
20976,pair,surfer hand,81,44,">,<"
20977,sign pole,sign letter,286,64,>
20978,tennis racket,sandal,94,7,>
20979,pair,something,58,123,">,<"
20980,cop car,traffic arrow,162,47,>
20981,train front,lettering,105,17,>
20982,kid hand,kid shirt,53,125,<
20983,grass field zebra,grass section,146,75,">,<"
20984,skateboarding shoe,skating board,25,112,<
20985,cabinet,shirt,37,92,<
20986,branch tree,branch,72,31,">,<"
20987,transit train,iron leaf,159,9,>
20988,safety jacket,bush tree,20,88,<
20989,ski jump,powder snow,106,63,">,<"
20990,tree trunk,nike shirt,200,159,">,<"
20991,basement window,iron leaf,34,69,">,<"
20992,bus window,greyhound bus,24,354,<
20993,view,tree trunk,97,58,">,<"
20994,column,statue,45,64,">,<"
20995,library book,book case shelf,39,98,<
20996,grass field,longhorn cow,270,64,>
20997,stripe,plane engine,98,28,>
20998,grass patch,mother sheep,14,274,<
20999,lamp,rug,42,287,<
21000,egg,crust edge,153,27,>
21001,hand,t-shirt,81,333,<
21002,baseball uniform pant,dirt,211,213,">,<"
21003,chilli dog,sandwich plate,40,122,<
21004,bench,panama hat,197,21,>
21005,lunch truck,buildinga building,89,48,">,<"
21006,desk,desk drawer,91,9,>
21007,mirror,bathroom light,92,8,>
21008,dress,eyeglass,123,17,>
21009,base ball field,sneaker,116,3,>
21010,refrigerator,wood,70,52,">,<"
21011,mountain rock,ski,45,75,">,<"
21012,carrot,noodle,32,72,">,<"
21013,jacket,brick building,35,219,<
21014,giraffe leg,giraffe,686,5838,<
21015,freezer part,dishwasher,21,182,<
21016,truck tire,door truck,22,327,<
21017,suitcase,pair,912,187,>
21018,train side,stripe bullet train,26,209,<
21019,vase flower,faucet,112,61,">,<"
21020,bus entry door,stop sign,13,138,<
21021,grass edge,adult zebra,72,332,<
21022,stove,freezer part,210,26,>
21023,dinner napkin,knife utensil,217,17,>
21024,pair,khaki pant,35,99,<
21025,cookie,dessert,80,67,">,<"
21026,metal pole,paint,128,72,">,<"
21027,catcher hand,tennis ball,136,118,">,<"
21028,hat,cap,124,62,">,<"
21029,goat,sheep fur,175,15,>
21030,finger food,bread knife,80,26,>
21031,lunch truck,graffiti,83,20,>
21032,motorcycle seat,police patrol motorcycle,17,156,<
21033,baseball uniform pant,baseball shoe,803,71,>
21034,story house,basement window,117,0,>
21035,stove,stove burner,176,25,>
21036,chrome sink,faucet,223,14,>
21037,headdress,group,15,124,<
21038,lady head,surfboard,21,579,<
21039,bottom,stuff bear,19,81,<
21040,bus sign,part,120,136,">,<"
21041,polo shirt,sign letter,95,20,>
21042,towel,tuxedo cat,28,136,<
21043,tower clock,tower roof,142,505,<
21044,tree trunk,barren tree,11,109,<
21045,brick apartment building,focus tree,70,71,">,<"
21046,part,snowboard jacket,53,363,<
21047,guy,base ball hat,181,12,>
21048,row window,concrete,43,89,">,<"
21049,brick building,clock hand,100,1,>
21050,sandwich plate,cafe table,92,67,">,<"
21051,bathroom mirror,bathroom item,105,12,>
21052,produce,fruit pile,98,37,>
21053,train car,train car door,251,14,>
21054,sandwich meat,turkey sandwich,12,94,<
21055,metal pole,street sign pole,338,335,">,<"
21056,pair,zipper,148,11,>
21057,train track,telephone pole,187,33,>
21058,building front,brick,519,587,">,<"
21059,motor cycle helmet,motorcycle,277,4780,<
21060,tennis hat,tennis skirt,85,313,<
21061,sign letter,brow tree,17,369,<
21062,grass patch,oak tree,33,139,<
21063,tennis racket,hair band,107,5,>
21064,fishing pole,fishing boat,48,153,<
21065,bicycle,bus door,134,47,>
21066,shell suitcase,suitcase handle,203,3,>
21067,home plate base,baseball player,170,1290,<
21068,amtrak logo,speed train,4,112,<
21069,group,trash bag,88,14,>
21070,mountain top,snowboard,157,109,">,<"
21071,animal ear,cow,27,984,<
21072,athlete,tennis shirt,129,5,>
21073,beverage glass,lunch plate,67,179,<
21074,police bike,glass window,130,2,>
21075,grape tomato,salad bowl,15,178,<
21076,cat,power button,126,0,>
21077,trash,nike shirt,52,65,">,<"
21078,windshield,road side,40,93,">,<"
21079,leaf,profile view,11,90,<
21080,part,rock building,52,263,<
21081,focus tree,peacoat,93,21,>
21082,palm tree,cruise boat,45,67,">,<"
21083,plane kite,shirt,143,54,>
21084,wristband,tennis skirt,11,195,<
21085,ski hat,pant skier,4,297,<
21086,blanket,pillow,1764,709,>
21087,wine glass,table plate,308,373,">,<"
21088,palm tree,street lamp,161,84,">,<"
21089,winter day,ski jacket,141,5,>
21090,collard shirt,cooking pot,124,26,>
21091,bride groom,bride,57,137,<
21092,tile,window front,33,89,<
21093,wall socket,bathroom mirror,0,115,<
21094,powder snow,nike shirt,228,62,>
21095,glass train window,focus tree,38,207,<
21096,wii controller,stripe shirt,48,71,">,<"
21097,tennis shoe,pant,37,210,<
21098,metal gate,giraffe,64,93,">,<"
21099,window view,pillow,166,64,>
21100,river edge,water body,9,98,<
21101,market umbrella,hat,335,55,>
21102,snow suit,ski hat,183,18,>
21103,toilet bowl,bathroom door,29,122,<
21104,motorcycle kickstand,honda motorcycle,0,174,<
21105,grizzly bear,hazel eye,599,21,>
21106,bowling shoe,shirt,14,285,<
21107,jacket,stop sign,93,90,">,<"
21108,set,street sign,139,38,>
21109,bus front,traffic pole,97,109,">,<"
21110,elephant,bamboo tree,752,720,">,<"
21111,ball person,tennis racket,54,270,<
21112,sheep leg,herd animal,19,268,<
21113,clay court,tennis player,431,324,">,<"
21114,bird beak,leaf,72,606,<
21115,mac laptop,sunglass,203,21,>
21116,vase flower,saucer,27,88,<
21117,pizza pan,pizza spatula,86,21,>
21118,propeller plane,jet window,147,4,>
21119,pillow,dresser drawer,62,41,">,<"
21120,train,train roof,124,94,">,<"
21121,group,landscape,12,102,<
21122,elephant,jacket,338,49,>
21123,train container,freight train,12,147,<
21124,water bottle,bicycle wheel,3,153,<
21125,poodle dog,ear,249,27,>
21126,parachute kite,lizard kite,57,59,">,<"
21127,ski track,skiing slope,49,68,">,<"
21128,door car,bus tire,145,60,>
21129,toilet paper roll,chair cat,4,101,<
21130,fall leaf,wood park bench,78,232,<
21131,gravel,orange,69,73,">,<"
21132,wii,sweater,118,81,">,<"
21133,shower drain,towel,9,98,<
21134,train wire,part,304,18,>
21135,speed train,train front,3788,502,>
21136,house cat,luggage,67,71,">,<"
21137,picnic table bench,picnic table,63,104,">,<"
21138,lettering,powder snow,8,135,<
21139,mac laptop,blind,200,155,">,<"
21140,hotel room bed,nightstand,324,19,>
21141,engine train,glass window,117,4,>
21142,glass,wine,137,126,">,<"
21143,street edge,pant,24,101,<
21144,orange,passenger train window,95,15,>
21145,bush tree,tree giraffe,154,118,">,<"
21146,rubber wet suit,wetsuit,62,88,">,<"
21147,handicap sticker,street sign,30,410,<
21148,night stand,queen size bed,2,154,<
21149,tarmac,airport building,104,35,>
21150,building side,bird,82,22,>
21151,polo shirt,sneaker,99,23,>
21152,garbage bag,brick,52,84,">,<"
21153,onion,sandwich meat,18,88,<
21154,bus mirror,bus sign,51,70,">,<"
21155,adult zebra,herd animal,587,495,">,<"
21156,branch leaf,tree branch,92,333,<
21157,metal post,fire hydrant,41,84,">,<"
21158,truck,building window,108,1,>
21159,shoe,fire hydrant,31,260,<
21160,street lamp,traffic light,462,204,">,<"
21161,delta airplane,airplane nose,381,21,>
21162,apple computer monitor,laptop mouse,106,1,>
21163,toilet,bath mat,117,31,>
21164,parking meter,stop sign,68,48,">,<"
21165,text,lettering,111,74,">,<"
21166,ear,pant,30,450,<
21167,baseball glove,glove catcher,67,512,<
21168,metal fence,ramp skateboarder,80,52,">,<"
21169,flower stem,glass vase,26,206,<
21170,bus,hand,162,26,>
21171,wave ripple,water surfer,36,189,<
21172,airplane landing wheel,delta airplane,0,101,<
21173,train crossing sign,train station building,4,110,<
21174,metal park bench,town car,175,2,>
21175,bush tree,horse fence,97,94,">,<"
21176,purse,car,54,97,">,<"
21177,tree trunk,skateboard wheel,159,13,>
21178,baseball uniform shirt,baseball cleat,178,9,>
21179,branch bird,bird tail,129,2,>
21180,flower,steam train,14,115,<
21181,delta plane,jet engine,634,32,>
21182,wrinkle,elephant trunk,62,511,<
21183,tail wing,bird eye,129,8,>
21184,skating helmet,snowboard jacket,14,88,<
21185,elephant,pair,419,94,>
21186,animal head,sheep,11,173,<
21187,cow tail,grass field,10,191,<
21188,elephant eye,bamboo tree,1,127,<
21189,mom elephant,dirt,391,158,>
21190,glove catcher,baseball stand,62,41,">,<"
21191,street post,building front,46,75,">,<"
21192,part,statue,60,275,<
21193,kitchen sink,trim window,20,135,<
21194,pant,shoe,1466,172,>
21195,leather suitcase,suit case handle,128,9,>
21196,part,monkey,0,162,<
21197,medicine cabinet,toilet,78,84,">,<"
21198,toilet sink,bathroom mirror,86,133,">,<"
21199,group,storefront window,100,28,>
21200,street sign,tan,45,142,<
21201,banana bunch,shirt,283,353,">,<"
21202,mac laptop,cellphone,103,1,>
21203,lamp shade,curtain,32,478,<
21204,parking lot,part,172,18,>
21205,jean jacket,shoe,199,15,>
21206,street light,palm tree,138,502,<
21207,shoelace,skateboard,6,585,<
21208,brick building,cock pit window,314,12,>
21209,shirt,shirt collar,151,30,>
21210,bush tree,police car,103,21,>
21211,trunk tree,adult elephant,132,188,">,<"
21212,metal bicycle,bicycle pedal,113,0,>
21213,plate top,soup spoon,93,76,">,<"
21214,shag rug,area carpet,113,47,>
21215,skateboard,iron leaf,582,107,>
21216,suitcase,shirt,438,288,">,<"
21217,propeller airplane,airport building,168,44,>
21218,bunch banana,ring,145,17,>
21219,pizza top,pizza board,44,140,<
21220,train roof,set,56,98,">,<"
21221,tuxedo cat,mouse,100,8,>
21222,camera,front,69,140,">,<"
21223,tower clock,building column,29,77,<
21224,crystal glass,pair,369,238,">,<"
21225,bread bowl,pizza top,66,100,">,<"
21226,car front,focus tree,86,202,<
21227,row boat,waterfront,196,43,>
21228,mustard,chilli dog,17,178,<
21229,ice,ski jacket,193,83,">,<"
21230,catcher,banner,58,44,">,<"
21231,part,collection,9,94,<
21232,skiing glove,grove tree,8,94,<
21233,crust edge,jelly donut,18,125,<
21234,coffe cup,shirt,12,100,<
21235,fron tire,door car,12,1018,<
21236,tree,bull,124,56,">,<"
21237,contrail,jet smoke,71,61,">,<"
21238,adult bird,parrot beak,473,19,>
21239,passenger bus window,city bus,1,114,<
21240,skateboard guy,skate board trick,21,109,<
21241,bird,flamingo,165,86,">,<"
21242,front,side,78,27,>
21243,stone brick,stone,39,64,">,<"
21244,animal ear,wool sheep,5,99,<
21245,bag,cat fur,93,33,>
21246,tennis player,tennis bag,258,29,>
21247,group,paddle boat,105,37,>
21248,bath tub,tile,220,47,>
21249,dirt path,horse,158,57,>
21250,lady skier,fir tree,101,70,">,<"
21251,horse,rider,188,105,">,<"
21252,decker bus,glass window,493,2,>
21253,paint,bush tree,46,227,<
21254,snowboard,snow patch,520,90,>
21255,food paper,restaurant table,54,86,">,<"
21256,ear,eyeglass,20,243,<
21257,grocery bag,banana,64,38,">,<"
21258,bird,shade tree,28,238,<
21259,head light,motorbike,8,115,<
21260,honda motorcycle,motorcycle mirror,425,6,>
21261,person arm,dog,47,97,">,<"
21262,water bird,grass patch,230,39,>
21263,pine leaf,ski slope,3,111,<
21264,baseball player,bleacher,199,180,">,<"
21265,group,wine glass,462,36,>
21266,branch,navel orange,120,130,">,<"
21267,pizza top,tomato pizza,118,1071,<
21268,dirt spot,baby horse,16,266,<
21269,field front,sheep dog,152,103,">,<"
21270,tennis shoe,car,43,65,">,<"
21271,building window,lamp post,46,366,<
21272,nightstand,hotel bed,25,319,<
21273,ramen noodle,soup bowl,27,183,<
21274,bed pillow,blanket,44,139,<
21275,group,ripple,298,66,>
21276,hat,surf shirt,17,94,<
21277,basil leaf,pizza cheese,35,154,<
21278,sunglass,fish kite,12,181,<
21279,pair,giraffe neck,81,26,>
21280,clock,clock time,85,30,>
21281,part,collar,72,66,">,<"
21282,person head,bike,5,160,<
21283,brick clock tower,street light,93,10,>
21284,rain,rainbow umbrella,69,35,">,<"
21285,pebble,stone,77,32,>
21286,crt monitor,mouse pad,137,5,>
21287,house cat,wood door,14,92,<
21288,egg,steak knife,84,124,">,<"
21289,beak,flamingo,19,121,<
21290,plate food,plate table,103,47,">,<"
21291,train light,rail train,25,541,<
21292,suv,brick apartment building,18,88,<
21293,train head light,steam train,4,160,<
21294,spectator seat,tennis ball,190,71,>
21295,bush tree,forest,99,486,<
21296,cell phone,sling bag,58,67,">,<"
21297,tennis sock,tennis racket,468,2532,<
21298,sea bird,dolphin,44,143,<
21299,spot,water bird,7,199,<
21300,motorcycle,traffic pole,242,46,>
21301,pillow,iron leaf,203,12,>
21302,lettering,airplane,11,102,<
21303,shot pole,part,194,77,>
21304,top,bus,41,261,<
21305,shoe,street bike,8,277,<
21306,rubber tire,bear,21,79,<
21307,base ball hat,grass field,12,105,<
21308,kitchen sink,stove handle,93,7,>
21309,house cat,sidewalk tile,115,41,>
21310,tile,toilet seat top,112,39,>
21311,top,glass window,118,39,>
21312,remote control,telephone number,173,0,>
21313,towel,gold,77,89,">,<"
21314,giraffe leg,giraffe mane,196,212,">,<"
21315,chainlink fence,part,158,17,>
21316,stove,kitchen table,60,59,">,<"
21317,clock building,window,97,3,>
21318,jet airplane,fighter jet,78,64,">,<"
21319,building window,building glass window,46,229,<
21320,zebra,straw roof,49,56,">,<"
21321,umbrella,car,232,128,">,<"
21322,ripple,car boat,11,134,<
21323,pair,shrub,63,84,">,<"
21324,flower,church bench,23,519,<
21325,tennis shirt,fencing,25,78,<
21326,grass patch,part,1088,314,>
21327,goal,frisbee,63,40,">,<"
21328,bacon piece,breakfast plate,7,129,<
21329,fire hydrant,amber eye,109,1,>
21330,breakfast food,butter knife,137,12,>
21331,tan,top,114,51,">,<"
21332,bike,waterfront,164,54,>
21333,glove catcher,person arm,118,11,>
21334,street name sign,tree,48,107,">,<"
21335,block letter,police horse,0,151,<
21336,tennis shirt,tennis racket player,133,123,">,<"
21337,branch,animal ear,341,28,>
21338,water body,rock stone,103,17,>
21339,food paper,club sandwich,40,72,">,<"
21340,coat skiing,ski pole,209,13,>
21341,mud,sheep,32,83,<
21342,sundress,dog,201,139,">,<"
21343,wicker hat,dog,22,132,<
21344,baseball shoe,glove catcher,106,653,<
21345,skiing helmet,ski lift,25,174,<
21346,mountain,parasail,117,46,>
21347,pillow case,hotel bed,10,193,<
21348,desktop computer,mac keyboard,119,17,>
21349,catcher glove,baseball game,2,121,<
21350,leaf,edge,145,75,">,<"
21351,animal mouth,grizzly bear,28,449,<
21352,fire truck,firefighter,84,22,>
21353,giraffe neck,rock,576,548,">,<"
21354,mac book,flatscreen television,12,307,<
21355,skateboard rink,skateboard top,59,42,">,<"
21356,bike,bicycle rack,79,47,">,<"
21357,boulder rock,dog,72,74,">,<"
21358,bay horse,bridle,128,21,>
21359,tree,bus front,510,151,>
21360,onion piece,glass,26,168,<
21361,curbside,pant,44,75,">,<"
21362,weather,surfboard,107,5,>
21363,window building,street light,134,26,>
21364,tennis shoe,tee shirt,46,215,<
21365,plate food,broccoli,681,75,>
21366,soccer,orang ball,105,20,>
21367,screen television,entertainment center,18,90,<
21368,chilli dog,dog tail,144,4,>
21369,shag rug,tile,96,34,>
21370,tennis shirt,arm,207,66,>
21371,profile view,dog,91,48,">,<"
21372,bay window,row window,99,40,>
21373,part,brick apartment building,10,97,<
21374,cow horn,farm animal,1,117,<
21375,bagel,tomato,106,0,>
21376,baseball bat,softball bat,294,304,">,<"
21377,baseball cap,bleacher,10,125,<
21378,school bus,bus side,103,44,>
21379,bed blanket,headboard,278,170,">,<"
21380,pony tail,tennis player,3,119,<
21381,pair,batter hand,280,224,">,<"
21382,drain hole,toilet,0,168,<
21383,phone screen,cell phone,21,391,<
21384,car,speed limit sign,119,20,>
21385,leaf,skateboarder,23,115,<
21386,hat,bay horse,7,320,<
21387,baseball player,stadium seat,134,16,>
21388,brick apartment building,tree,71,78,">,<"
21389,cell phone,boot,239,223,">,<"
21390,pair,china bowl,11,93,<
21391,tree trunk,cow,424,602,">,<"
21392,silk flower,cake table,11,210,<
21393,leaf,portion,40,118,<
21394,dog,palm tree,158,191,">,<"
21395,tuxedo cat,house cat,1763,1088,">,<"
21396,pillow,wii controller,67,73,">,<"
21397,plane side,propeller plane,34,312,<
