,o1,o2,>,<,typical
16064,car door handle,car,3,112,<
16065,round table,wine glass,234,25,>
16066,safety glass,kid shirt,27,85,<
16067,ball boy,tennis ball,85,22,>
16068,guy,outfield fence,41,103,<
16069,remote control,couch pillow,5,104,<
16070,bush tree,train headlight,121,0,>
16071,jacket,sock,114,4,>
16072,plane wing,propeller airplane,85,1258,<
16073,dog head,part,136,22,>
16074,cat eye,keyboard,11,182,<
16075,porcelain bathtub,bathroom toilet,165,59,>
16076,airplane,water body,53,130,<
16077,bread piece,banana,12,118,<
16078,lady dress,dress hat,126,16,>
16079,curtain,brick,151,63,>
16080,shuttle bus,pair,134,13,>
16081,surfer hand,leg,36,100,<
16082,surfer arm,surfing suit,36,473,<
16083,market umbrella,street bike,25,178,<
16084,baby toy,baby,47,391,<
16085,tail light,shade tree,3,197,<
16086,stem,silk flower,35,95,<
16087,spoke,bicycle,6,162,<
16088,tennis shoe,tennis net,76,1520,<
16089,safari hat,mama elephant,35,405,<
16090,faucet,cabinet,5,194,<
16091,chili cheese dog,jalapeno pepper,185,5,>
16092,kitchen window,faucet,141,1,>
16093,amber eye,tuxedo cat,0,159,<
16094,dress,camera,107,20,>
16095,board surfer,ripple,301,28,>
16096,ear,batter hand,4,309,<
16097,surfboard,dog leg,137,8,>
16098,food plate,cheddar cheese,77,26,>
16099,tennis shoe,tennis uniform,15,190,<
16100,fruit plate,spot,106,1,>
16101,chain link fence,weed,108,17,>
16102,apple magic mouse,apple monitor,18,181,<
16103,ben clock,video game,3,100,<
16104,focus tree,motorcycle glove,139,9,>
16105,weed,leaf,600,133,>
16106,bus route sign,bus window,118,43,>
16107,plane tire,charter plane,2,127,<
16108,police car,apartment window,206,15,>
16109,jet smoke,plane tail,221,42,>
16110,toilet,wall outlet,112,0,>
16111,onion,veggie,35,95,<
16112,tennis racket,shoelace,168,2,>
16113,bottom,palm tree,23,156,<
16114,adult giraffe,zebra,168,51,>
16115,tomato,sandwich plate,160,1028,<
16116,zebra mane,tree trunk,70,225,<
16117,buildinga building,crosswalk light,128,42,>
16118,person hand,watch,104,23,>
16119,water body,sea foam,189,41,>
16120,water bottle,fire hydrant,8,95,<
16121,tree,giraffe head,805,166,>
16122,hazel eye,dog,26,928,<
16123,fork,breakfast plate,203,1096,<
16124,fire hydrant,sunglass,198,11,>
16125,brick,rail train,48,209,<
16126,baseball pitcher,baseball cap,197,12,>
16127,food paper,soda cup,141,41,>
16128,toilet paper roll,tile,159,619,<
16129,microwave door,kitchen,12,178,<
16130,bread plate,breakfast table,26,141,<
16131,base ball player,face mask,167,8,>
16132,dessert,teaspoon,96,17,>
16133,polo shirt,guy,150,457,<
16134,plate,napkin,102,30,>
16135,lunch truck,graffiti,83,20,>
16136,dog bed,dog,758,284,>
16137,part,city,10,193,<
16138,cap,outfield fence,10,125,<
16139,ski goggle,glove skier,14,175,<
16140,cow,fron tire,123,8,>
16141,bottom,vase,34,273,<
16142,boot,skateboard,7,101,<
16143,transportation vehicle,taxi car,214,69,>
16144,motorcycle,metal flower,103,8,>
16145,archway window,building front,92,419,<
16146,fence,iron leaf,108,32,>
16147,bus tire,fire truck,36,171,<
16148,bird,cage,46,139,<
16149,steam engine train,train bumper,259,31,>
16150,size surfboard,surfboard logo,280,7,>
16151,bush,tennis,42,131,<
16152,banana,doughnut hole,107,5,>
16153,tow rope,water elephant,10,184,<
16154,wine glass,amber eye,89,31,>
16155,city bench,hand,89,13,>
16156,hand,air front,16,87,<
16157,chair cat,hazel eye,961,22,>
16158,bathroom toilet,pedestal sink,147,59,>
16159,cat eye,fabric,9,120,<
16160,headband,tennis shoe,23,89,<
16161,hand,bunch banana,106,248,<
16162,jean,rain,9,150,<
16163,traffic light,pillar,111,39,>
16164,group,spot giraffe,94,33,>
16165,auditorium,auditorium seat,101,7,>
16166,scooter,flip flop,107,1,>
16167,propeller plane,airplane propeller,663,101,>
16168,head light,train front,26,204,<
16169,school building,leaf,96,4,>
16170,tennis pitch,tennis racket,97,39,>
16171,baseball cap,work shirt,12,99,<
16172,train track,coal car,91,15,>
16173,water bottle,picture frame,18,96,<
16174,adult bird,beak,918,31,>
16175,zebras tail,rock,123,485,<
16176,shade tree,glass window,811,25,>
16177,hat,nike shirt,53,166,<
16178,highrise building,hotel building,26,151,<
16179,train door,train track side,16,106,<
16180,blackberry phone,bead,101,8,>
16181,horse,straw cowboy hat,107,20,>
16182,teenager,skateboard,200,73,>
16183,sea bird,bird chest,209,1,>
16184,softball bat,baseball batting helmet,134,28,>
16185,house cat,tiger stripe,869,267,>
16186,sunglass,bleacher,4,138,<
16187,bike,bicycle basket,521,34,>
16188,player hand,flip cellphone,86,22,>
16189,track,windshield wiper,172,3,>
16190,train car,coal car,106,38,>
16191,office window,computer desk,24,86,<
16192,couch,fixture,145,17,>
16193,tennis ball,tennis netting,34,227,<
16194,library book,tv,46,181,<
16195,pair,tennis court net,16,146,<
16196,suitcase,patch,91,12,>
16197,rail train,rail,158,51,>
16198,ski,snow glove,121,4,>
16199,pant,stair,41,136,<
16200,shoe,kid shirt,20,168,<
16201,sink faucet,toilet,5,355,<
16202,windshield,motorcycle,10,154,<
16203,computer monitor,cell phone,408,54,>
16204,guy,baseball field,19,86,<
16205,herd animal,grass hill,29,104,<
16206,fruit,navel orange,632,211,>
16207,suit top,suit jacket,11,124,<
16208,helmet,skateboarder,7,113,<
16209,train station building,market umbrella,85,22,>
16210,porcelain bathtub,bathroom tile,121,5,>
16211,lunch meat,baby carrot,192,56,>
16212,bus front,window building,38,131,<
16213,retriever dog,dog eye,973,15,>
16214,shelf,shirt,31,81,<
16215,ski pole,stripe,150,26,>
16216,window front,glass window,268,85,>
16217,freezer part,plate food,0,172,<
16218,cap,base ball field,3,116,<
16219,elephant,bamboo plant,70,30,>
16220,nike shirt,skateboarder,347,1502,<
16221,tablecloth,flower,309,36,>
16222,sandal,bush,13,102,<
16223,house cat,marking,114,24,>
16224,brow tree,town car,820,194,>
16225,kitchen cabinet,tile,118,21,>
16226,surf shirt,body wetsuit,32,99,<
16227,street sign,toll sign,170,68,>
16228,apple sticker,gala apple,2,225,<
16229,plate design,pizza plate,9,100,<
16230,commuter train,train window,483,25,>
16231,street sign,passenger vehicle,26,140,<
16232,dessert plate,plate top,97,27,>
16233,cherry wood,kitchen,16,150,<
16234,shadow,pizza plate,34,108,<
16235,tennis ball,spectator seat,71,190,<
16236,beak,rock,2,223,<
16237,basil leaf,pizza slice,14,185,<
16238,part,sky day,3,136,<
16239,roof,stop sign,15,158,<
16240,hill,part,648,32,>
16241,computer mouse,apple keyboard,29,241,<
16242,bread basket,glass,173,46,>
16243,bus number,city transit bus,11,194,<
16244,horse,tow rope,560,148,>
16245,buildinga building,tree trunk,98,23,>
16246,dress hat,part,159,29,>
16247,winter coat,skiing glove,144,14,>
16248,snowboard jacket,snowboarding goggle,233,32,>
16249,shrub,herd,7,103,<
16250,brick building,stoplight,120,12,>
16251,pillow,ceiling fan,63,373,<
16252,clock face,building window,380,138,>
16253,giraffe horn,giraffe mane,52,582,<
16254,water bottle,bike wheel,3,101,<
16255,soccer ball,jersey,103,300,<
16256,bed sheet,towel,171,33,>
16257,curtain,bed side,108,30,>
16258,engine part,bush tree,53,181,<
16259,metal fence,flower,279,44,>
16260,grass field zebra,herd,156,848,<
16261,dinner meal,carrot,110,0,>
16262,tennis racket,tennis racquet handle,131,1,>
16263,acacia tree,rhino,77,30,>
16264,buildinga building,stoplight,235,58,>
16265,airplane,control tower,99,8,>
16266,wood,spot,104,19,>
16267,laptop,mouse pad,164,57,>
16268,team name,baseball player,9,269,<
16269,apple mouse,filing cabinet,1,135,<
16270,tennis turf,tennis racket,134,54,>
16271,pair,audience,16,84,<
16272,chain link fence,tennis shoe,971,54,>
16273,fruit bowl,part,91,21,>
16274,glass,freezer part,279,76,>
16275,slice,cake layer,86,19,>
16276,kite string,dragon kite,33,179,<
16277,train engine number,train engine,9,773,<
16278,bag,person head,121,12,>
16279,shower head,mirror reflection,23,128,<
16280,freezer part,lunch plate,27,786,<
16281,grass field,zebra mane,382,12,>
16282,traffic light sign,streetlight,8,95,<
16283,tree,tree stump,122,39,>
16284,seagull,bird beak,480,11,>
16285,adult giraffe,giraffe hoof,118,0,>
16286,iron balcony,balcony window,113,7,>
16287,dairy cow,nostril,113,6,>
16288,tail tip,leaf,17,123,<
16289,dirt court,tennis shirt,115,16,>
16290,styrofoam bowl,collard shirt,0,100,<
16291,elephant skin,elephant head,29,72,<
16292,person face,group,3,106,<
16293,crust edge,tuna sandwich,4,129,<
16294,fence post,tree trunk,29,139,<
16295,plum,plenty fruit,39,112,<
16296,way sign,buildinga building,43,144,<
16297,jacket,collar,127,2,>
16298,nike headband,tennis court,12,514,<
16299,giraffe leg,enclosure fence,24,196,<
16300,willow tree,water body,172,496,<
16301,stock pot,pot handle,107,6,>
16302,bedside table lamp,bed curtain,20,110,<
16303,cross country skier,nike headband,110,3,>
16304,ramp skateboarder,skateboarding helmet,169,15,>
16305,stack,wood table,19,107,<
16306,motorcycle boot,motorcycle tire,20,174,<
16307,beard,ear,378,25,>
16308,pole top,mountain,11,89,<
16309,cow nose,cow head,16,379,<
16310,airplane wheel,propeller airplane,4,304,<
16311,dirt path,acacia tree,36,87,<
16312,flower,mom giraffe,31,504,<
16313,broccoli,dinner plate,71,471,<
16314,surfing wave,wetsuit,470,145,>
16315,road side,forest,14,107,<
16316,base ball glove,baseball uniform pant,33,145,<
16317,window shutter,city bench,0,130,<
16318,row window,water body,3,121,<
16319,train front,willow tree,68,274,<
16320,bus route number,tree,14,162,<
16321,tree,curbside,221,86,>
16322,apartment window,street clock,36,205,<
16323,watch,jacket,9,183,<
16324,tanker car,fire hydrant,29,173,<
16325,toilet paper roll,cabinet door,1,103,<
16326,glass part,house plant,53,133,<
16327,glass bottle,polo shirt,21,127,<
16328,wagon,work horse,49,179,<
16329,soccer shirt,park field,23,168,<
16330,landing wheel,air canada plane,21,927,<
16331,police car,police horse,16,199,<
16332,surf board,tow rope,115,44,>
16333,dog,sneaker,368,75,>
16334,tartar sauce,dish food,11,164,<
16335,picnic table,sunglass,185,25,>
16336,bed comforter,alarm clock,101,4,>
16337,roof car,street light,139,35,>
16338,panama hat,pant,60,155,<
16339,skateboard,wave design,216,15,>
16340,police car,car tire,164,8,>
16341,tissue paper,toilet,13,235,<
16342,traffic sign,motorcycle,18,120,<
16343,skateboarder arm,skateboard kid,30,133,<
16344,wire fence,head,86,19,>
16345,giraffe neck,mother giraffe,31,569,<
16346,chimney,train front,22,80,<
16347,dog,laundry basket,82,18,>
16348,apple logo,computer mouse,5,110,<
16349,snow goggle,pair,57,248,<
16350,player shirt,soccer player,28,127,<
16351,group,cow field,68,187,<
16352,surf shirt,ear,102,0,>
16353,sign letter,apartment building,10,202,<
16354,water body,edge,133,9,>
16355,hoof print,cow,18,98,<
16356,giraffe eye,tree branch,2,247,<
16357,chair cat,toilet paper roll,101,4,>
16358,jet window,fedex plane,14,458,<
16359,bicycle,spaghetti strap shirt,191,58,>
16360,edge,object,25,84,<
16361,spot,orange,15,110,<
16362,water body,glass window,518,3,>
16363,beard,tee shirt,22,95,<
16364,part,story building,7,102,<
16365,pillar,traffic light,39,111,<
16366,eye glass,shirt,32,244,<
16367,surfboard,woman foot,135,15,>
16368,sandwich half,fork side,80,23,>
16369,home plate umpire,base ball field,77,219,<
16370,twin size bed,bedside table,173,3,>
16371,dog herding sheep,herd animal,50,221,<
16372,elephant tusk,front,12,178,<
16373,person hand,shirt,50,371,<
16374,metal,sign letter,481,61,>
16375,sheep,lot,128,305,<
16376,part,collar dog,2,98,<
16377,animal ear,dog nose,173,26,>
16378,day,group,165,24,>
16379,cell phone,beach,24,112,<
16380,sandwich plate,collard shirt,31,80,<
16381,tennis court,shirt tennis player,124,24,>
16382,jean,skateboarding,26,291,<
16383,race number,honda motorcycle,2,295,<
16384,mac laptop,macintosh keyboard,288,66,>
16385,motorbike,grass patch,172,36,>
16386,shampoo bottle,bathroom sink,5,235,<
16387,touchpad,cat,13,97,<
16388,mac keyboard,control board,146,39,>
16389,traffic light,set,70,295,<
16390,pizza slice,pizza top,1173,316,>
16391,passenger platform,train window,86,23,>
16392,toilet seat,type toilet,62,461,<
16393,tower clock,town car,65,319,<
16394,decker train,signal box,108,7,>
16395,tv,water bottle,95,21,>
16396,giraffe hoof,mama giraffe,3,103,<
16397,glass vase,flower stem,206,26,>
16398,necklace,umbrella,6,99,<
16399,scarf,glass part,133,12,>
16400,glass door,curtain,117,43,>
16401,adult horse,grass patch,238,21,>
16402,bus number,town car,25,167,<
16403,base ball player,catcher hand,155,27,>
16404,hotel bed,body pillow,435,41,>
16405,bush tree,giraffe mane,152,37,>
16406,baseball bat,baseball hat,332,68,>
16407,horse,feed bucket,90,22,>
16408,powder snow,stocking cap,121,23,>
16409,police uniform,police horse,42,100,<
16410,clock tower,clock face number,481,0,>
16411,flower,flower arrangement,28,343,<
16412,mug,mug handle,262,9,>
16413,tree trunk,bark,321,107,>
16414,escalator,suitcase,119,18,>
16415,storefront window,focus tree,12,128,<
16416,coffee,mug handle,94,6,>
16417,sunglass,surf shirt,62,212,<
16418,bathroom toilet,glass part,244,51,>
16419,school bus,glass bus window,90,24,>
16420,grape,breakfast plate,2,277,<
16421,dinner table,table plate,361,30,>
16422,mercedes truck,truck front,119,5,>
16423,decker train,orange,82,24,>
16424,vase flower,floor rug,11,227,<
16425,dessert,chocolate,93,23,>
16426,knife,knife handle,404,68,>
16427,lamp,glass part,140,42,>
16428,necklace,dress suit,8,217,<
16429,day,dog,192,10,>
16430,flower vase,living room window,23,106,<
16431,transportation vehicle,apartment window,106,8,>
16432,cow,sheep fur,221,67,>
16433,flower,plane kite,23,86,<
16434,railroad train,gravel,92,32,>
16435,cow,grouping,24,94,<
16436,kitchen sink,cabinet handle,98,10,>
16437,kitchen microwave,drawer handle,123,3,>
16438,book,bed blanket,138,444,<
16439,stop light,traffic light sign,115,27,>
16440,lamp,stone,131,29,>
16441,reflection,fry plate,7,165,<
16442,grass giraffe,animal,101,26,>
16443,bracelet,woman hand,19,96,<
16444,desk top,keyboard,124,42,>
16445,floor rug,living room door,85,22,>
16446,palm tree,giraffe leg,102,10,>
16447,power pole,freight train,7,126,<
16448,toilet,soap bar,194,1,>
16449,amtrak train,train station building,489,145,>
16450,tennis cap,tennis racquet,19,185,<
16451,airplane wing,plane side,143,48,>
16452,racket,group,19,87,<
16453,adult zebra,fence,528,221,>
16454,plate,pizza plate,39,118,<
16455,park bench,pigeon,193,16,>
16456,bud vase,bottom,100,2,>
16457,fabric,market umbrella,28,95,<
16458,sign letter,jean jacket,8,105,<
16459,camera,leaf,119,28,>
16460,front,object,81,32,>
16461,person horse,part,131,15,>
16462,toilet,newspaper,220,40,>
16463,mother sheep,sheep nose,125,2,>
16464,glass window,tennis racket,6,184,<
16465,head scarf,street bench,3,112,<
16466,part,elephant head,23,145,<
16467,bottom,napkin,23,85,<
16468,steak knife,spatula handle,95,15,>
16469,tail light,buildinga building,2,167,<
16470,farm animal,cow horn,117,1,>
16471,tower top,train station building,11,138,<
16472,decker train,ticket window,104,10,>
16473,finger food,shirt button,94,9,>
16474,amber liquid,food plate,13,144,<
16475,tower clock,roof edge,132,43,>
16476,mustard,pizza top,34,85,<
16477,door car,vehicle window,129,9,>
16478,plate rim,food plate,13,132,<
16479,headlight,road side,9,196,<
16480,collard shirt,woman head,159,28,>
16481,flag,brick,48,126,<
16482,airway plane,plane side,238,8,>
16483,adult zebra,bark,107,14,>
16484,tower top,minute hand,112,3,>
16485,toilet,toilet seat lid,1152,138,>
16486,bicycle,orange,190,66,>
16487,laptop mouse,front,25,104,<
16488,chain,building front,24,103,<
16489,parking deck,double-decker bus,38,97,<
16490,broccoli floret,plenty vegetable,17,101,<
16491,cockpit window,airplane wing,3,105,<
16492,propeller airplane,edge,123,0,>
16493,clydesdale horse,carriage wheel,262,13,>
16494,picture frame,cherry wood,39,116,<
16495,blouse,pair,111,32,>
16496,soup bowl,part,254,4,>
16497,snowboard,snowboarder snowboarding,25,164,<
16498,couch,bed head,136,8,>
16499,bike handlebar,bicycle,1,105,<
16500,purse,bus,15,193,<
16501,player head,glove catcher,13,145,<
16502,tree branch,tower clock,147,41,>
16503,front,book,155,51,>
16504,couch,ear,326,12,>
16505,kid,stripe,154,33,>
16506,group,star,102,8,>
16507,shirt collar,necktie,38,95,<
16508,pastry,teaspoon,140,30,>
16509,bus tire,decker tour bus,11,442,<
16510,sand hill,giraffe spot,162,18,>
16511,microphone,suit,53,333,<
16512,mother elephant,elephant tail,414,6,>
16513,plane wing,capital letter,177,18,>
16514,top,bus window,152,60,>
16515,grass elephant,elephant mouth,442,11,>
16516,pizza cheese,table top,63,150,<
16517,soccer shirt,stripe,298,55,>
16518,plane tire,fighter jet,4,122,<
16519,horse riding helmet,horse head,49,140,<
16520,street light,railing,35,105,<
16521,scarf,front,40,109,<
16522,pole,mom giraffe,122,868,<
16523,purse,sunglass,379,161,>
16524,stop sign,tail light,174,28,>
16525,bowtie,duck eye,94,7,>
16526,baseball player,sneaker,615,32,>
16527,fruit plate,breakfast table,25,102,<
16528,hand,bracelet,188,31,>
16529,bedspread,lamp shade,190,6,>
16530,letter,jean,10,410,<
16531,fall tree,car,149,42,>
16532,rowing boat,swim shirt,151,9,>
16533,elephant eye,bamboo tree,1,127,<
16534,ski jacket,skiing,26,140,<
16535,church bench,part,163,8,>
16536,street name,street sign,95,383,<
16537,boat window,water surface,1,112,<
16538,horse fence,horse head,196,55,>
16539,pile,bag,93,24,>
16540,player number,baseball,23,119,<
16541,apple usb keyboard,keyboard button,107,1,>
16542,water body,panama hat,218,6,>
16543,bus mirror,airport truck,21,156,<
16544,turtleneck shirt,duck eye,223,5,>
16545,farm animal,animal ear,174,7,>
16546,ripple,bird eye,102,0,>
16547,tea shirt,teaspoon,135,11,>
16548,motorcycle,motorcycle handle,340,21,>
16549,airplane propeller,aircraft,19,83,<
16550,dog nose,collar,7,181,<
16551,box,house cat,35,82,<
16552,tomato,food paper,46,198,<
16553,river rock,elephant trunk,89,25,>
16554,tomato,wood,13,123,<
16555,day,wave,235,16,>
16556,skatepark,nike shirt,153,13,>
16557,tennis sock,tennis player,230,3064,<
16558,draft horse,willow tree,112,28,>
16559,sweatshirt,brick,135,55,>
16560,horse hoof,police horse,6,653,<
16561,storefront,row window,107,7,>
16562,field,tree trunk,91,11,>
16563,snowboard jacket,snow boarder,64,186,<
16564,baseball cap,plaid shirt,20,98,<
16565,ski mountain,cross country skier,144,47,>
16566,air canada plane,airline logo,118,11,>
16567,foot print,beach wave,27,87,<
16568,car front,focus tree,86,202,<
16569,town car,clock face,132,53,>
16570,toilet seat lid,water tank toilet,10,103,<
16571,refrigerator,microwave oven,239,16,>
16572,downtown building,car,96,30,>
16573,surfboard,surfboard dude,76,31,>
16574,winter hat,ski,7,114,<
16575,shoe,coat,10,160,<
16576,grape,cake,5,99,<
16577,shirt collar,shirt,30,151,<
16578,sundress,purse,265,33,>
16579,bottle,cat,98,231,<
16580,cheese pizza,olive,124,12,>
16581,bridge,arch,118,17,>
16582,bike,bicycle wheel,1006,111,>
16583,sauce cheese,spinach pizza,17,213,<
16584,hat,teddy bear,27,107,<
16585,sandwich plate,metal fork,158,17,>
16586,heart,toy animal,11,134,<
16587,elephant tusk,focus tree,37,196,<
16588,snowboard,winter clothing,30,75,<
16589,skateboard,shoelace,585,6,>
16590,refrigerator,refrigerator handle,282,9,>
16591,giraffe leg,giraffe horn,471,38,>
16592,prescription glass,dress shirt,57,309,<
16593,house cat,bell,109,1,>
16594,shepherd dog,neck collar,110,14,>
16595,computer part,cat,56,810,<
16596,elephant,person head,274,3,>
16597,bus tire,charter bus,6,205,<
16598,parking stripe,taxi car,31,83,<
16599,onion pizza,water glass,157,1,>
16600,model car,traffic pole,22,112,<
16601,oil spot,bunch banana,78,1612,<
16602,parking lot,bus window,97,9,>
16603,zebra stripe,part,599,109,>
16604,tennis ball,bench,74,274,<
16605,pant leg,shoe,267,35,>
16606,tree trunk,fir hydrant,10,105,<
16607,snowboarding pant,snow,50,180,<
16608,banana leaf,mama elephant,13,238,<
16609,ripple,family paddling boat,54,194,<
16610,dog,scooter,51,128,<
16611,refrigerator,stove temperature knob,243,7,>
16612,collard shirt,sauce bottle,176,6,>
16613,mom giraffe,tree trunk,2198,611,>
16614,skate board ramp,skateboard wheel,107,4,>
16615,skateboarding rail,pair,80,23,>
16616,fron tire,buildinga building,2,202,<
16617,grass patch,leaf,714,277,>
16618,ripple,orange,37,91,<
16619,ski lift,ski goggle,100,10,>
16620,pinstripe shirt,wine glass,158,34,>
16621,motorcycle,tail pipe,267,23,>
16622,computer keyboard,laptop mouse,663,45,>
16623,auditorium seat,piano,129,44,>
16624,roof,apartment window,225,49,>
16625,collard shirt,sleeve,82,26,>
16626,part,wilson tennis racket,35,248,<
16627,sweatshirt,bus,33,117,<
16628,base ball hat,metal fence,11,124,<
16629,sock,frisbee,47,230,<
16630,acacia tree,flower,178,44,>
16631,sandwich plate,sauce cup,254,22,>
16632,arm,leg,38,111,<
16633,board surfer,ocean shore,24,77,<
16634,group,jean,1015,173,>
16635,forest,giraffe neck,91,12,>
16636,mac laptop,keyboard key,522,3,>
16637,part,police boat,6,182,<
16638,headband,pair,41,118,<
16639,parliament building,boat window,99,1,>
16640,surfboard,head,1120,25,>
16641,hoodie,water bottle,141,3,>
16642,produce table,onion,192,57,>
16643,stripe bullet train,glass window,305,1,>
16644,size tree,row window,97,7,>
16645,collard shirt,amber eye,109,5,>
16646,police car,bank building,12,117,<
16647,passenger bus window,bus head light,116,8,>
16648,dog foot,stuff bear,13,100,<
16649,decker bus,building window,340,8,>
16650,parking meter pole,focus tree,51,210,<
16651,person head,boat,3,99,<
16652,shade tree,car tire,235,2,>
16653,round bathroom sink,mirror reflection,126,25,>
16654,oil hydrant,chain,291,26,>
16655,bunch banana,grease spot,166,9,>
16656,curtain,computer part,93,8,>
16657,brownie cup cake,cake plate,73,175,<
16658,part,rise building,24,177,<
16659,parking meter,mail slot,349,3,>
16660,porcelain toilet,toilet paper roll,479,1,>
16661,icing,doughnut,88,273,<
16662,group,dog herding sheep,198,39,>
16663,farm animal,sheep leg,255,10,>
16664,sheep leg,goat,9,378,<
16665,tennis spectator,wristband,214,25,>
16666,grass field zebra,pasture field,22,101,<
16667,cat,mouse cord,506,75,>
16668,headlight,car top,18,82,<
16669,mango,plenty fruit,23,122,<
16670,island,water body,38,168,<
16671,onion pizza,tomato pizza,60,190,<
16672,doubledecker bus,range top,91,16,>
16673,bike,parking meter,132,44,>
16674,pastry,sugar,257,71,>
16675,forest,shade tree,174,67,>
16676,rubber bus tire,part,78,31,>
16677,horse tail,girl riding horse,44,1006,<
16678,row window,tree trunk,16,89,<
16679,bush,dairy cow,23,91,<
16680,pair,blind,55,312,<
16681,amtrak train,windshield wiper,133,2,>
16682,focus tree,boot,93,26,>
16683,pizza plate,bell pepper,127,16,>
16684,pizza crust,pizza plate,736,2054,<
16685,train window,trolley train,38,233,<
16686,shade tree,news van,150,24,>
16687,frisbee,foot,118,23,>
16688,shepherd dog,t-shirt,96,13,>
16689,mountain top,hill,26,102,<
16690,pant,player pant,28,77,<
16691,cat nose,cat head,6,741,<
16692,mountain rock,ski mountain,31,149,<
16693,headphone,laptop,53,201,<
16694,breast feather,duck,47,532,<
16695,brick building,truck tire,184,0,>
16696,bus window,suv,30,162,<
16697,chestnut horse,fence gate,169,52,>
16698,group,part,3516,249,>
16699,baseball mitt,baseball jersey,31,115,<
16700,race number,police horse,13,189,<
16701,tennis shoe,tennis player head,112,40,>
16702,guy,edge,92,18,>
16703,chain link,chain,29,171,<
16704,police boat,water body,101,389,<
16705,group,zebra leg,422,11,>
16706,porcelain bathtub,bathroom towel,99,10,>
16707,water body,car,147,12,>
16708,t-shirt,surfboard riding wave,27,73,<
16709,parking meter pole,license plate,115,14,>
16710,stack,work desk,16,92,<
16711,grass field,kid,81,21,>
16712,person skateboard,tank top,130,50,>
16713,motor bike,motor cycle helmet,216,22,>
16714,hill,ripple,97,22,>
16715,plane kite,sweater,83,19,>
16716,snow,stripe,109,13,>
16717,zebra mane,nostril,125,0,>
16718,reflection,grizzly bear,60,188,<
16719,book,coffe table,21,108,<
16720,brush head,zebra mane,311,93,>
16721,cat paw,cat nose,251,11,>
16722,chrome motorcycle,motorcycle engine,189,26,>
16723,stair,jet window,121,8,>
16724,hand,camera phone,34,150,<
16725,iron leaf,bus windshield,44,136,<
16726,window view,room light,91,14,>
16727,bathroom sink,towel,1056,318,>
16728,desk,cat eye,149,3,>
16729,brush head,zoo animal,20,118,<
16730,grass edge,group,27,112,<
16731,wetsuit,skier foot,194,8,>
16732,army truck,truck tire,114,16,>
16733,cake,bride,106,258,<
16734,toilet sink,shower curtain,21,129,<
16735,mother bear,boulder rock,240,68,>
16736,tennis shirt,ping pong ball,91,22,>
16737,mama giraffe,grass patch,116,41,>
16738,tree bark,focus tree,23,129,<
16739,van,bus headlight,166,10,>
16740,bus wheel,shade tree,18,355,<
16741,field,bush tree,237,50,>
16742,keyboard button,keyboard,4,153,<
16743,baby shirt,pair,121,33,>
16744,batter helmet,bat,66,218,<
16745,fork,cheese pizza,49,670,<
16746,cement bench,tree trunk,118,36,>
16747,book,headboard,30,288,<
16748,tank top,crowd,18,85,<
16749,leather baseball glove,baseball player,3,398,<
16750,dinner plate,onion piece,100,2,>
16751,bulldog,tail light,107,5,>
16752,street bench,book,240,39,>
16753,tow rope,row boat,79,271,<
16754,tennis player,necklace,275,1,>
16755,ear,elephant tusk,1454,213,>
16756,skateboard kid,nike shirt,359,144,>
16757,elephant trunk,tail tip,102,6,>
16758,police patrol motorcycle,front,300,28,>
16759,rack casting shadow,gala apple,11,216,<
16760,sun,leaf,201,48,>
16761,motorbike,motorcycle engine,168,17,>
16762,laptop cord,laptop,20,81,<
16763,snow pant,skier,72,223,<
16764,train platform,train front,588,200,>
16765,beach seat,beach umbrella,18,117,<
16766,tennis court net,tennis ball,934,120,>
16767,bull,cowboy hat,193,20,>
16768,bed side,bed comforter,11,103,<
16769,beverage glass,night table,51,159,<
16770,fishbowl,wine glass,21,116,<
16771,pair,bleacher,26,139,<
16772,bench leg,city bench,17,163,<
16773,collar,dog nose,181,7,>
16774,top,water bear,45,205,<
16775,decker train,gravel,584,160,>
16776,soccer ball,grass soccer field,21,178,<
16777,halter top,horse,40,155,<
16778,freezer part,club sandwich,4,193,<
16779,food tray,food container,75,28,>
16780,spoon,cafeteria tray,43,117,<
16781,cat body,cat paw,148,8,>
16782,skateboarder,sunglass,353,12,>
16783,glass window,passenger bus window,17,87,<
16784,glass,onion piece,168,26,>
16785,parking meter,parking sign,167,61,>
16786,keyboard button,shift key,25,117,<
16787,book,book shelf,75,470,<
16788,snowboard jacket,snowboarder,312,1129,<
16789,bus front,buildinga building,51,168,<
16790,flag,tree leaf,92,9,>
16791,refrigerator drawer,refrigerator door,11,135,<
16792,traffic arrow,group,13,135,<
16793,navy plane,plane cockpit,101,2,>
16794,paddle boat,tree,45,135,<
16795,stripe,passenger train,31,189,<
16796,dog tag,dog,23,559,<
16797,headphone,mac keyboard,57,148,<
16798,dog,dog paw,4355,190,>
16799,sea bird,bird mouth,95,7,>
16800,rowing boat,water body,61,315,<
16801,brick building,row window,1560,38,>
16802,sheep dog,block letter,177,0,>
16803,dress hat,vest,34,86,<
16804,bench slat,metal park bench,19,82,<
16805,car,water body,12,147,<
16806,delta airline plane,wing tip,109,3,>
16807,door fridge,cabinet door,227,16,>
16808,crystal glass,glass part,202,26,>
16809,net,baseball,172,41,>
16810,bus wheel,trolley bus,18,278,<
